id_hog,id_persona,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores_0_4,n_menores_5_14,n_nna,n_menores_18,n_personas_15_65,n_mayores,n_tiempo,n_trabajadores,n_profesionales,n_tercera_edad,hay_tercera_edad,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_anios,tramo_edad,NSE,nivel_escolaridad,estudia,trabaja,horas_trabajo_contratadas,horas_trabajo_habituales,dias_trabajo_semana,quintil,macrozona,region_ord,glosa_region,prop_ing_hogar,teletrabaja,jornada_laboral,cae,ocup_form,cise,ciuo_agrupada,bs1,bs2,bs3,bs4,bs5,bs6,bs7,bs8,bs9,bs10,bs11,bs12,bs13,bs14,bs15,bs16,bs17,bs18,bs19,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_t_hogar,ing_t_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,I,t_to,t_tcnr_ce,t_tcnr_re,t_tcnr_oac,t_tdnr_psc,t_tdnr_lv,t_tdnr_lrc,t_tdnr_mrm,t_tdnr_admnhog,t_tdnr_comphog,t_tdnr_cmp,t_tvaoh_tv,t_tvaoh_oh,t_cpaf_cp,t_cpag_comer,t_cpag_dormir,t_ed,t_vsyo_csar,t_vsyo_aa,t_mcm_leer,t_mcm_video,t_mcm_audio,t_mcm_computador,t_tt1,t_tt2,t_tcnr_0_4,t_tcnr_5_14,t_tcnr_nna,t_tcnr_15_65,t_tcnr_66,t_tcnr_psdf,t_total,w,savings,alimentos,vestimenta,cuentas,hogar,salud,transporte,comunicaciones,recreacion,educacion,restaurantes,total_expenses
00032-1,00032-1-02,0,0,1,7,2,0,0,0,0,4,4,4,1,1,1,0,4,43.25,1,1,1,0,0,0,1,58,45-65,2,secundaria,0,0,0,0,0,1,centro,10,Ñuble,0,0,NA,Inactiva(o),NA,NA,NA,3,1,85,NA,NA,2,85,1,2,3,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,100,25,0,0,0,0,0,17.21,16.44,5.23,0,0,0,2.21,0,0,25.02,7.56,50.91,0,3.19,13.63,4.03,15.22,0,7.35,0,0,0,0,0,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00032-1,00032-1-03,1,0,1,7,3,0,0,0,0,4,4,4,1,1,1,0,4,43.25,0,0,0,0,0,0,1,31,25-44,2,universitaria,1,1,40,8,5,1,centro,10,Ñuble,1,0,2,Ocupada(o),1,2,1,5,5,5,2,2,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,0,0,0,0,100,100,25,0,40,0,0,0,2.46,4.2,0.63,0,0.77,0.2,4.24,0,0.4,13.77,11.33,45.96,0.81,20.11,1.66,8.71,7.74,0.07,3.33,1.37,0.24,0,0,0,0,0,0,168,2.5,-64.52447960589625,65.67,3.82,31.41,7.68,10.14,15.48,16.53,5.47,2.82,5.51,164.52447960589626
00035-1,00035-1-01,1,1,5,7,1,1,2,3,3,2,2,2,2,0,0,0,5,15.4,1,1,1,0,0,0,0,33,25-44,1,secundaria,0,1,48,8,6,2,metropolitana,7,Región Metropolitana de Santiago,0.5,0,4,Ocupada(o),2,2,3,4,4,5,2,NA,1,1,1,2,2,2,NA,NA,NA,NA,NA,1,1,1,100,100,0,0,200,40,0,100,200,40,0,48,2.21,0,0,2.72,0.01,0,0.57,0.2,0.72,0,0,0,3.83,7.27,41.03999999999999,24.45,13.64,0.01,0,0.21,0,17.5,4.9,0.72,2.21,0.05,2.21,0,0,0,167.99999999999997,2.0833333333333335,-46.81575140772605,46.82,6.14,33.22,7.63,7.78,17.52,11.4,7.75,2.41,6.15,146.81575140772605
00037-1,00037-1-01,1,1,1,6,1,1,0,1,1,3,3,2,3,2,1,0,4,38.25,1,1,1,0,0,0,0,59,45-65,2,técnica,0,1,45,8,5,4,metropolitana,7,Región Metropolitana de Santiago,0.34946236559139787,0,3,Ocupada(o),1,4,1,4,4,5,2,NA,2,85,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,162.5,162.5,0,40,505,126.25,13.978494623655916,176.48,505,119.74462365591398,160000,45,5.67,0,0,2.46,3.18,0.53,0.87,0.32,1,1.71,1.05,10.32,3.94,9.68,41.33000000000001,0,10.88,0.24,2.25,2.41,2.58,14.04,8.22,0.32,5.66,0.03,5.67,0,0,0,167.99999999999997,3.611111111111111,1.5215145542483324,34.28,3.37,35.06,13.42,13,26,16.39,12.91,2.87,17.65,174.95848544575165
00037-1,00037-1-02,1,1,1,6,2,1,0,1,1,3,3,2,3,2,1,0,4,38.25,1,1,1,0,0,0,1,61,45-65,2,técnica,0,1,6,2,3,4,metropolitana,7,Región Metropolitana de Santiago,0.2741935483870968,0,1,Ocupada(o),2,4,1,5,4,4,2,NA,2,85,2,2,3,2,NA,NA,NA,NA,NA,1,1,1,102.5,127.5,0,0,0,0,10.96774193548387,138.47,505,118.99193548387098,0,6,15.1,0,0.08,16.63,15.9,9.33,0,0.42,0.33,10.39,5.5,5.24,6.79,5.56,40.45,0,14.23,0.21,1.85,8.72,0.38,4.04,0,0.85,15.19,0,15.19,1.51,0,1.51,168,21.25,1.1938037271794608,26.89,2.65,27.51,10.53,10.2,20.4,12.86,10.13,2.25,13.85,137.27619627282053
00039-1,00039-1-01,1,1,2,6,1,1,1,2,2,4,4,4,2,2,2,0,6,36.5,1,1,1,0,0,0,0,65,45-65,2,primaria,0,1,48,8,6,4,norte,2,Tarapacá,0.6643835616438356,0,4,Ocupada(o),1,3,5,5,4,4,3,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,117.5,117.5,125,250,365,60.833333333333336,166.0958904109589,408.6,615,88.51598173515981,1500000,48,0.38,0,0,0.34,0.89,0.01,0.27,0,0.27,5.6,0,0,5.72,12.81,50.76000000000001,0,7.46,0.06,0.06,24.84,0.23,6.02,4.19,0.09,0.32,0.06,0.38,0,0,0,168.00000000000003,2.4479166666666665,47.56574660221314,101.43,6.3,56.47,27.88,23.57,50.12,37.76,18.68,10.14,28.67,361.03425339778687
00039-1,00039-1-03,0,0,2,6,3,1,1,2,2,4,4,4,2,2,2,1,6,36.5,0,0,0,0,0,0,1,37,25-44,2,técnica,0,0,0,0,0,4,norte,2,Tarapacá,0,0,NA,Inactiva(o),NA,NA,NA,4,5,4,NA,NA,1,1,2,1,3,3,NA,NA,NA,NA,NA,4,NA,3,0,0,0,0,0,0,0,0,615,60.833333333333336,0,0,13.59,0.01,26.39,6.81,7.2,0.91,0,0.03,5.83,1.3,0,0.16,7.38,10.52,52.15,0,2.8,0.07,0.04,13.02,0.54,8.12,0,11.13,44.36,1.5,45.68,0,0,0.36,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00041-1,00041-1-01,1,1,1,7,1,0,1,1,3,4,3,2,2,2,1,0,6,38.166666666666664,1,1,1,0,0,0,1,50,45-65,2,universitaria,0,1,50,7,6,5,centro,10,Ñuble,0.391304347826087,0,4,Ocupada(o),1,3,3,4,3,3,2,NA,1,2,2,1,1,1,NA,NA,NA,NA,NA,2,3,1,225,225,0,100,575,95.83333333333333,39.130434782608695,264.13,675,102.35507246376811,400000,50,1.28,4.91,0,5.43,5.46,1.81,0.23,0.09,0.44,0.24,0,0,5.76,11.7,35.61000000000001,0.83,26.53,0,0.32,0.81,0.28,15.13,0.82,0.32,0,5.27,5.27,0.91,0,0,167.99999999999997,4.5,-13.186478311201812,54.86,5.29,31.67,25.1,23.83,39.67,26.57,19.14,28.04,23.15,277.3164783112018
00042-1,00042-1-03,0,0,3,7,3,1,1,2,2,2,2,2,2,1,0,0,4,20.25,0,0,0,0,0,0,0,12,12-24,2,ninguna,1,0,0,0,0,3,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Menor de 15 años,NA,NA,NA,2,4,4,NA,2,3,3,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,337.5,84.375,0,0,6.86,0,0,0.48,3.65,1.33,0.1,0,0.39,0.03,0,0,3,4.95,66.19,39.22,16.01,2.56,0.18,8.37,0.09,11.79,2.06,0.74,6.86,0,6.86,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00046-1,00046-1-04,1,0,2,7,3,0,1,1,2,5,4,2,4,2,0,0,6,26.666666666666668,0,0,0,0,1,1,1,20,12-24,1,secundaria,1,1,5,3,2,5,centro,9,Maule,0.015151515151515152,0,1,Ocupada(o),2,2,3,4,2,3,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12.5,12.5,0,0,0,0,0,12.5,825,137.5,0,5,3.42,4.23,0,7.66,3.85,0.91,0,1.22,0.46,4.85,0,0.04,10.57,5.09,47.80999999999999,33.36,13,7.12,0.33,5.05,0.17,7.54,4.74,1.58,0,3.77,3.77,4.93,0,0,168,2.5,0.5499096876895722,1.99,0.26,1.39,0.93,0.75,1.88,1.12,0.93,1.49,1.19,11.950090312310428
00046-1,00046-1-05,0,0,2,7,3,0,1,1,2,5,4,2,4,2,0,0,6,26.666666666666668,0,0,0,0,1,1,0,15,12-24,1,primaria,1,0,0,0,0,5,centro,9,Maule,0,0,NA,Inactiva(o),NA,NA,NA,3,3,85,NA,3,2,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,825,137.5,0,0,0,0,0,2.9,0.7,0.05,0,0,0,0.53,0,0,9.63,4.67,40.18000000000001,59.65,14.96,20.13,0.93,4.63,2.04,5.14,1.86,0,0,0,0,0,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00047-1,00047-1-01,1,0,3,7,1,0,2,2,2,3,3,3,2,1,2,0,5,35.6,0,1,1,0,0,0,1,63,45-65,1,ninguna,0,1,70,10,7,1,metropolitana,7,Región Metropolitana de Santiago,0.13043478260869565,1,4,Ocupada(o),2,2,3,3,3,3,2,NA,2,2,2,2,3,2,NA,NA,NA,NA,NA,3,1,1,15,15,0,0,115,23,0,15,115,23,0,70,0.53,0,0.04,7.69,10.84,0.44,0.03,0,0.83,0.65,0,0,12.83,5.68,49.46000000000001,0,0.15,0,0,6.42,0,1.32,0.26,0.83,0,0.57,0.57,0,0,0,168,0.21428571428571427,-14.392392542826943,12.38,0.73,6,1.28,1.44,2.49,2.49,1,0.45,1.13,29.392392542826943
00047-1,00047-1-02,0,0,3,7,2,0,2,2,2,3,3,3,2,1,2,0,5,35.6,0,1,1,0,0,0,0,64,45-65,1,primaria,0,0,0,0,0,1,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Desocupada(o),NA,NA,NA,2,2,2,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,115,23,0,0,0.32,0.29,0,1.72,8.31,6.73,0,0,0.1,0.17,0,0.34,21.3,12.91,75.58999999999999,0,0.79,0.28,4.08,31.84,0.98,1.76,0.31,0.18,0,0.6,0.6,0.14,0,0.45,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00047-1,00047-1-04,0,0,3,7,8,0,2,2,2,3,3,3,2,1,2,1,5,35.6,0,0,0,0,0,0,1,14,12-24,1,primaria,1,0,0,0,0,1,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Menor de 15 años,NA,NA,NA,4,4,85,NA,2,2,2,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,115,23,0,0,0.18,0.02,0,0.36,0.39,0.06,0,0.01,0,0.28,0,0,12.07,5.36,44.40999999999999,42.59,25.58,4.4,0.02,0.84,6.05,23.32,2.06,0,0,0.05,0.05,0.15,0,0.15,167.99999999999997,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00051-1,00051-1-01,1,1,2,7,1,1,1,2,2,2,2,2,2,2,0,0,4,22.75,1,1,1,0,0,0,1,39,25-44,2,universitaria,0,1,44,8,5,5,norte,5,Coquimbo,0.5294117647058824,0,3,Ocupada(o),1,4,1,4,5,5,1,NA,1,1,2,1,3,3,NA,NA,NA,NA,NA,4,5,5,450,450,0,0,850,212.5,0,450,850,212.5,0,44,28.42,3.84,0.09,13.19,5.33,2.59,0,0.13,0.51,0.77,0,2.7,3.15,4.69,38.43000000000001,0,9.89,0,0.38,4.93,0,3.01,0.64,1.31,29.07,8.65,33.32,0.2,0,0,168.00000000000003,10.227272727272727,46.63115307516831,48.27,9.41,61.84,37.74,22.51,64.97,34.64,40.45,29.5,54.04,403.3688469248317
00051-1,00051-1-02,1,1,2,7,2,1,1,2,2,2,2,2,2,2,0,0,4,22.75,1,1,1,0,0,0,0,40,25-44,2,universitaria,0,1,40,8,5,5,norte,5,Coquimbo,0.47058823529411764,0,2,Ocupada(o),1,4,1,5,4,4,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,NA,4,2,1,400,400,0,0,0,0,0,400,850,212.5,0,40,8.18,0.78,0.22,5.75,5.45,0,0,0,3.84,3.76,0,0,4.91,8.34,46.470000000000006,0,18.12,0,1.79,9.2,0,0.63,4.03,6.53,12.64,7.85,13.66,0,0,0,168.00000000000003,10,41.44991384459404,42.91,8.36,54.97,33.54,20.01,57.75,30.79,35.95,26.22,48.04,358.55008615540595
00056-1,00056-1-02,1,1,2,6,2,0,0,0,0,3,3,3,3,2,1,0,3,50.333333333333336,1,1,1,0,0,0,1,59,45-65,2,técnica,0,1,44,7,5,5,sur,15,Aysén del General Carlos Ibañez del Campo,0.39655172413793105,0,3,Ocupada(o),1,4,1,2,4,5,2,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,180,180,50,0,0,0,237.93103448275863,467.93,1180,272.64367816091954,200000,44,0,4.65,0,3.82,1.39,0.39,0,0.31,0.93,0,0,0,6.82,10.92,50.06,0,7.44,0,0,6.04,0,27.72,3.2,0.31,0,0,0,4.65,0,0,168,4.090909090909091,130.64842133807355,39.81,6.62,61.02,32.91,29.44,61.08,35.75,33.17,10.92,26.58,337.28157866192646
00056-1,00056-1-03,1,0,2,6,3,0,0,0,0,3,3,3,3,2,1,0,3,50.333333333333336,0,0,0,0,0,0,0,29,25-44,2,técnica,0,1,45,8,5,5,sur,15,Aysén del General Carlos Ibañez del Campo,0,0,3,Ocupada(o),2,3,3,3,4,85,2,NA,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1180,193.33333333333334,0,45,0,0,0,1.54,0.02,0,0.04,0,0.01,0.49,0.03,0,3.26,8.59,50.85,0,5.52,4.77,10.11,18.61,0.02,16.19,2.94,0.01,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0
00058-1,00058-1-01,1,1,3,6,1,0,0,0,0,4,4,4,2,2,0,0,4,34.75,1,1,1,0,0,0,0,51,45-65,3,universitaria,0,1,45,8,5,4,sur,12,La Araucanía,0.9615384615384616,0,3,Ocupada(o),1,3,1,4,3,85,1,NA,1,85,1,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,625,625,0,0,650,162.5,0,625,650,162.5,0,45,0.39,0,0,5.2,0.45,0.65,0,0,1.31,0.1,0.57,5.37,3.91,12.63,46.87,0,18.67,0.25,0.37,14.26,0,1.03,10.74,0.23,0,0.39,0.39,0,0,0,168,13.88888888888889,98.45390275792151,76.74,11.24,116.69,38.88,34.95,83.95,63.36,37.22,29.08,34.43,526.5460972420785
00058-1,00058-1-03,0,0,3,6,2,0,0,0,0,4,4,4,2,2,0,0,4,34.75,1,1,1,0,0,0,1,46,45-65,3,secundaria,0,0,0,0,0,4,sur,12,La Araucanía,0,0,NA,Inactiva(o),NA,NA,NA,4,1,1,NA,NA,1,85,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,650,162.5,0,0,0,0,0.56,42.09,31.24,5.57,5.81,0.02,0.96,1.74,0,3.01,2.98,7.22,51.05000000000001,0,5.34,1.75,0.48,4.13,0,3.4,0,0.65,0,0,0,1.05,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00058-1,00058-1-04,0,0,3,6,3,0,0,0,0,4,4,4,2,2,0,0,4,34.75,0,0,0,0,0,0,1,23,12-24,3,técnica,1,0,0,0,0,4,sur,12,La Araucanía,0,0,NA,Inactiva(o),NA,NA,NA,3,4,85,NA,2,3,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,650,162.5,0,0,0,0,0,1.79,1.87,0.36,0,4.18,0.03,2.45,0,0,2.91,6.44,54.45,54.11,5.75,3.56,5.54,3.6,2.66,14.38,1.11,2.81,0,0,0,0,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00059-1,00059-1-02,0,0,5,7,2,0,0,0,1,3,2,1,1,0,1,0,3,43.333333333333336,1,1,1,0,0,0,1,60,45-65,2,secundaria,0,0,0,0,0,1,sur,14,Los Lagos,0,0,NA,Inactiva(o),NA,NA,NA,4,4,5,NA,NA,2,2,2,2,3,2,3,2,1,1,2,NA,NA,NA,0,0,0,0,0,0,0,0,125,41.666666666666664,0,0,7.42,0,0.06,12.92,11.78,0.7,0,0.69,0,2.57,0,2.75,11.14,9.62,66.82000000000001,0,0,0,4.54,10.83,24.69,0.28,0,1.19,0,0,0,7.35,1.32,8.66,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00061-1,00061-1-03,0,0,5,6,6,0,1,1,1,2,3,4,2,0,1,0,4,40,0,0,0,0,0,0,1,70,66+,3,primaria,0,0,0,0,0,3,centro,9,Maule,0.1694915254237288,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,0,0,0,16.949152542372882,66.95,395,77.98728813559322,200000,0,0,0,0,25.31,2.79,3.37,0,0,1.12,1.31,0,0,25.1,5.8,67.61999999999999,0,6.23,0,0,27.1,0,0,0,2.25,0,0,0,0,0,0,168,NA,7.861876839077737,19.63,2.06,9.67,3.37,4.4,7.81,5.47,3.43,0.9,2.34,59.088123160922265
00062-1,00062-1-02,1,0,2,6,11,0,0,0,0,2,3,3,3,3,1,0,3,48.666666666666664,0,1,0,0,0,0,1,70,66+,3,universitaria,0,1,40,8,5,5,sur,16,Magallanes y la Antártica Chilena,0.5384615384615384,0,2,Ocupada(o),1,4,1,5,4,4,2,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,700,700,0,0,0,0,0,700,1300,433.3333333333333,0,40,0,0,0,7.63,4.72,1.24,0,0,1.2,0.51,0,1.69,8.1,11.52,56.43999999999999,0,11.82,0.61,6.6,3.82,0.1,7.56,3.64,0.8,0,0,0,0,0,0,168,17.5,214.07798325862186,54.72,10.2,96.83,51.53,41.68,80.22,51.22,46.78,13.27,39.48,485.9220167413781
00064-1,00064-1-02,0,0,5,7,3,0,1,1,2,2,1,3,1,0,0,0,3,23,0,0,0,0,0,0,0,17,12-24,2,primaria,1,0,0,0,0,2,sur,16,Magallanes y la Antártica Chilena,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,200,41.666666666666664,0,0,0.02,0,0.06,4.34,2.29,0,0,0,0,1.17,0,0,6.03,9.95,55.59,34.29,17.45,1.13,6.29,6.59,3.62,16.14,3.04,0,0.02,0,0.02,0.06,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00064-1,00064-1-03,0,0,5,7,3,0,1,1,2,2,1,3,1,0,0,0,3,23,0,0,0,0,0,0,0,12,12-24,2,ninguna,1,0,0,0,0,2,sur,16,Magallanes y la Antártica Chilena,0,0,NA,Menor de 15 años,NA,NA,NA,5,4,4,NA,2,85,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,200,41.666666666666664,0,0,0,0,0,0,0.06,0,0,0,0,0.4,0,0,9.74,10,63,38.79,11.81,14.25,0,8.01,2.94,5.13,3.87,0,0,0,0,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00065-1,00065-1-01,1,0,1,7,1,0,0,0,1,3,2,3,2,2,0,0,3,27.333333333333332,1,0,0,0,0,0,1,42,25-44,2,técnica,0,1,60,12,5,5,sur,16,Magallanes y la Antártica Chilena,0.4444444444444445,0,4,Ocupada(o),2,3,3,4,3,2,2,NA,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,200,200,0,250,700,233.33333333333334,111.11111111111111,311.11,700,187.03703703703704,1000000,60,0.11,0,0,6.21,1.1,1.44,1.23,0.9,0.48,4.67,0,0,8.19,6.17,43.59,0.03,4.05,0,0.12,12.56,0.1,14.04,1.84,1.17,0,0.11,0.11,0.87,0,0,168,3.3333333333333335,4.476702653076449,23.5,6.69,53,24.08,18.08,52.46,28.56,32.49,40.9,26.88,306.63329734692354
00065-1,00065-1-02,1,0,1,7,3,0,0,0,1,3,2,3,2,2,0,0,3,27.333333333333332,0,0,0,0,0,0,1,25,25-44,2,universitaria,0,1,44,8,5,5,sur,16,Magallanes y la Antártica Chilena,0.5555555555555556,0,3,Ocupada(o),1,4,1,4,3,4,2,NA,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,250,250,0,0,0,0,138.88888888888891,388.89,700,196.2962962962963,0,44,0,0,0,2.14,1.28,0.39,0.35,0.7,0,0.88,0,0.47,4.04,8,39.82000000000001,0,17.68,0,0.05,10.64,5.26,28.43,3.87,0,0,0,0,0,0,0,168.00000000000003,5.681818181818182,5.595878316345561,29.37,8.36,66.24,30.1,22.6,65.58,35.7,40.62,51.12,33.6,383.29412168365445
00066-1,00066-1-02,0,0,1,6,2,0,0,0,0,0,2,2,0,0,2,0,2,76.5,0,1,1,0,0,0,1,75,66+,1,primaria,0,0,0,0,0,4,centro,8,Libertador General Bernardo O´Higgins,0.33665008291873966,0,NA,Inactiva(o),NA,NA,NA,4,3,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50.75,0,0,0,101.5,152.25,452.25,126.125,203000,0,0,0,0,21.31,7.04,5.47,0,0,0,4.98,2.05,0,8.21,12.9,90.00999999999999,0,7.23,0,5.28,3.52,0,0,0,0,0,0,0,0,0,0,168,NA,37.04937742839974,32.88,2.63,19.09,10.37,20.69,10.76,9.02,5.84,0.37,3.56,115.20062257160026
00067-1,00067-1-01,1,0,2,6,1,0,0,0,0,3,3,3,1,2,0,0,3,30,1,0,0,0,0,0,1,45,25-44,2,técnica,0,1,45,9,5,1,metropolitana,7,Región Metropolitana de Santiago,1,0,3,Ocupada(o),1,3,3,3,3,85,2,NA,1,85,2,1,3,85,NA,NA,NA,NA,NA,NA,NA,NA,125,125,0,0,125,41.666666666666664,0,125,125,41.666666666666664,0,45,0,0,0,9.82,6.9,4.58,0,0.65,0.1,3.4,0,0,3.52,11.67,31.88000000000001,0,24.7,0,0,7.32,0,3.85,13.58,1.03,0,0,0,0,0,0,168,2.7777777777777777,-116.76812697251923,55.83,4.93,65.99,12.75,11.24,22.23,25.91,11.63,10.95,20.3,241.7681269725192
00069-1,00069-1-01,1,0,2,7,1,0,0,0,0,2,2,2,2,2,2,0,2,63,0,1,1,1,0,1,0,65,45-65,2,universitaria,0,1,60,12,5,5,metropolitana,7,Región Metropolitana de Santiago,0.847457627118644,0,4,Ocupada(o),NA,2,1,5,5,NA,1,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,1250,2500,0,0,2950,1475,0,2500,2950,1475,0,60,0,0,0,1.39,0.75,0.05,0,0.32,0.02,0.07,0,0.26,5.69,6.88,55.53,0,22.3,0.16,2.81,6.89,0,3.26,1.57,0.05,0,0,0,0,0,0,168,41.666666666666664,1152.1002574001875,191.88,21.52,221.15,144.13,164.9,168.77,112.01,132.59,24.26,166.7,1347.8997425998125
00071-1,00071-1-01,1,0,4,7,1,0,0,0,0,1,1,1,1,1,0,0,1,39,0,0,0,0,0,0,1,39,25-44,3,universitaria,0,1,45,8,5,3,centro,11,Biobío,1,0,3,Ocupada(o),2,3,1,4,NA,NA,2,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,325,0,0,325,325,0,325,325,325,0,45,0,0,0,7.88,1.63,6.44,0,0.37,0.44,8.01,0,3.42,8.97,12.6,44.18,0,9.27,0,0.56,4.24,0,13.61,1.38,0,0,0,0,0,0,0,168,7.222222222222222,22.8976420635822,52.6,11.17,68.1,21.89,23.16,42.08,30.86,26.81,5.92,19.52,302.1023579364178
00072-1,00072-1-01,0,0,2,7,1,0,0,0,0,2,2,2,0,0,0,0,2,57,0,1,1,0,0,0,0,59,45-65,2,secundaria,0,0,0,0,0,1,sur,14,Los Lagos,0,0,NA,Inactiva(o),NA,NA,NA,4,2,NA,NA,NA,2,3,2,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,75,75,37.5,0,0,75,0,300000,0,0,0,0,3.97,2.06,0.71,0.35,2.73,1.09,12.5,0,16.36,7.85,9.99,68.22999999999999,0,3.26,0.53,0,27,7.05,1.06,0,3.26,0,0,0,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00074-1,00074-1-01,0,0,2,6,1,0,0,0,0,0,1,1,0,0,1,0,1,69,0,0,0,0,0,0,1,69,66+,3,primaria,0,0,0,0,0,1,norte,3,Antofagasta,1,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,49,98,49,49,98,147,147,147,588000,0,0,0,0,21,4.32,0.4,0,0,0.3,6.48,0,10.62,9.97,16.58,78.78000000000002,0,7.2,0,0.15,9.7,0.91,1.39,0,0.2,0,0,0,0,0,0,167.99999999999997,NA,59.243942365697706,32.9,1.93,21.51,5.16,7.11,5.71,7.4,2.94,0.18,2.92,87.7560576343023
00075-1,00075-1-01,1,1,5,7,1,0,0,0,0,5,5,2,3,3,0,0,5,36.6,1,1,1,0,0,0,1,56,45-65,2,técnica,0,1,40,8,5,4,metropolitana,7,Región Metropolitana de Santiago,0.25485436893203883,0,2,Ocupada(o),1,3,3,4,3,3,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,105,105,0,14,412,82.4,3.5679611650485437,108.57,426,83.11359223300971,56000,40,0.05,0,0,11.96,6.82,1.68,0.03,0,4.72,10.52,0,0,8.06,14,37.75000000000001,0,1.97,1.47,0.05,15.02,3.31,5.86,4.39,0.34,0,0,0,0.05,0,0.05,168,2.625,-18.14411943806469,28.7,2.25,22.64,7.97,8.5,16.18,12.56,8.2,4.99,14.71,126.71411943806469
00076-1,00076-1-01,1,1,4,7,1,0,2,2,2,2,2,3,1,0,0,0,4,23,1,1,1,0,0,0,0,33,25-44,2,secundaria,1,1,70,10,7,4,norte,3,Antofagasta,1,0,4,Ocupada(o),1,3,2,4,4,4,1,1,2,85,2,2,2,2,NA,NA,NA,NA,NA,1,2,1,550,550,0,0,550,137.5,0,550,550,137.5,0,70,1.42,0.72,0,0.7,0.23,0.01,0.56,0.17,0.13,0.38,0.62,0,3.25,13.15,41.75000000000001,0.07,8.85,2.42,3.17,2.67,0.24,2.54,14.89,0.06,0,2.14,2.14,0,0,0.72,168,7.857142857142857,57.787507202058556,119.11,18.75,79.17,26.37,29.82,74.19,41.43,39.26,30.89,33.23,492.2124927979414
