id_household,id_person,is_worker,is_family,weekday,weekend_day,relationship_to_head,n_children_0_4,n_children_5_14,n_children_0_14,n_underage,n_adults_15_65,n_adults,n_time_reporters,n_workers,n_professionals,n_elderly,has_elderly,household_size,mean_age,has_children,in_couple,lives_with_partner,domestic_service,help_from_relatives,external_support,female,age,age_bracket,ses,education_level,in_education,employed,contracted_hours,usual_hours,work_days_per_week,quintile,macrozone,region,region_name,income_share,teleworks,work_schedule,employment_status,formality,cise,occupation_group,swb1,swb2,swb3,swb4,swb5,swb6,swb7,swb8,swb9,swb10,swb11,swb12,swb13,swb14,swb15,swb16,swb17,swb18,swb19,inc_main_job,inc_labor,inc_pension,inc_group,inc_household_total,inc_household_pc,inc_group_personal,inc_personal,household_income,inc_person_week,I,t_paid_work,t_care_essential,t_care_education_related,t_care_other,t_domestic_meals,t_domestic_cleaning,t_domestic_laundry,t_domestic_maintenance,t_domestic_admin,t_domestic_shopping,t_domestic_pets,t_voluntary_community,t_voluntary_households,t_personal_care,t_meals,t_sleep,t_education,t_leisure_social,t_leisure_hobbies,t_media_reading,t_media_video,t_media_audio,t_media_computer,t_commute_to,t_commute_ed,t_commute_cpaf_cp,t_commute_tdnr_admnhog,t_commute_tdnr_comphog,t_commute_tcnr_re,t_commute_tcnr_ce,t_commute_tcnr_oac,t_care_0_4,t_care_5_14,t_care_children_teens,t_care_15_65,t_care_66_plus,t_care_disability,tact_tto_ds,tact_tto_fds,tact_ted_ds,tact_ted_fds,tact_tcpaf_cp_ds,tact_tcpaf_cp_fds,tact_ttdnr_admnhog_ds,tact_ttdnr_admnhog_fds,tact_ttdnr_comphog_ds,tact_ttdnr_comphog_fds,tact_ttcnr_re_ds,tact_ttcnr_re_fds,tact_ttcnr_oac_health_ds,tact_ttcnr_oac_health_fds,tact_ttcnr_oac_work_ds,tact_ttcnr_oac_work_fds,tact_factor_sab,tact_factor_dom,tact_factor_ds,t_total,wage,savings,food,clothing,utilities,household_goods,health,transportation,communications,recreation,education_exp,restaurants,total_expenses
00974-1,00974-1-01,0,0,1,6,1,0,0,0,0,0,1,1,0,0,1,0,1,76,0,0,0,0,0,0,0,76,66+,2,primaria,0,0,0,0,0,3,centro,8,Libertador General Bernardo O´Higgins,1,0,NA,Inactiva(o),NA,NA,NA,3,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,95,190,95,95,190,285,285,285,1140000,0,0,0,0,13.45,11.7,0.25,0,0,1.47,1.29,0,0,27.39,9.69,65.57,0,6.12,0,0,25.86,0.28,0,0,0,0,0,4.93,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.293040293040293,NA,NA,NA,NA,NA,NA,NA,1.38996138996139,1.2736318407960199,1.7582417582417582,168.00000000000003,NA,75.03987357181823,60.82,5.3,39.98,18.16,31.16,19.02,17.87,10.89,0.52,6.25,209.96012642818175
00977-1,00977-1-01,1,0,4,7,1,1,0,1,1,3,3,3,2,2,1,0,4,34.75,1,0,0,0,0,0,1,62,45-65,2,secundaria,0,1,44,9,5,5,centro,6,Valparaíso,0.4838709677419355,0,3,Ocupada(o),1,4,3,5,5,5,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,1,1,375,375,0,0,775,193.75,0,375,775,193.75,0,44,7.01,0,0.01,3.93,6.95,1.81,0.03,0.29,0.45,1.36,0,0.12,8.27,5.27,46.22999999999999,0,18.96,0.02,0.12,13.85,0,7.37,1.75,0,0,0,0.2,0,0,0,7.02,0,7.02,0,0,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0556875164951174,0.8372093023255813,1.0173410404624277,168,8.522727272727273,29.194118669814348,47.39,7.45,48.29,35.26,29.97,61.86,31.6,32.54,19.39,32.05,345.8058813301856
00977-1,00977-1-03,1,0,4,7,7,1,0,1,1,3,3,3,2,2,1,0,4,34.75,0,1,1,0,0,0,0,40,25-44,2,técnica,0,1,36,6,6,5,centro,6,Valparaíso,0.0967741935483871,1,2,Ocupada(o),2,2,1,4,4,5,2,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,1,3,1,75,75,0,0,0,0,0,75,775,193.75,0,36,14.7,0.01,0,4.71,1.1,0.02,0.13,0.65,2.05,0.18,0.77,0.2,11.61,9.58,33.14000000000001,0,18.08,2.25,0,15.72,0.2,16.63,0.17,0,0.02,0,0.08,0,0,0,14.7,0,14.7,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,2.0074349442379185,NA,NA,NA,NA,NA,NA,NA,1.036275694239948,0.9863013698630138,0.8029739776951673,168,2.0833333333333335,5.83882373396287,9.48,1.49,9.66,7.05,5.99,12.37,6.32,6.51,3.88,6.41,69.16117626603713
00981-1,00981-1-01,0,0,1,6,1,0,0,0,0,1,1,1,0,0,0,0,1,21,0,0,0,0,0,0,1,21,12-24,3,secundaria,1,0,0,0,0,1,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,75,75,75,0,0,75,0,300000,0,0,0,0,3.16,4.02,2.11,0,0.02,5.07,0.02,0,0,7.81,5.03,8.639999999999992,0,116.84,6.55,0,1.71,2.14,3.18,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4.690553745928339,NA,NA,NA,NA,NA,NA,NA,1.0212765957446808,1.1213039020129896,0.9381107491856677,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00982-1,00982-1-02,0,0,3,6,3,0,0,0,0,2,3,1,1,2,2,1,3,53.333333333333336,0,0,0,0,0,0,0,28,25-44,2,secundaria,1,0,0,0,0,3,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,5,3,85,NA,3,3,85,2,3,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,300,100,0,0,0,0,0,0.1,6.28,0.52,0,0,0.02,0.03,0,0,11.43,15.24,63.029999999999994,0.51,13.01,16.92,0.08,27.79,0,13.01,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.051094890510949,0.995162404975812,1.1755102040816328,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00983-1,00983-1-01,0,0,2,6,1,0,0,0,0,2,2,2,1,1,1,0,2,49,1,0,0,0,0,0,1,63,45-65,2,primaria,0,0,0,0,0,3,centro,11,Biobío,0.2761394101876676,0,NA,Inactiva(o),NA,NA,NA,5,4,NA,NA,NA,3,2,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51.5,103,186.5,93.25,28.442359249329762,79.94,289.5,107.47117962466488,618000,0,0,0,0,29.42,5.36,0.28,0,0,1.27,1.69,0.56,0,9.84,8.06,75.38000000000001,0,1.78,0,0,20.97,2.19,0,0,0,6.87,0,4.33,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2.1145374449339207,NA,NA,NA,1.0572687224669604,NA,NA,NA,NA,NA,NA,NA,1.460446247464503,1.0265052933812722,1.2687224669603525,168,NA,2.0855276210473623,18.84,2.26,14.79,5.43,7.06,10.55,8.04,5.52,1.26,4.1,77.85447237895264
00984-1,00984-1-01,1,0,4,6,1,0,0,0,0,1,2,2,1,1,1,0,2,64,0,0,0,0,0,0,0,53,45-65,2,técnica,0,1,72,12,6,4,centro,11,Biobío,0.8666666666666667,0,4,Ocupada(o),2,3,6,4,85,NA,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,325,325,0,100,375,187.5,86.66666666666667,411.67,475,230.83333333333334,400000,72,0,0,0,2.06,0.17,0.16,0.22,0,0.37,0.88,0,0.03,3.59,8.51,45.42000000000001,0,7.15,0.03,0.02,1.6,2.81,17.36,5.22,0,0,0,0.4,0,0,0,0,0,0,0,0,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5483870967741935,0.9277041448403865,1.0434782608695652,168,4.513888888888889,76.09247805121862,78.72,8.34,59.73,29.14,45.57,41.7,31.17,22.48,2.39,16.34,335.5775219487814
00984-1,00984-1-02,0,0,4,6,5,0,0,0,0,1,2,2,1,1,1,0,2,64,0,0,0,0,0,0,1,75,66+,2,primaria,0,0,0,0,0,4,centro,11,Biobío,0.13333333333333333,0,NA,Inactiva(o),NA,NA,NA,5,5,NA,NA,NA,3,85,2,1,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,0,0,0,13.333333333333334,63.33,475,194.16666666666666,200000,0,0,0,0,4.89,0,0,0,0,0,1.12,0,0,13.64,14.97,66.22000000000001,0,0,7.98,0,35.25,7.98,15.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1162790697674418,1.5,1.2307692307692308,167.99999999999997,NA,11.706535084802864,12.11,1.28,9.19,4.48,7.01,6.41,4.79,3.46,0.37,2.51,51.62346491519713
00985-1,00985-1-01,0,0,3,6,1,0,1,1,1,4,4,1,2,0,1,0,5,36.4,1,1,1,0,0,0,1,56,45-65,2,primaria,0,0,14,7,2,4,centro,8,Libertador General Bernardo O´Higgins,0.0935672514619883,0,1,Ocupada(o),2,5,3,4,4,4,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,1,1,40,40,0,0,427.5,85.5,0,40,427.5,85.5,0,14,3.37,9.44,0.06,11.47,17.11,11.54,0,0,0,3.58,0,0,3.34,14.31,56.41000000000001,0,2.53,1.37,0,9.42,1.22,1.57,0.03,0,0,0,0,7.23,0,0,0,19.22,19.22,0.74,0,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5335463258785942,1.129415662686987,3.6153071500503526,168,2.857142857142857,-0.4449422071598921,12.94,1.28,5.37,2.14,3.41,6.28,3.49,2.5,1.29,1.75,40.44494220715989
00988-1,00988-1-02,0,0,2,6,2,0,1,1,2,4,3,1,2,3,0,0,5,30,1,1,1,0,0,0,1,47,45-65,2,técnica,1,0,0,0,0,3,centro,8,Libertador General Bernardo O´Higgins,0,0,NA,Inactiva(o),NA,NA,NA,3,3,5,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,3,NA,1,0,0,0,0,0,0,0,0,400,80,0,0,5.46,0,0,9.04,27.14,2.96,0,0.1,0.27,4.64,0,0,14.4,10.96,67.35,2.93,6.53,0.1,2.23,6.59,0.56,6.7,0,0,0,0,0.04,0,0,0,0,5.46,5.46,0,0,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0983981693363845,1.1261697798628603,1.4984391259105099,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00989-1,00989-1-02,0,0,3,6,2,0,0,0,0,0,2,2,0,0,2,0,2,85.5,0,1,1,0,0,0,0,89,66+,1,ninguna,0,0,0,0,0,3,centro,11,Biobío,0.5,0,NA,Inactiva(o),NA,NA,NA,3,4,NA,NA,NA,2,2,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51.5,0,0,0,103,154.5,309,103,206000,0,0,0,0,0.17,4.45,0,0,13.34,0,15.12,0,0,12.45,22.53,75.93,0,9.49,0,0,14.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,11.238293444328825,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3701236917221695,1.5,1.4984391259105099,167.99999999999997,NA,47.15499237323501,38.58,2.07,17.4,9.02,17.36,7.89,8.46,3.97,0.16,2.44,107.34500762676498
00990-1,00990-1-01,1,0,2,7,1,0,0,0,0,0,1,1,1,1,1,0,1,67,0,0,0,0,0,0,1,67,66+,2,técnica,0,1,15,5,3,2,centro,8,Libertador General Bernardo O´Higgins,1,0,1,Ocupada(o),2,2,3,4,NA,NA,2,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,51.5,103,86.5,86.5,103,189.5,189.5,189.5,618000,15,0.37,0,0.12,9.83,5.24,0.03,0.74,1.63,3.71,2.38,0,0,4.36,11.95,58.57000000000001,0,32.55,2.27,0.54,6.96,0.03,2.87,5.86,0,0,0,2.99,0,0,0,0,0,0,0,0.5,0.5,12,NA,NA,NA,NA,NA,NA,NA,2.9302325581395348,NA,NA,NA,NA,NA,NA,NA,1.207152883816984,1.2413793103448276,1.9534883720930232,168,2.3333333333333335,26.707443257174482,42.51,4.42,38.3,13.36,18.07,15.33,16.28,8.1,0.37,6.04,162.79255674282552
00991-1,00991-1-03,1,0,2,6,3,0,0,0,0,4,4,4,3,2,2,1,4,42.5,0,0,0,0,0,0,0,25,25-44,2,universitaria,0,1,18,9,2,4,norte,3,Antofagasta,0.17777777777777778,0,1,Ocupada(o),2,2,5,4,2,2,1,NA,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,0,0,0,0,100,562.5,140.625,0,18,0.08,0,0,0.74,0.39,0.54,0.46,0,0,0,0,0.01,6.11,2.33,72.82000000000001,0,42.98,9.88,6.95,1,3.39,1.59,0.73,0,0,0,0,0,0,0,0.08,0,0.08,0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9248554913294798,1.1766642956336357,3.124015748031496,167.99999999999997,5.555555555555555,10.674456602491064,19.73,1.57,14.38,5.5,5.19,13.28,10.01,6.14,2.58,10.94,89.32554339750894
00992-1,00992-1-04,0,0,1,7,3,0,0,0,0,4,4,3,3,1,1,0,4,42,0,0,0,0,0,0,0,20,12-24,1,secundaria,1,0,0,0,0,4,sur,12,La Araucanía,0,0,NA,Inactiva(o),NA,NA,NA,4,4,5,NA,2,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,525,115.625,0,0,0.01,0,0,3.3,0.64,0.38,0,0.13,0.89,3.23,0,0,4.63,4.37,43.490000000000016,51.08,28.08,3.17,0.21,14.11,0.73,4.52,0,3.9,0,0,1.13,0,0,0,0,0,0,0.01,0,0.01,NA,NA,28.07017543859649,NA,NA,NA,NA,NA,0.779727095516569,NA,NA,NA,NA,NA,NA,NA,1.2408629615934816,1.3470533208606175,0.935672514619883,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00994-1,00994-1-01,1,0,4,6,1,0,0,0,0,1,1,1,1,1,0,0,1,58,0,0,0,0,0,0,0,58,45-65,1,universitaria,0,1,20,4,5,3,centro,8,Libertador General Bernardo O´Higgins,1,0,1,Ocupada(o),2,4,1,4,NA,NA,2,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,325,0,0,325,325,0,325,325,325,0,20,0.47,0.3,0.05,4.4,1.17,0.04,3.13,0,0.1,0.12,6.37,0.14,22.74,12.25,38.55999999999999,0,11.91,0,22.33,21.1,0.33,1.06,0.54,0,0,0,0.88,0,0,0.01,0.5,0,0.5,0.31,0,0.5,20,NA,NA,NA,NA,NA,NA,NA,0.0871278458844133,NA,NA,NA,NA,NA,NA,NA,1.0359712230215827,1.213500087346725,1.0455341506129596,168.00000000000003,16.25,53.90391194700038,60.14,7.96,56.65,21.91,27.91,33.74,27.43,19.69,1.98,13.67,271.0960880529996
00995-1,00995-1-01,1,0,3,7,1,0,0,0,0,1,1,1,1,1,0,0,1,31,0,0,0,0,0,0,0,31,25-44,3,universitaria,0,1,45,9,5,5,metropolitana,7,Región Metropolitana de Santiago,1,1,3,Ocupada(o),1,3,1,4,NA,NA,2,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,0,0,650,650,0,650,650,650,0,45,0,0,0,11.1,1.28,0.78,0,0.3,2.57,1.05,0,0,3.98,7.49,54.88000000000001,0,11.03,7.26,4.23,8.17,0,8.43,0.27,0,0,0,0.18,0,0,0,0,0,0,0,0,0,45,NA,NA,NA,NA,NA,NA,NA,1.7441860465116275,NA,NA,NA,NA,NA,NA,NA,0.9547622868313177,1.3211009174311925,1.0465116279069766,168,14.444444444444445,2.427795165601199,61.27,19.84,118.84,50.15,54.2,87.04,42.45,89.89,42.07,81.82,647.5722048343988
00996-1,00996-1-02,0,0,4,6,9,0,0,0,0,2,3,2,1,0,2,1,3,64.66666666666667,0,0,0,0,1,1,1,58,45-65,1,primaria,0,0,0,0,0,4,norte,3,Antofagasta,0.1484375,0,NA,Inactiva(o),NA,NA,NA,5,85,5,NA,NA,2,2,2,2,2,3,1,1,1,1,1,NA,NA,NA,0,0,47.5,0,0,0,28.203125,75.7,510,116.06770833333333,190000,0,28.07,0,0,10.6,17.65,9.98,0,0,0.87,1.56,0,0,4.84,9.17,48.52,0,1.09,0,3.74,24.42,0,7.49,0,0,0,0,0,0,0,0,0,0,0,0,28.07,28.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1162790697674418,1.4622258326563768,1.170731707317073,168,NA,17.965927387154284,20.2,1.15,8.4,3.46,6.45,6.72,4.75,3.18,0.45,2.96,57.73407261284572
00997-1,00997-1-02,1,0,3,6,5,1,0,1,1,3,3,2,3,2,0,0,4,25.5,0,0,0,0,0,0,1,57,45-65,1,universitaria,0,1,50,8,6,1,norte,5,Coquimbo,0,0,4,Ocupada(o),1,3,3,4,3,4,1,NA,2,2,2,1,3,2,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,85,21.25,0,50,17.16,0.04,0.19,14.52,5.46,1.22,0.2,0.02,0.4,0.43,0,0,2.64,12.91,33.81000000000001,0.3,2.2,0.18,0,8.07,0.33,5.16,12.43,0,0,0,0.33,0,0,0,17.39,0,17.39,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993103448275862,1.1920739993180343,1.0434782608695652,168,0,-0,0,0,0,0,0,0,0,0,0,0,0
00998-1,00998-1-03,1,0,4,6,5,0,0,0,0,4,4,1,2,0,1,0,4,46.25,0,1,1,0,0,0,1,61,45-65,2,primaria,0,1,36,4,6,1,metropolitana,7,Región Metropolitana de Santiago,0.5555555555555556,0,2,Ocupada(o),2,2,3,3,3,85,2,NA,1,2,2,1,2,85,NA,NA,NA,NA,NA,NA,NA,NA,25,25,0,0,0,0,0,25,45,11.25,0,36,0,0,0,13.63,22.56,0.97,0,0.12,0.07,1.24,0,0.27,4.23,9.35,48.39999999999999,0,18.65,0,0,10.05,0.04,1.13,1.26,0,0,0,0.03,0,0,0,0,0,0,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.161290322580645,1.3569613211411242,1.3076923076923077,167.99999999999997,0.6944444444444444,-55.4029486005285,36.93,1.7,15.82,2.87,4.62,6.3,6.1,2.54,0.63,2.9,80.4029486005285
01001-1,01001-1-01,1,0,2,7,1,0,0,0,0,1,3,3,1,0,2,0,3,52.333333333333336,0,1,1,0,0,0,0,71,66+,1,secundaria,0,1,35,7,5,4,centro,11,Biobío,0.7805343511450382,0,2,Ocupada(o),NA,3,3,5,5,5,2,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,104.5,104.5,100,315,262,87.33333333333333,245.86832061068705,450.37,577,169.28944020356235,1660000,35,0,0,0,1.56,1.14,0.05,0.26,0.74,0.03,2.02,0,0,13.01,8.59,47.73,0,30.83,0,2.15,14.31,0.16,6.17,4.09,0,0,0.14,0.02,0,0,0,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2775557236093364,1.1383399209486167,0.8836206896551723,167.99999999999997,2.9857142857142858,104.36400532939616,94.93,10.37,59.17,25,41.72,43.43,29.87,22.13,4.05,15.35,346.00599467060385
01001-1,01001-1-02,0,0,2,7,2,0,0,0,0,1,3,3,1,0,2,0,3,52.333333333333336,0,1,1,0,0,0,1,66,66+,1,primaria,0,0,0,0,0,4,centro,11,Biobío,0.21946564885496184,0,NA,Inactiva(o),NA,NA,NA,4,5,85,NA,NA,3,85,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,57.5,0,0,0,69.13167938931298,126.63,577,110.37722646310432,230000,0,0,0,0,20.34,7.21,4.04,0,0,3.38,1.58,0,0,17.49,9.58,57.47999999999999,0,35.32,0,0,5.54,3.16,1.05,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.206106870229008,NA,NA,NA,NA,NA,NA,NA,1.1162790697674418,1.1520000000000001,1.099236641221374,168.00000000000003,NA,29.34440247648058,26.69,2.92,16.64,7.03,11.73,12.21,8.4,6.22,1.14,4.32,97.28559752351941
01001-1,01001-1-03,0,0,2,7,8,0,0,0,0,1,3,3,1,0,2,1,3,52.333333333333336,0,0,0,0,0,0,0,20,12-24,1,secundaria,1,0,0,0,0,4,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,5,5,85,NA,2,2,85,2,1,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,577,87.33333333333333,0,0,0.03,0,0,13.77,6.12,3.33,0.1,0,0.02,0.06,0.49,0,3.33,4.87,47.89999999999999,43.95,16.33,1.81,1.75,1.59,0.28,15.88,0,6.36,0,0,0.03,0,0,0,0,0,0,0.03,0,0.03,NA,NA,23.841059602649008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1985297036860032,1.2857142857142856,0.9536423841059603,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
01002-1,01002-1-01,0,0,4,7,1,0,0,0,0,0,1,1,0,1,1,0,1,83,0,0,0,1,0,1,1,83,66+,3,técnica,0,0,0,0,0,5,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Inactiva(o),NA,NA,NA,3,NA,NA,NA,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1000,1000,1000,0,0,1000,0,4000000,0,0,0,0,0.23,0.22,0.31,0,0.92,7.44,0.73,0,1.6,21.8,5.86,59.73000000000001,0,25.15,0.83,14.93,17.39,0.01,6,0,0,0,0,4.85,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6.2882096069869,NA,NA,NA,NA,NA,NA,NA,1.0737957157340603,1.2467532467532467,1.25764192139738,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
01003-1,01003-1-02,0,0,3,7,2,1,0,1,2,4,3,3,1,0,0,0,5,23.2,1,1,1,0,0,0,1,36,25-44,1,secundaria,0,0,0,0,0,3,centro,9,Maule,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,1,2,1,1,3,2,NA,NA,NA,NA,NA,4,NA,3,0,0,0,0,0,0,0,0,330,60,0,0,35.75,0,0.15,15.26,16.54,6.45,0,0.04,10.34,1.76,0,0,6.92,10.66,42.49,0,4.4,0,0,7.25,0,8.53,0,0,0,0.37,1.09,0,0,0,35.75,0,35.75,0.15,0,0.15,NA,NA,NA,NA,NA,NA,NA,NA,9.696969696969697,NA,NA,NA,NA,NA,NA,NA,1.0182795318742708,1.0249110320284698,0.9696969696969697,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
01003-1,01003-1-04,0,0,3,7,4,1,0,1,2,4,3,3,1,0,0,0,5,23.2,0,0,0,0,0,0,1,17,12-24,1,primaria,1,0,0,0,0,3,centro,9,Maule,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,1,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,330,60,0,0,0.27,0,0,2.99,2.58,0.5,0.03,0,18.97,1.11,0,0,10.93,21.04,48.220000000000006,0.18,20.8,1.42,6.34,2.35,12.4,12.47,0,0,0,0,5.4,0,0,0,0.27,0,0.27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,17.24550898203593,NA,NA,NA,NA,NA,NA,NA,1.1876897932413522,1.3714285714285714,0.8622754491017964,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
01005-1,01005-1-01,1,0,4,7,1,0,1,1,1,1,1,2,1,1,0,0,2,27.5,1,0,0,0,0,0,1,43,25-44,3,universitaria,0,1,44,9,5,3,centro,10,Ñuble,1,0,3,Ocupada(o),1,4,1,4,2,NA,1,NA,1,1,1,1,3,2,NA,NA,NA,NA,NA,3,3,2,350,350,0,20,370,185,20,370,370,185,80000,44,4.96,10.57,0,9.48,6.03,1.8,0.48,1.25,1.16,0.85,0,0,5.16,7.3,40.98000000000001,0,11.42,0,2.43,11.11,0.43,4.02,4.24,0,0,0,0.33,0,0,0,0,15.52,15.52,0,0,0,50,NA,NA,NA,NA,NA,0.7949790794979079,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9495285986144795,0.9863013698630138,0.6359832635983264,168,7.954545454545454,15.995997785174747,61.81,15.27,77.61,25.04,22.88,50.23,35.84,31.03,12.23,22.05,354.0040022148253
01005-1,01005-1-02,0,0,4,7,3,0,1,1,1,1,1,2,1,1,0,0,2,27.5,0,0,0,0,0,0,0,12,12-24,3,primaria,1,0,0,0,0,3,centro,10,Ñuble,0,0,NA,Menor de 15 años,NA,NA,NA,4,5,NA,NA,2,3,3,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,370,175,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,3.07,4.74,62.93999999999999,59.1,7.84,5.66,0,14.25,3.36,2.69,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,43.05647840531561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9846413361559632,1.2857142857142856,0.9568106312292358,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
01008-1,01008-1-02,1,0,1,6,2,0,0,0,0,2,2,2,2,1,1,0,2,60,0,1,1,0,0,0,0,63,45-65,2,primaria,0,1,48,8,6,3,norte,5,Coquimbo,0.2,0,4,Ocupada(o),2,5,6,5,4,NA,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,75,75,0,0,0,0,0,75,375,187.5,0,48,0,0,4.81,1.94,0.16,0.4,0.12,0,0.02,12.71,0,0,8.44,5.75,47.14999999999999,0,12.65,0,0,20.66,0.05,0.05,2.41,0,0,0,0.02,0,2.66,0,0,0,0,7.62,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.565429687500001,NA,NA,NA,0.9842788790157211,1.0470847850727594,0.9130859375000001,168,1.5625,16.708007659370914,17.55,1.27,10.55,3.55,4.44,7.17,5.83,3.65,0.37,3.91,58.291992340629086
01011-1,01011-1-02,0,0,3,6,2,0,0,0,0,3,3,1,2,0,0,0,3,40.333333333333336,1,1,1,0,0,0,1,48,45-65,1,primaria,0,0,0,0,0,2,centro,9,Maule,0,0,NA,Desocupada(o),NA,NA,NA,4,2,85,NA,NA,2,85,2,2,3,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,230,76.66666666666667,0,0,0,0,0,15.58,4.59,8.59,0,0,0,1.43,0,0.48,11.3,14.83,72.59,0,25.32,0.39,4.3,4.3,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.327188940092166,1.44,1.28,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
