id_household,id_person,is_worker,is_family,weekday,weekend_day,relationship_to_head,n_children_0_4,n_children_5_14,n_children_0_14,n_underage,n_adults_15_65,n_adults,n_time_reporters,n_workers,n_professionals,n_elderly,has_elderly,household_size,mean_age,has_children,in_couple,lives_with_partner,domestic_service,help_from_relatives,external_support,female,age,age_bracket,ses,education_level,in_education,employed,contracted_hours,usual_hours,work_days_per_week,quintile,macrozone,region,region_name,income_share,teleworks,work_schedule,employment_status,formality,cise,occupation_group,swb1,swb2,swb3,swb4,swb5,swb6,swb7,swb8,swb9,swb10,swb11,swb12,swb13,swb14,swb15,swb16,swb17,swb18,swb19,inc_main_job,inc_labor,inc_pension,inc_group,inc_household_total,inc_household_pc,inc_group_personal,inc_personal,household_income,inc_person_week,I,t_paid_work,t_care_essential,t_care_education_related,t_care_other,t_domestic_meals,t_domestic_cleaning,t_domestic_laundry,t_domestic_maintenance,t_domestic_admin,t_domestic_shopping,t_domestic_pets,t_voluntary_community,t_voluntary_households,t_personal_care,t_meals,t_sleep,t_education,t_leisure_social,t_leisure_hobbies,t_media_reading,t_media_video,t_media_audio,t_media_computer,t_commute_to,t_commute_ed,t_commute_cpaf_cp,t_commute_tdnr_admnhog,t_commute_tdnr_comphog,t_commute_tcnr_re,t_commute_tcnr_ce,t_commute_tcnr_oac,t_care_0_4,t_care_5_14,t_care_children_teens,t_care_15_65,t_care_66_plus,t_care_disability,tact_tto_ds,tact_tto_fds,tact_ted_ds,tact_ted_fds,tact_tcpaf_cp_ds,tact_tcpaf_cp_fds,tact_ttdnr_admnhog_ds,tact_ttdnr_admnhog_fds,tact_ttdnr_comphog_ds,tact_ttdnr_comphog_fds,tact_ttcnr_re_ds,tact_ttcnr_re_fds,tact_ttcnr_oac_health_ds,tact_ttcnr_oac_health_fds,tact_ttcnr_oac_work_ds,tact_ttcnr_oac_work_fds,tact_factor_sab,tact_factor_dom,tact_factor_ds,t_total,wage,savings,food,clothing,utilities,household_goods,health,transportation,communications,recreation,education_exp,restaurants,total_expenses
13609-1,13609-1-01,0,0,4,6,1,0,2,2,2,2,4,4,0,0,2,0,6,39,1,1,1,0,0,0,0,79,66+,1,primaria,0,0,0,0,0,4,norte,5,Coquimbo,0.6721311475409836,0,NA,Inactiva(o),NA,NA,NA,5,5,5,NA,NA,3,85,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,102.5,305,152.5,25.416666666666668,205,307.5,457.5,59.583333333333336,1630000,0,0,0,0,6.11,0.15,0,6.98,0,0.65,19.6,0,0,5.98,12.02,69.2,0,18.65,0.07,0.82,26.87,0.02,0.02,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5115089514066495,NA,NA,NA,NA,NA,NA,NA,1.2857142857142856,1.3698008566392108,1.2276214833759591,168,NA,5.532329945038812,118.62,7.39,39.08,17.34,25.19,31.64,23.88,13.43,12.64,12.77,301.96767005496116
13609-1,13609-1-02,0,0,4,6,2,0,2,2,2,2,4,4,0,0,2,0,6,39,1,1,1,0,0,0,1,74,66+,1,primaria,0,0,0,0,0,4,norte,5,Coquimbo,0.32786885245901637,0,NA,Inactiva(o),NA,NA,NA,4,5,5,NA,NA,2,85,2,2,2,2,NA,NA,NA,NA,NA,1,NA,1,0,0,50,0,0,0,99.99999999999999,150,457.5,42.083333333333336,200000,0,0,0,0,13.23,4.26,0.27,0,0.01,0.15,0.18,20.89,0,10.99,11.6,45.33999999999998,0,21.03,6.43,0.34,32.38,0.34,0.53,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1428571428571428,1.2909368709833133,0.972972972972973,168.00000000000003,NA,2.6986975341652744,57.86,3.61,19.06,8.46,12.29,15.44,11.65,6.55,6.16,6.23,147.30130246583474
13609-1,13609-1-03,0,0,4,6,3,0,2,2,2,2,4,4,0,0,2,1,6,39,0,0,0,0,0,0,1,42,25-44,1,secundaria,0,0,0,0,0,4,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,4,5,5,NA,NA,1,1,2,2,2,2,NA,NA,NA,NA,NA,5,NA,1,0,0,0,0,0,0,0,0,457.5,25.416666666666668,0,0,0.73,13.69,0.02,11.76,12.73,0.65,0,0.81,0.01,1.29,0,45.74,3.51,7.73,41.829999999999984,0,12.73,0.01,3.47,6.32,0.05,4.05,0,0,0,0.74,0.03,0.1,0,0,0,14.51,14.51,0,0.03,0.27,NA,NA,NA,NA,NA,NA,0.7361963190184048,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0434782608695652,1.1016716720048014,0.8834355828220858,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
13610-1,13610-1-01,1,0,5,6,1,0,0,0,0,2,3,1,2,1,2,0,3,51,0,1,1,0,0,0,1,63,45-65,1,primaria,0,1,12,3,4,1,norte,1,Arica y Parinacota,0.17647058823529413,1,1,Ocupada(o),2,2,5,3,3,3,2,NA,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,15,15,0,90,85,28.333333333333332,15.882352941176473,30.88,175,33.62745098039216,360000,12,0,0,0,13.6,6.77,6.7,0,0,0.46,3.15,0,0,16.43,8.44,48.860000000000014,0,7.91,0,0,18.5,19.15,5.92,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1950207468879668,1.1190985039829027,1.195729537366548,168,1.25,1.9248400307561049,11.5,0.6,6.2,1.3,1.44,2.49,2.83,1.01,0.17,1.42,28.955159969243894
13611-1,13611-1-01,1,1,2,7,1,0,0,0,0,3,3,3,2,1,0,0,3,45.333333333333336,1,1,1,0,0,0,0,55,45-65,1,primaria,0,1,48,8,6,2,centro,8,Libertador General Bernardo O´Higgins,0.5963302752293578,0,4,Ocupada(o),2,3,3,5,5,5,2,NA,2,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,162.5,162.5,0,0,272.5,90.83333333333333,0,162.5,272.5,90.83333333333333,0,48,0,0,0,0.54,0.97,0.21,0.38,1.71,0.67,3.68,0,0,11.27,4.77,46.44,0,22.26,0.38,3.87,9.43,6.46,0.66,6.13,0,0,0,0.17,0,0,0,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0174523459589513,1.2720848056537102,0.898876404494382,168,3.3854166666666665,11.035392826434803,46.82,4.22,27.71,7.97,11.18,20.51,16.21,8.13,1.88,6.83,151.46460717356518
13611-1,13611-1-02,0,0,2,7,2,0,0,0,0,3,3,3,2,1,0,0,3,45.333333333333336,1,1,1,0,0,0,1,56,45-65,1,secundaria,0,0,0,0,0,2,centro,8,Libertador General Bernardo O´Higgins,0,0,NA,Inactiva(o),NA,NA,NA,5,4,4,NA,NA,2,85,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,272.5,90.83333333333333,0,0,0,0,0,6.05,8.99,5.33,0,0.12,0,6.11,0,0,17.04,7.19,69.58,0,14.44,2.11,0.7,22.23,0,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3051316143662361,0.976271186440678,1.3395348837209302,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
13611-1,13611-1-03,1,0,2,7,3,0,0,0,0,3,3,3,2,1,0,0,3,45.333333333333336,0,0,0,0,0,0,0,25,25-44,1,técnica,0,1,40,8,5,2,centro,8,Libertador General Bernardo O´Higgins,0.4036697247706422,0,2,Ocupada(o),1,3,5,5,3,5,1,NA,3,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,110,110,0,0,0,0,0,110,272.5,90.83333333333333,0,40,0.23,0,0,2.5,0.96,0.65,0.03,0.81,1.06,0.55,0,0,7.66,7.86,49.03,0,23.35,5.71,0.06,10.55,2.4,10.3,3.99,0,0,0,0.3,0,0,0,0,0.23,0.23,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0443292378463465,0.8252148997134671,0.9578947368421051,168,2.75,7.470112067125099,31.69,2.86,18.76,5.4,7.57,13.88,10.97,5.51,1.28,4.62,102.5298879328749
13613-1,13613-1-04,1,1,4,6,2,0,1,1,1,3,3,1,2,3,0,0,4,26.5,1,1,1,0,0,0,1,33,25-44,1,técnica,0,1,16,4,4,5,norte,1,Arica y Parinacota,0.0967741935483871,0,1,Ocupada(o),1,2,3,5,5,4,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,2,1,1,75,75,0,0,0,0,0,75,775,193.75,0,16,1.81,10.53,0.02,6.69,8.69,4.07,0.34,1.28,15.35,0.45,0,0,10.24,10.2,46.62,0,9.62,0,0.38,6.61,9.54,4.43,2.58,0,0,0,2.55,0,0,0,0,12.36,12.36,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,11.595677050222505,NA,NA,NA,NA,NA,NA,NA,0.8480565371024735,0.9510594075296166,0.9663064208518755,168,4.6875,3.227092384680977,8.6,1.39,8.6,4.88,3.59,10.76,6.09,6.82,10.79,10.26,71.77290761531903
13614-1,13614-1-01,1,0,1,7,1,0,0,0,0,1,1,1,1,0,0,0,1,28,0,0,0,0,0,0,0,28,25-44,1,primaria,0,1,72,12,6,1,norte,2,Tarapacá,1,0,4,Ocupada(o),2,3,5,5,NA,NA,2,NA,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,0,0,150,150,0,150,150,150,0,72,0,0,0,1.14,2.74,0.05,0.63,0.12,0,0.03,0.05,0,6.56,7.95,41.78999999999999,0,9.63,1.2,0,8.15,1.57,12.36,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0495144902238456,1.393998063891578,0.7317073170731708,168,2.0833333333333335,-5.535243560471276,38.54,6.02,44.56,6.79,6.49,16.41,14.68,9.34,2.65,10.05,155.5352435604713
13615-1,13615-1-01,1,0,5,6,1,0,0,0,0,2,2,2,1,1,0,0,2,43.5,0,0,0,0,0,0,0,31,25-44,1,universitaria,0,1,45,9,5,1,norte,2,Tarapacá,1,0,3,Ocupada(o),1,3,3,2,3,NA,2,NA,1,85,2,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,150,150,0,0,150,75,0,150,150,75,0,45,0,0,0,3.3,3.2,1.86,0.2,0.79,4.21,0.86,0,0.39,13,9,54.60999999999999,0,3.37,1.19,2.66,3.1,1.36,9.95,7.45,0,0,0,2.5,0,0,0,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,0.49444444444444446,NA,2.966666666666667,NA,NA,NA,NA,NA,NA,NA,1.0950570342205324,1.0517052319141555,1.1866666666666668,168,3.3333333333333335,-6.673327561442438,50.04,3.9,38.09,7.5,7.94,15.12,16.03,7.07,1.94,9.03,156.67332756144245
13615-1,13615-1-02,0,0,5,6,5,0,0,0,0,2,2,2,1,1,0,0,2,43.5,0,0,0,0,0,0,1,56,45-65,1,secundaria,0,0,0,0,0,1,norte,2,Tarapacá,0,0,NA,Inactiva(o),NA,NA,NA,3,4,NA,NA,NA,2,85,1,3,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,150,75,0,0,0,0,0,15.27,5.5,0.36,0,0,14.07,3.9,0,0,9.41,12.03,66.46,0,6.12,16.22,0,8.65,2.52,4.23,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,13.031674208144796,NA,NA,NA,NA,NA,NA,NA,1.309090909090909,1.0692959465886676,1.3031674208144797,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
13616-1,13616-1-01,1,0,1,7,1,0,0,0,0,2,2,1,1,0,1,0,2,42.5,1,0,0,0,0,0,1,62,45-65,2,primaria,0,1,45,9,6,1,norte,5,Coquimbo,1,0,3,Ocupada(o),2,5,3,3,1,NA,1,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,75,75,0,20,95,47.5,20,95,95,47.5,80000,45,0,0,0.02,4.3,2.04,1.34,0,1.72,0.26,1.11,0,0,12.54,9.32,51.22999999999999,0,11.42,0.63,2.11,9.97,0,7.67,5.16,0,0,2.02,0.14,0,0,0,0,0,0,0.02,0,0,45,NA,NA,NA,NA,NA,1.3480392156862744,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0009856928558816,1.111969111969112,0.8088235294117647,168,1.6666666666666667,-24.94700859287177,42.55,3.36,27.65,5.03,6.17,11.65,11.11,5.34,1.29,5.79,119.94700859287177
13621-1,13621-1-01,1,0,1,6,1,0,0,0,0,1,1,1,1,0,0,0,1,53,0,0,0,0,0,0,1,53,45-65,2,secundaria,0,1,45,8,6,1,norte,3,Antofagasta,1,0,3,Ocupada(o),1,3,3,5,NA,NA,3,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,0,100,100,0,100,100,100,0,45,0,0,0,9.42,4,1.79,0,0,0,2.95,0,0,11.37,9,55.09000000000001,0,1.26,0,0,10.11,4.74,11.37,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1059907834101383,1.3980582524271843,1.303448275862069,168,2.2222222222222223,6.005664867025484,31.34,2.63,23.84,4.63,5.65,8.36,8.57,4.24,0.43,4.29,93.99433513297451
13622-1,13622-1-01,0,0,2,6,1,0,0,0,0,1,1,1,0,0,1,0,1,63,0,0,0,0,0,0,0,63,45-65,2,secundaria,0,0,0,0,0,1,centro,8,Libertador General Bernardo O´Higgins,0,0,NA,Inactiva(o),NA,NA,NA,3,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58,0.31,1.39,0,0,0.15,2.54,0,0,21.51,9.25,55.93999999999999,0,1.81,0,0,27.62,38.63,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993103448275862,1.4061229820548435,0.993103448275862,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
13623-1,13623-1-01,1,0,3,6,1,0,0,0,0,1,1,1,1,0,0,0,1,42,0,0,0,0,0,0,1,42,25-44,2,secundaria,0,1,30,10,3,1,centro,8,Libertador General Bernardo O´Higgins,1,0,1,Ocupada(o),1,5,3,4,NA,NA,1,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.75,36.75,0,0,36.75,36.75,0,36.75,36.75,36.75,0,30,0,0,0,14.43,12.63,6.21,1.98,0.05,0,12.59,0,0,10.27,10.07,41.53999999999999,0,4.17,0.49,0,7.22,7.01,3.63,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8347826086956521,1.0089871908879344,1.6320754716981132,168,1.225,-55.97332121478374,25.17,3.64,24.98,5.03,6.06,9.73,8.87,4.95,0.75,3.55,92.72332121478374
13624-1,13624-1-03,0,0,2,7,8,0,0,0,0,1,3,2,0,0,2,1,3,52.666666666666664,0,0,0,0,0,0,1,20,12-24,1,secundaria,1,0,0,0,0,4,norte,3,Antofagasta,0,0,NA,Inactiva(o),NA,NA,NA,5,5,85,NA,2,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,492,54.666666666666664,0,0,0,0,0,0.6,7.5,0.16,0.26,0.03,0,0.84,1.24,0,11.48,9.74,48.400000000000006,31.55,19,8.41,1.91,2.91,6.22,9.22,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,18.94736842105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.096505066017349,0.9473684210526316,0.7578947368421052,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
13625-1,13625-1-01,0,0,5,6,1,0,0,0,0,0,2,2,0,1,2,0,2,77,0,1,1,0,0,0,1,76,66+,2,universitaria,0,0,0,0,0,4,centro,9,Maule,0.6766091051805337,0,NA,Inactiva(o),NA,NA,NA,4,4,NA,NA,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,107.75,318.5,159.25,79.625,215.5,323.25,477.75,187.375,1705000,0,0,0,1.11,11.66,15.93,0.83,0,0,2.83,3.36,0,0,17.47,16.9,53.920000000000016,0,0,0,0,35.5,0,3.38,0,0,0,0,5.11,0,0,0,0,0,0,0,1.11,1.11,NA,NA,NA,NA,NA,NA,NA,NA,2.5568181818181817,NA,NA,NA,NA,NA,NA,NA,1.0843373493975903,1.5652173913043477,1.0227272727272727,167.99999999999997,NA,74.59566834161028,63.42,5.06,43.5,25.44,43.63,23.11,21.5,12.82,0.95,9.22,248.6543316583897
13627-1,13627-1-01,0,0,5,7,1,0,0,0,0,1,2,2,0,0,1,0,2,63,1,0,0,0,0,0,1,75,66+,1,ninguna,0,0,0,0,0,1,centro,9,Maule,1,0,NA,Inactiva(o),NA,NA,NA,2,4,NA,NA,NA,3,85,3,3,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,100,50,25,100,150,150,75,600000,0,0,0,0.01,7.89,0.21,0.63,0,0,0,1.44,0,0,19.95,11.52,92.42000000000002,0,7.1,0,1.25,25.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3451658103689865,1.6179775280898876,1.6647398843930636,168,NA,33.29783293532175,44.99,2.91,25.29,6.85,10.89,8.68,10.13,3.78,0.44,2.74,116.70216706467825
13627-1,13627-1-02,0,0,5,7,3,0,0,0,0,1,2,2,0,0,1,0,2,63,0,0,0,0,0,0,0,51,45-65,1,ninguna,0,0,0,0,0,1,centro,9,Maule,0,0,NA,Inactiva(o),NA,NA,NA,4,4,NA,NA,NA,2,2,2,1,2,2,2,3,99,2,3,NA,NA,NA,0,0,0,0,0,0,0,0,150,25,0,0,0,0,1.47,8.63,4.7,6.34,0,2.45,0,0.44,0,0,3.34,8.48,86.06,0,8.81,0,0,36.09,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2038540383827123,1.3649289099526067,1.281138790035587,167.99999999999997,NA,0,0,0,0,0,0,0,0,0,0,0,0
13629-1,13629-1-01,1,0,2,7,1,0,0,0,1,2,1,2,1,1,0,0,2,29,1,0,0,0,0,0,1,43,25-44,2,universitaria,0,1,40,8,5,2,sur,12,La Araucanía,1,0,2,Ocupada(o),1,3,1,3,2,NA,1,NA,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,275,275,0,0,275,137.5,0,275,275,137.5,0,40,0,0,0.52,27.9,7.75,1.18,0,0,0,1.05,0,8.09,3.47,11.09,47.23000000000001,0,3.03,0,1.01,9.3,0,1.18,5.2,0,0,0,0,0,0,0,0,0,0,0.52,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7741935483870968,1.1338582677165354,1.0404624277456649,167.99999999999997,6.875,15.020005974081535,42.59,9.23,78.07,15.06,15.11,35.81,29.09,17.25,7.12,10.66,259.9799940259185
13630-1,13630-1-02,0,0,3,6,5,0,0,0,1,3,3,4,1,0,1,0,4,43.25,0,0,0,1,0,1,1,80,66+,2,primaria,0,0,0,0,0,2,centro,10,Ñuble,0.30769230769230765,0,NA,Inactiva(o),NA,NA,NA,5,4,85,NA,NA,3,85,2,3,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,0,0,0,30.76923076923077,80.77,262.5,48.31730769230769,200000,0,0,0,0,11.69,0.59,3.2,0,0,0,11.19,0,0,9.58,18.14,86.05000000000001,0,2.94,0,0,24.42,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3457943925233646,1.2355637461228823,1.6457142857142857,168,NA,4.1629034699457454,29.58,2.1,12.26,3.53,6.1,8.86,7.15,3.26,1.29,2.48,76.60709653005425
13630-1,13630-1-03,0,0,3,6,3,0,0,0,1,3,3,4,1,0,1,0,4,43.25,0,0,0,1,0,1,0,21,12-24,2,secundaria,1,0,0,0,0,2,centro,10,Ñuble,0,0,NA,Inactiva(o),NA,NA,NA,5,5,5,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,262.5,40.625,0,0,2.54,0,0.57,3.84,0.62,1.09,0,0.26,0.18,6.59,0,0,5.01,7.97,51.4,40.98,7.69,10.93,6.8,7.67,0.46,7.54,0,5.25,0,0,0.17,0,0,0.44,0,0,0,0.46,2.65,2.65,NA,NA,26.258205689277897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1093990755007705,1.1449209082275926,1.0503282275711159,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
13631-1,13631-1-01,1,1,4,7,1,0,0,0,1,4,3,3,2,2,0,0,4,31.25,1,1,1,1,0,1,1,45,25-44,2,universitaria,0,1,45,9,5,5,sur,14,Los Lagos,0.4473684210526316,0,3,Ocupada(o),1,4,1,5,4,85,2,NA,3,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,425,425,0,1000,1450,362.5,447.36842105263156,872.37,1950,349.34210526315786,4000000,45,0,0,0.02,11.34,0.26,0,0,0.77,1.06,1,0,0,19.13,10.84,53.70000000000001,0,9.53,0,5.68,3.18,0,0,5.82,0,0,0,0.67,0,0,0,0,0,0,0.02,0,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.935064935064935,0.872198667474258,0.8723404255319149,168,9.444444444444445,329.98266360816945,54.63,11.01,92.84,45.58,36.36,88.53,53.38,49.42,66.29,44.34,542.3873363918306
13631-1,13631-1-03,0,0,4,7,3,0,0,0,1,4,3,3,2,2,0,0,4,31.25,0,0,0,1,0,1,1,19,12-24,2,secundaria,1,0,0,0,0,5,sur,14,Los Lagos,0,0,NA,Inactiva(o),NA,NA,NA,5,4,85,NA,1,85,85,2,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1950,237.5,0,0,0,0,0,0.55,0.44,0.09,0.82,0,0,0.35,0,0,8.91,5.5,41.13999999999999,84.9,8.28,0.29,0.02,0.99,0.03,10.84,0,4.85,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,51.2998266897747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0839524972872958,1.1783960720130933,0.8318890814558059,167.99999999999997,NA,0,0,0,0,0,0,0,0,0,0,0,0
13632-1,13632-1-01,1,0,4,6,1,0,0,0,0,0,2,1,1,0,2,0,2,74,0,1,1,0,0,0,0,76,66+,2,secundaria,0,1,25,5,5,4,centro,10,Ñuble,0.8125,0,1,Ocupada(o),NA,1,1,1,4,NA,3,NA,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,175,175,52.5,210,280,140,170.625,398.12,490,225.3125,1050000,25,0,0,0,0.83,0.31,0.14,0.64,6.31,0,0.29,0,0,9.83,20.24,58.7,0,27.93,0.05,0.14,12.6,0,0,2.98,0,0,1.99,0.02,0,0,0,0,0,0,0,0,0,25,NA,NA,NA,NA,NA,0.9946236559139785,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.2979269672719602,1.1935483870967742,168.00000000000003,7,104.85436378037402,83.02,7.3,50.23,25.26,46.83,30.05,23.6,16.09,0.77,10.12,293.265636219626
13633-1,13633-1-01,1,1,1,6,1,1,1,2,2,3,3,2,1,1,0,0,5,28.2,1,1,1,0,0,0,0,44,25-44,2,secundaria,0,1,45,9,5,1,centro,8,Libertador General Bernardo O´Higgins,1,0,3,Ocupada(o),1,3,3,3,3,3,1,NA,2,2,1,1,2,2,NA,NA,NA,NA,NA,1,1,1,125,125,0,0,125,25,0,125,125,25,0,45,9.49,0,0,1.94,1.1,6.38,1.94,0,1.67,0.41,0,0,7.4,7.7,52.75,0,21.96,0.7,0.41,1.46,0,2.09,5.15,0,0,0,0.45,0,0,0,9.49,0.4,9.49,0,0,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2914798206278029,1.0937786025003475,1.0306748466257667,168,2.7777777777777777,-72.56889823094129,75.62,5.71,39.92,10.53,10.61,20.96,18.65,6.61,3.46,5.5,197.56889823094127
13633-1,13633-1-02,0,0,1,6,2,1,1,2,2,3,3,2,1,1,0,0,5,28.2,1,1,1,0,0,0,1,34,25-44,2,técnica,0,0,0,0,0,1,centro,8,Libertador General Bernardo O´Higgins,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,1,2,1,1,1,2,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,125,25,0,0,24.93,6.92,0.27,9.41,0.01,0.7,0,0,0,0.4,0,0,3.98,3.45,58.57000000000001,0,26.59,10.91,7.98,2.1,0,8.53,0,0,0,0,0,3.25,0,0,35.31,26.73,35.58,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.504065040650406,NA,NA,NA,NA,NA,1.3150684931506849,1.0268287534869394,1.3008130081300813,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
13634-1,13634-1-01,0,0,1,7,1,0,0,0,0,0,1,1,0,0,1,0,1,83,0,0,0,0,1,1,0,83,66+,2,primaria,0,0,0,0,0,3,centro,6,Valparaíso,1,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,200,100,100,200,300,300,300,1200000,0,0,0,0,8.92,4.56,4.49,0,4.49,1.18,1.79,0,0,12.06,6.81,57.21,0,1.18,0,0,42.99,20.32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38996138996139,1.6842105263157894,1.5238095238095237,168,NA,95.24028069144097,63.01,4.61,36.84,17.91,32.91,17.28,16.87,9.58,0.34,5.41,204.75971930855903
13635-1,13635-1-01,0,0,4,7,1,0,0,0,0,2,3,3,0,1,2,0,3,56.333333333333336,1,1,1,0,0,0,0,67,66+,1,primaria,0,0,0,0,0,1,sur,12,La Araucanía,1,0,NA,Inactiva(o),NA,NA,NA,5,5,85,NA,NA,3,85,3,3,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,37.5,75,37.5,12.5,75,112.5,112.5,37.5,450000,0,0,0,0,6.07,0.77,0,10.39,0,0,0,0,0,8.54,17.69,58.87000000000001,0,28.8,0,3.46,16.69,0,16.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4678899082568806,1.3457943925233646,1.2100840336134453,168,NA,-14.153294150120871,39.48,2.66,35.73,7.8,9.82,10.31,13.28,3.86,1.05,2.66,126.65329415012087
