"","folio","id_hogar","g.alimentos","g.vestimenta","g.cuentas","g.hogar","g.salud","g.transporte","g.comunicaciones","g.recreacion","g.educacion","g.restaurantes","total_expenses","savings","n_personas","macrozona","quintil","n_menores_0_5","n_menores_6_11","n_menores_12_17","n_trabajadores","edad_promedio","n_profesionales","income_person_week","ingreso_hogar","n_personas_cut","n_menores_0_5_cut","n_menores_6_11_cut","n_menores_12_17_cut","n_trabajadores_cut","n_profesionales_cut"
"3919","13514-1",3919,178.605116071429,58.3128544125501,98.3832573898531,300.387690582205,367.219916134846,1354.80670237465,72.9247750009536,374.322324892054,303.140525,185.223895770677,3293.32705762921,410.564027370788,5,"centro",5,0,0,2,2,29.4,2,740.778217,3703.891085,5,0,0,3,2,3
"3920","13515-1",3920,70.4230321428571,13.9313005607477,25.016,0.854672897196262,0,1.42773979591837,26.55,9.16715549728857,0,0.933163265306122,148.303064159314,200.281325840686,4,"centro",3,0,2,0,1,27.75,0,87.1460975,348.58439,4,2,3,0,1,0
"3921","13516-1",3921,39.643575,1.70849112149533,16.4536663551402,11.1970260204082,4.10218571428571,166.436005639098,23.305,7.87120654205607,0,2.88789473684211,273.605051129325,182.566133870675,2,"centro",4,0,0,0,0,48,0,228.0855925,456.171185,2,0,0,0,0,0
"3922","13517-1",3922,56.6628835714286,27.7299007476636,55.85176,7.64114789719626,0.582625,53.3605544434685,20.720505,31.3166786572014,66.2511,31.76855,351.885705316958,-87.7267753169583,2,"centro",2,0,0,1,1,22.5,0,132.079465,264.15893,2,0,0,1,1,0
"3923","13518-1",3923,109.674826071429,31.0211700600801,42.35315,28.4668558163265,25.372038611482,158.816452950425,42.1770470408163,39.0011888271605,16.22382,28.8730296240601,521.979579001779,-61.0925240017793,3,"centro",4,1,0,0,2,21.3333333333333,0,153.629018333333,460.887055,3,0,0,0,2,0
"3924","13519-1",3924,63.5386803571428,10.7533620560748,11.557215,4.72155928571429,5.51887299732977,9.11600571428571,10.03885,14.0740589829296,0,0.84606,130.164664393477,62.912835606523,1,"centro",2,0,0,0,0,41,0,193.0775,193.0775,1,0,0,0,0,0
"3925","1352-1",3925,174.680667857143,25.429602967033,49.4274996153846,43.5988928571429,47.5661836080586,41.6625995343181,54.8659015672852,26.2460884065934,0,41.2096346604215,504.68707107338,12.7429289266198,4,"metropolitana",4,0,1,0,3,33,0,129.3575,517.43,4,1,1,0,3,0
"3926","13520-1",3926,10.4514285714286,3.41869158878505,74.8069519158879,0,18.168691588785,43.0500303061225,12.39,0,90.4647,0,252.750493971009,-12.503083971009,2,"centro",2,0,0,0,0,36.5,0,120.123705,240.24741,2,0,0,0,0,0
"3927","13521-1",3927,97.78542,0.46728,47.6639085714286,2.29737571428571,0.653214285714286,11.8783857142857,6.411235,12.86259,0,0.960225,180.979634285714,-38.7896342857143,2,"centro",1,0,0,0,1,64,0,71.095,142.19,2,0,0,0,1,0
"3928","13522-1",3928,40.0681642857143,0,97.04143,0,4.73243214285714,9.01646428571428,13.77945,0.405625,0,0,165.043565714286,108.126434285714,3,"centro",3,1,0,0,1,13.5,0,136.585,273.17,3,0,0,0,1,0
"3929","13523-1",3929,85.70281,9.49592829773031,144.88576724422,23.9330615830631,56.2033160044972,77.6723405931719,85.8014965306122,38.4214754672897,0,41.6676482653061,563.783843985891,-52.261513985891,2,"centro",4,0,0,0,1,32,0,255.761165,511.52233,2,0,0,0,1,0
"3930","13524-1",3930,101.141087142857,7.58538738317757,72.57,10.5611685714286,2.05121495327103,13.6521785714286,8.85,21.4961115079365,0,0,237.907148130099,-127.845893130099,3,"centro",1,0,0,0,2,27,0,36.687085,110.061255,3,0,0,0,2,0
"3931","13525-1",3931,20.0536785714286,1.45208925233645,98.3227307943925,3.07596775700935,21.4851808411215,25.3523393858478,14.743805,2.5024012345679,0,0.895556785714286,187.883749622418,43.1953553775816,2,"centro",2,0,0,0,1,31,0,115.5395525,231.079105,2,0,0,0,1,0
"3932","13526-1",3932,24.0223978571429,6.26948612149533,106.570153317757,21.7393047453748,87.6768357810414,12.2837062709188,18.880295,22.1539502302013,0,28.2400369387755,327.836166262707,130.855203737293,2,"centro",4,0,0,0,2,36,0,229.345685,458.69137,2,0,0,0,2,0
"3933","13527-1",3933,58.5443303571428,1.11022009345794,17.11,5.16627178571428,11.142579868396,3.93888214285714,7.37205,0,0,0,104.384334247568,93.8556657524318,2,"centro",2,0,0,0,1,68.5,0,99.12,198.24,2,0,0,0,1,0
"3934","13528-1",3934,10.3861071428571,31.1651481775701,112.17375,170.829081632653,125.207459299065,24.042795,26.02726,214.061839973618,264.750405,1.76367857142857,980.407524797192,1098.75247520281,4,"centro",5,0,1,1,1,29,0,519.79,2079.16,4,1,1,1,1,0
"3935","13529-1",3935,204.858514642857,76.5869783711615,47.8994028571428,1.99049300400534,112.363431455274,153.676194146079,52.3813739795918,174.16322063754,88.02741,40.5585626530612,952.505581746713,-356.706766746713,5,"centro",4,0,0,2,1,25.6,0,119.159763,595.798815,5,0,0,3,1,0
"3936","1353-1",3936,76.7566821428571,0,27.7980769230769,8.26552693208431,0.55932,15.4362802197802,6.7555,0.69561,0,8.72357142857143,144.99056764637,-45.57556764637,2,"metropolitana",1,0,0,0,2,54,0,49.7075,99.415,2,0,0,0,2,0
"3937","1353-2",3937,85.4138785714286,57.4676208791209,0,0,42.0539713736264,522.163711043055,108.76162567105,59.7655079639705,59.98235,66.5460240046838,1002.15468950694,-372.849184506936,2,"metropolitana",4,0,0,0,2,26,0,314.6527525,629.305505,2,0,0,0,2,0
"3938","1353-3",3938,4.092535,7.39120879120879,0,3.08965494505495,1.79917582417582,23.1448571428571,7.85860549450549,10.6038216813187,0,0,57.9798588791209,172.082381120879,1,"metropolitana",2,0,0,0,1,28,0,230.06224,230.06224,1,0,0,0,1,0
"3939","13530-1",3939,25.3969714285714,0,14.47329,5.40861428571428,2.22214953271028,432.718421052632,20.65,8.9296196728972,0,16.3303571428571,526.129423115382,-345.950503115382,1,"centro",2,0,0,0,0,85,0,180.17892,180.17892,1,0,0,0,0,0
"3940","13531-1",3940,251.885328571429,0,16.87518,40.1026913265306,49.47445,23.0595119492657,7.9591,23.8290113337606,0,0,413.185273180985,-127.458598180985,3,"centro",3,0,0,0,2,50.3333333333333,0,95.242225,285.726675,3,0,0,0,2,0
"3941","13532-1",3941,79.1625757142857,10.1653939719626,37.7732694859813,32.4425056046157,77.3869935580774,82.3582991235934,33.6731663265306,34.0149287054086,0,58.3914992857143,445.36863177617,-110.27488677617,2,"centro",3,0,0,0,1,51,0,167.5468725,335.093745,2,0,0,0,1,0
"3942","13533-1",3942,44.77392,10.9329757009346,43.2175,144.942557704081,42.653691588785,9.00129285714285,17.69115,7.416595,11.50323,1.56771428571429,333.700627136658,61.6905278633418,2,"centro",4,0,0,0,0,44.5,0,197.6955775,395.391155,2,0,0,0,0,0
"3943","13534-1",3943,110.56895,1.813955,38.1683847663551,6.94290928571428,0,35.2362419158879,19.024255,2.80781,0,3.726735,218.289240967957,2.96075903204274,3,"centro",2,0,0,0,1,52.6666666666667,0,73.75,221.25,3,0,0,0,1,0
"3944","13535-1",3944,52.9183642857143,7.90605514018691,42.9583686915888,3.26607142857143,80.0354870160214,49.3723658210948,19.6915587850467,92.719251644477,43.26352,42.52425,434.655292812701,220.791342187299,3,"centro",5,0,0,1,2,28.3333333333333,0,218.482211666667,655.446635,3,0,0,1,2,0
"3945","13536-1",3945,157.720548928571,3.84602803738318,174.006417196262,18.9952281084303,5.98271028037383,18.8321678571429,18.703,50.9292682539683,0,24.3844892857143,473.399857947846,125.627437052154,3,"centro",4,0,0,0,2,32.3333333333333,0,199.675765,599.027295,3,0,0,0,2,0
"3946","13537-1",3946,36.9066071428571,3.12699675645959,38.8787242857143,3.73265306122449,8.54672897196262,9.90272857142857,10.02705,15.296635,0,0,126.418123789647,128.502881210353,3,"centro",3,1,0,0,1,17,0,164.3355025,254.921005,3,0,0,0,1,0
"3947","13538-1",3947,149.616308928571,56.1280785046729,163.944182242991,128.157566428571,25.1379436842105,278.453452457914,29.49705,76.1230775413786,47.195575,66.1535375087042,1020.40677229701,-189.889437297014,3,"centro",5,1,0,0,2,22.3333333333333,0,276.839111666667,830.517335,3,0,0,0,2,0
"3948","13539-1",3948,180.564147857143,25.0795959345794,49.2561169158879,42.4465417222964,29.5040941588785,51.2584384465001,62.0966582681671,48.0957295599308,49.163225,63.6085321428571,601.07308000624,-178.68323000624,4,"centro",4,0,0,1,1,45.25,0,105.5974625,422.38985,4,0,0,1,1,0
"3949","1354-1",3949,295.222977857143,394.434463516484,314.65644,34.8004757142857,347.806906153846,231.041398692628,49.373265,217.62092938873,340.44416,121.799222786885,2347.20023911,1160.46717089,5,"metropolitana",5,0,0,1,1,30.4,0,701.533482,3507.66741,5,0,0,1,1,0
"3950","13540-1",3950,27.3566142857143,2.56401869158878,7.965,0,0,11.4965714285714,3.54,0.177,0,0,53.0992044058745,64.9007955941255,2,"centro",1,0,0,0,1,35,0,59,118,2,0,0,0,1,0
"3951","13541-1",3951,223.488776071429,45.9629629906542,189.155732977303,5.07482178571428,84.46979648303,25.1122702651154,35.5475,29.6386037840383,55.84704,66.007923316877,760.305427674161,-118.775417674161,6,"centro",5,0,1,2,2,23,0,106.921668333333,641.53001,6,1,1,3,2,0
"3952","13542-1",3952,59.2811771428571,38.9847379906542,47.55164,43.0439477569804,70.750461330546,45.2035305874499,4.71705,83.3274323095204,94.78645,79.1133306235469,566.759757741555,-227.509757741555,4,"centro",3,0,2,0,0,18,0,84.8125,339.25,4,2,3,0,0,0
"3953","13543-1",3953,77.814805,0,36.1805467623498,6.36161954887218,18.1788925233645,38.1475061033759,6.28476428571429,15.6283044058745,0,0,198.596438629551,-89.4464386295512,3,"centro",1,0,0,0,0,70.6666666666667,0,36.3833333333333,109.15,3,0,0,0,0,0
"3954","13544-1",3954,123.540458214286,0,53.0485404205607,6.63975131578947,0,42.52425,5.4575,42.5661821428571,0.36875,9.145,283.290432093493,75.192092906507,4,"centro",3,0,0,1,0,32.75,0,89.62063125,358.482525,4,0,0,1,0,0
"3955","13545-1",3955,109.900163928571,5.80656219626168,40.2012037716956,6.16522607142857,30.1067689392875,10.2224242857143,40.3511917757009,6.34741154300549,0,12.6664992857143,261.76745179738,-37.6928267973797,4,"centro",2,1,0,0,2,39.5,0,56.01865625,224.074625,4,0,0,0,2,0
"3956","13546-1",3956,7.44664285714286,0,27.8430373831776,0,8.89135514018692,11.8,18.29,0,0,30.1785,104.449535380507,25.8823496194927,1,"centro",1,0,0,0,0,85,0,130.331885,130.331885,1,0,0,0,0,0
"3957","13547-1",3957,108.36825,0,111.291194285714,10.5400790816327,48.9015875700935,19.9883571428571,14.7146,17.5904285714286,0,9.145,340.539496651726,-189.403621651726,3,"centro",1,0,0,0,1,34,0,50.378625,151.135875,3,0,0,0,1,0
"3958","13548-1",3958,112.845443928571,0.031565,96.3592214285714,10.6703565787717,101.261786545218,19.4364964285714,17.17254,23.7188024744927,0,8.71316214285714,390.209374527054,-247.627319527054,4,"centro",1,0,0,0,2,31,0,35.64551375,142.582055,4,0,0,0,2,0
"3959","1355-1",3959,368.9565,0.206205,775.90704521978,43.2555971428571,0,42.4327157142857,16.29521,54.1394957142857,204.0279,28.7716947423888,1533.9923635336,-270.982903533598,4,"metropolitana",5,2,0,0,1,21.75,0,315.752365,1263.00946,4,0,0,0,1,0
"3960","13550-1",3960,164.629596428571,24.8949121495327,63.965735,36.2864938489414,32.6787356742323,640.170912996778,24.6890186915888,47.8774675,0,12.3644132653061,1047.55728555495,-442.95478555495,2,"centro",4,0,0,0,0,70,0,302.30125,604.6025,2,0,0,0,0,0
"3961","13551-1",3961,53.1409417857143,8.97406542056075,28.49995,0,24.4273785046729,31.0577102803738,73.1664930383368,22.2209077941667,0,13.3125071428571,254.799953966682,706.653131033317,2,"centro",5,0,0,0,2,49,0,480.7265425,961.453085,2,0,0,0,2,0
"3962","13552-1",3962,18.0685603571429,4.75416761682243,54.752,3.97154285714286,11.196214953271,2.09028571428571,12.68205,3.42832142857143,0,0,110.943142927236,12.8536070727637,2,"centro",1,0,0,1,1,32.5,0,61.898375,123.79675,2,0,0,1,1,0
"3963","13553-1",3963,82.6361375,3.41869158878505,36.2087686915888,6.9730625,11.0850464285714,7.38132142857143,16.9625,0,0,0,164.665528137517,173.798296862483,3,"centro",3,0,0,0,1,65.3333333333333,0,112.821275,338.463825,3,0,0,0,1,0
"3964","13555-1",3964,39.1595432142857,2.72231789719626,45.9327642857143,13.0493551020408,2.22214953271028,1.77,15.045,3.58158262237762,0.1475,0,123.630212654325,112.369787345675,3,"centro",2,0,0,1,1,36.6666666666667,0,78.6666666666667,236,3,0,0,1,1,0
"3965","13556-1",3965,36.1488785714286,9.20237612149533,32.797805,21.10725,68.8682718624833,34.6280373831776,36.28205,66.813821376845,67.0122,11.97995,384.84064031543,847.60917968457,5,"centro",5,0,1,0,2,33.8,0,246.489964,1232.44982,5,1,1,0,2,0
"3966","13557-1",3966,60.3374035714286,0.634864813084112,13.5093457943925,8.40686785714286,4.27336448598131,0,15.04205,1.02247,0.737205,0,103.963571522029,102.536428477971,3,"centro",2,0,1,1,0,16.6666666666667,0,68.8333333333333,206.5,3,1,1,1,0,0
"3967","13558-1",3967,66.37441,3.5887714953271,5.72005,0.522571428571428,0,2.61285714285714,6.785,0.177,0,0,85.7806600667557,38.1193399332443,2,"centro",1,0,0,0,0,61.5,0,61.95,123.9,2,0,0,0,0,0
"3968","13559-1",3968,37.6355942857143,28.4706181775701,120.067933457944,20.6031613636729,26.6340533377837,80.6115149716158,50.4439590883082,33.8298569714773,38.88867,38.5154926166084,475.700854270694,28.4541457293054,5,"centro",4,0,1,1,3,25.6,0,100.831,504.155,5,1,1,1,3,0
"3969","1356-1",3969,96.9492214285714,20.120192967033,117.496499835165,229.144999279409,60.8006443406593,150.173810505815,33.04,358.934584945055,273.469425,95.947951962357,1436.07733026406,657.083369735936,3,"metropolitana",5,0,0,2,1,23.6666666666667,0,697.720233333333,2093.1607,3,0,0,3,1,0
"3970","13560-1",3970,143.705141071429,12.3927570093458,25.4352115420561,68.9777250239417,266.453914868948,21.2273571428571,44.9474400915506,14.2085127107365,0,164.760179081633,762.108238542497,-470.515783542497,2,"centro",3,0,0,0,1,59,0,145.7962275,291.592455,2,0,0,0,1,0
"3971","13561-1",3971,120.662859642857,9.18834058077437,52.8466473831776,30.0089171428571,24.0208511748999,121.565747793198,50.2218421495327,96.3744333316912,0,12.8530257894737,517.742664988462,-171.565179988462,3,"centro",3,0,0,0,2,47.6666666666667,0,115.392495,346.177485,3,0,0,0,2,0
"3972","13562-1",3972,45.9325535714286,15.124291588785,12.6729518691589,22.1412781708945,25.6465359145527,10.9018026315789,46.5412795727637,4.23288956078083,0,1.44394736842105,184.637530248364,160.712184751636,2,"centro",3,0,0,0,1,50,0,172.6748575,345.349715,2,0,0,0,1,0
"3973","13563-1",3973,78.5379132142857,9.74150063417891,40.0554792857143,21.9558263618157,48.8653124165554,20.7279642857143,39.8732234693878,10.8290285714286,2.211615,39.7415571428571,312.539420381938,211.018909618062,4,"centro",4,0,0,0,1,43,0,130.8895825,523.55833,4,0,0,0,1,0
"3974","13564-1",3974,112.398582142857,10.1717902336449,81.05715,10.8919426807171,12.2096128170895,54.7816242105263,14.1991928571429,7.22556694259012,45.23294,0.783857142857143,348.952259027425,-222.399619027425,4,"centro",1,2,0,0,1,15.5,0,31.63816,126.55264,4,0,0,0,1,0
"3975","13565-1",3975,15.3505357142857,18.6284504672897,36.257565,0,31.141236635514,35.7919285714286,18.8269,0,0,0,155.996616388518,139.321983611482,2,"centro",3,0,0,0,0,66,0,147.6593,295.3186,2,0,0,0,0,0
"3976","13566-1",3976,44.7451785714286,4.95539345794393,16.079565,2.79948979591837,30.8657730006676,4.18057142857143,13.275,1.42945430346051,0,0,118.33042555799,26.3375744420096,2,"centro",1,0,0,0,1,71.5,0,72.334,144.668,2,0,0,0,1,0
"3977","13567-1",3977,254.389372857143,16.1533177570093,31.2822872029372,47.5312029086401,37.4346728971963,2.11778947368421,26.3949744897959,27.3357703984958,0,25.249600075188,467.88898806009,-94.3570380600896,4,"centro",3,0,0,0,1,55.75,0,93.3829875,373.53195,4,0,0,0,1,0
"3978","13568-1",3978,123.317058928571,1.02475280373832,85.4118344459279,31.5078215954606,82.9314770785609,6.00957142857143,14.7441,12.2233698737899,0,3.13542857142857,360.305414726049,-54.0874497260491,4,"centro",3,0,0,0,2,44,0,76.55449125,306.217965,4,0,0,0,2,0
"3979","13569-1",3979,53.0957646428571,14.1932467757009,263.020697903872,102.644509489796,3.97116357142857,24.297675,9.58986,2.39481,0,1.41659,474.624317383654,-324.174317383654,1,"centro",1,0,0,0,0,49,0,150.45,150.45,1,0,0,0,0,0
"3980","1357-1",3980,46.9277571428571,1.94505494505495,12.272,1.63092857142857,14.5076785714286,59.8686264637002,24.7741,36.1357799395926,0,0,198.061925634062,267.012949365938,3,"metropolitana",4,0,0,0,2,38.3333333333333,0,155.024958333333,465.074875,3,0,0,0,2,0
"3981","13570-1",3981,30.3809964285714,37.6056074766355,13.3907089252336,17.7,205.121495327103,0,7.375,9.23780093457944,0,54.4780714285714,375.289680520694,-193.446370520694,1,"centro",2,0,0,0,0,70,0,181.84331,181.84331,1,0,0,0,0,0
"3982","13571-1",3982,43.4583464285714,0.427336448598131,16.96545,3.96262983978638,16.4283392857143,0,3.54,0,0,0,84.7821020026702,-7.96410200267022,1,"centro",1,0,0,0,0,82,0,76.818,76.818,1,0,0,0,0,0
"3983","13572-1",3983,210.000554285714,32.691238317757,103.486336748999,20.7085498760252,7.93086428571428,16.9302844278236,42.8905738317757,42.1078954715378,1.622795,35.8614642857143,514.230556531061,-317.229261531061,4,"centro",2,1,0,0,1,33.25,0,49.25032375,197.001295,4,0,0,0,1,0
"3984","13573-1",3984,16.5916428571429,4.67936719626168,10.84715,0,0,20.3937714285714,17.7,2.6904,59.389105,1.11046428571429,133.40190076769,35.5976992323098,3,"centro",1,0,0,1,1,28,0,56.3332,168.9996,3,0,0,1,1,0
"3985","13574-1",3985,176.845356785714,12.6971426568758,29.4507046728972,44.7130062416555,25.5683333444593,10.60584,39.41613,2.73886428571429,0,17.6237214285714,359.659099415888,-155.988444415888,2,"centro",2,0,0,0,1,74,0,101.8353275,203.670655,2,0,0,0,1,0
"3986","13575-1",3986,37.9713464285714,0,22.0102690253672,4.04992857142857,7.99241570093458,2.95,25.96,86.1839510487487,0,0,187.11791077505,249.77472922495,4,"centro",4,0,0,0,4,43.25,0,109.22316,436.89264,4,0,0,0,3,0
"3987","13576-1",3987,63.5316214285714,1.96588,62.8645,2.35157142857143,3.68060747663551,9.145,15.635,3.78486685714286,0.295,0,163.254047190921,-7.34566219092123,4,"centro",1,1,1,0,2,17.5,0,38.97709625,155.908385,4,1,1,0,2,0
"3988","13577-1",3988,36.5146785714286,32.4775700934579,43.2095901401869,44.1085344745375,39.6182242990654,16.6163265306122,42.2143824051116,10.9295570093458,0,34.0604591836735,299.749322707419,335.812247292581,3,"centro",5,0,0,0,3,44.6666666666667,0,211.853856666667,635.56157,3,0,0,0,3,0
"3989","13578-1",3989,43.4315646428571,0,4.04445,12.6324011849132,52.3840392909845,33.0434768375378,18.3153398979592,10.710557619901,0,12.3698157894737,186.931645263626,209.566644736373,2,"centro",4,0,0,0,1,50,0,198.249145,396.49829,2,0,0,0,1,0
"3990","13579-1",3990,31.4196071428571,0,11.918,0,1.278235,12.6070357142857,10.32205,6.666115,0,0,74.2110428571428,-6.36104285714285,1,"centro",1,0,0,0,1,75,0,67.85,67.85,1,0,0,0,1,0
"3991","1358-1",3991,83.5060714285714,0.972527472527473,13.275,6.05129976580796,54.656043956044,0,12.685,1.2970609073724,0,0,172.443003530323,175.124816469677,5,"metropolitana",3,1,0,0,2,30.8,0,69.513564,347.56782,5,0,0,0,2,0
"3992","13580-1",3992,56.3885967857143,40.5441879439252,76.1701028037383,41.3697042857143,0,50.4523641170684,16.69228,9.01562331513926,2.2125,1.11278657894737,293.958145830247,35.1072741697529,5,"centro",3,1,2,0,2,16.6,0,65.813084,329.06542,5,2,3,0,2,0
"3993","13581-1",3993,57.5893310714286,7.86299065420561,35.4663226168224,81.5510581068743,120.639338217623,53.9428571428571,13.3442346938776,3.41869158878505,0,37.7557857142857,411.57060980676,12.9343901932401,3,"centro",4,0,0,0,1,61,0,141.501666666667,424.505,3,0,0,0,1,0
"3994","13582-1",3994,64.6682142857143,0,17.289065,0,1.11107476635514,1.829,19.175,0.177,0,0,104.249354052069,-74.7493540520694,1,"centro",1,0,0,0,0,58,0,29.5,29.5,1,0,0,0,0,0
"3995","13583-1",3995,14.0566657142857,1.133685,62.34412,2.38773,1.70934579439252,26.3779307142857,14.76652,5.13705304347826,0,2.32932,130.242370266442,0.872149733557785,2,"centro",1,0,0,0,2,36,0,65.55726,131.11452,2,0,0,0,2,0
"3996","13584-1",3996,108.251977857143,6.52764696261682,43.6283928571429,36.3345780612245,7.69205607476635,24.308,19.765,6.23465616681455,110.741525,1.30642857142857,364.790261551136,-3.61173155113646,4,"centro",3,0,0,1,2,32.25,0,90.2946325,361.17853,4,0,0,1,2,0
"3997","13585-1",3997,88.5461464285714,19.9087504672897,129.421272383178,41.4302076435247,75.7327902826576,79.0091922563418,24.6937576530612,43.7889384136354,0,11.3006071428571,513.831662671117,-157.176662671117,3,"centro",3,1,0,0,2,24,0,118.885,356.655,3,0,0,0,2,0
"3998","13586-1",3998,15.08925,16.238785046729,38.5056067890521,1.43707142857143,13.2474299065421,39.3192857142857,5.9,9.23763,0,0,138.97505888518,-3.76121888518024,2,"centro",1,0,0,0,1,39,0,67.60692,135.21384,2,0,0,0,1,0
"3999","13587-1",3999,39.5508185714286,6.7698029706275,15.9389051401869,93.2108881122449,30.2658597797063,27.89225,33.5789953271028,16.150177917223,0,15.6771428571429,279.034840675663,-184.634840675663,3,"centro",1,0,0,0,0,50.3333333333333,0,31.4666666666667,94.4,3,0,0,0,0,0
"4000","13588-1",4000,118.318663214286,5.81177570093458,100.870235,53.3550922897196,65.4036768839405,58.0806159579439,10.915,5.675505,0,0,418.430564046824,3.51442595317571,3,"centro",4,0,0,0,1,75.6666666666667,0,140.64833,421.94499,3,0,0,0,1,0
"4001","13589-1",4001,80.3046682142857,0.852108878504673,27.3193178571429,19.0882966165413,11.753592944437,14.5413534712951,7.08,5.47815,0,0,166.417487982207,-72.6930379822067,2,"centro",1,0,0,0,1,64.5,0,46.862225,93.72445,2,0,0,0,1,0
"4002","1359-1",4002,201.347993571429,10.6978021978022,64.8610989010988,22.7989934246082,15.0384873076923,41.9953571428571,32.2879120879121,35.5273557142857,0,37.2726178571429,461.827618204828,14.7035817951721,5,"metropolitana",4,0,0,0,3,52,0,95.30624,476.5312,5,0,0,0,3,0
"4003","13590-1",4003,11.8621607142857,5.2135046728972,73.2943407943925,2.606325,20.0929593902982,83.2658571428571,23.6,7.73102481518215,0.7375,0,228.403672529913,-2.49680252991291,3,"centro",2,1,0,0,1,22,0,75.30229,225.90687,3,0,0,0,1,0
"4004","13591-1",4004,22.2974696428571,0,6.6434,1.45208925233645,0,0,0,24.5432414285714,0,0,54.936200323765,-22.486200323765,1,"centro",1,0,0,0,1,60,0,32.45,32.45,1,0,0,0,1,0
"4005","13592-1",4005,6.46028928571428,0,11.21,0,0,1.30642857142857,10.02705,0.177,0,0,29.1807678571429,-2.63076785714285,2,"centro",1,0,0,0,0,44.5,0,13.275,26.55,2,0,0,0,0,0
"4006","13593-1",4006,47.0651428571429,2.72757,37.655865,1.6238785046729,46.1523364485981,30.988785046729,12.98,3.70749934579439,0.59,0,183.491077202937,-60.7710772029372,4,"centro",1,0,1,0,1,50.5,0,30.68,122.72,4,1,1,0,1,0
"4007","13594-1",4007,16.5132571428571,0,15.68043,1.29989642857143,0,8.85,7.67,1.86210698689956,0,0,51.8756905583281,54.1473094416719,5,"centro",1,0,1,2,1,25.6,0,21.2046,106.023,5,1,1,3,1,0
"4008","13595-1",4008,149.6350625,5.13909574766355,13.216,21.1419824098798,23.8347514686248,50.247806283566,5.9,4.91739714285714,0,2.82895810955961,276.861053662151,173.713096337849,5,"centro",4,1,0,0,3,41.4,0,90.11483,450.57415,5,0,0,0,3,0
"4009","13596-1",4009,6.59746428571428,0,7.965,0,0,3.07010714285714,2.94705,0,0,0,20.5796214285714,-10.5496214285714,2,"centro",1,0,0,0,0,41,0,5.015,10.03,2,0,0,0,0,0
"4010","13597-1",4010,59.4741914285714,0,6.77615,1.29989642857143,0.854672897196262,0,4.13,0.0885,0,0,72.6234107543391,-15.0984107543391,2,"centro",1,0,0,0,1,50,0,94.4,57.525,2,0,0,0,1,0
"4011","13598-1",4011,56.1566425,7.40597224299066,32.9229271428571,32.906900422468,9.40140186915888,26.5801020408163,8.68834,0.530115,0,16.2285068877551,190.820908106046,-42.4359081060461,2,"centro",1,0,0,0,1,70.5,0,74.1925,148.385,2,0,0,0,1,0
"4012","13599-1",4012,63.420575,5.98185560747664,13.2898878504673,12.34575,95.7319982784063,47.7154673469388,51.02615,0.177,0,3.26607142857143,292.95475551186,-189.70475551186,2,"centro",1,0,0,0,1,53.5,0,51.625,103.25,2,0,0,0,1,0
"4013","136-1",4013,179.978825714286,0,55.473865,20.75915,78.1766597802198,52.27341,43.744665,4.1873419950272,179.936725,6.53214285714286,621.062785346676,459.386219653324,4,"metropolitana",5,0,0,0,1,39.5,0,270.11225125,1080.449005,4,0,0,0,1,0
"4014","1360-1",4014,167.859214285714,15.2686813186813,18.683235,20.0583791208791,34.8164835164835,71.1744230769231,17.10705,3.3031541218638,0,0,348.270620440545,-129.675620440545,4,"metropolitana",2,0,0,1,1,36.5,0,54.64875,218.595,4,0,0,1,1,0
"4015","13600-1",4015,272.798616071429,4.25213,111.349453831776,39.5052732834255,55.7343289285714,49.0366687058936,21.990185,154.386317730307,0,59.9820008163265,769.034974367728,-200.589444367728,3,"centro",4,0,0,0,1,52.6666666666667,0,189.481843333333,568.44553,3,0,0,0,1,0
"4016","13601-1",4016,222.692149642857,22.1415613551402,159.899145,12.8842301602136,15.9049267723631,69.3092918045113,22.1758032142857,9.70578589335828,0.614485,22.4368992857143,557.764278128444,-243.536473128444,4,"centro",3,1,0,0,3,24.75,0,78.55695125,314.227805,4,0,0,0,3,0
"4017","13602-1",4017,56.8884321428571,0,32.037,92.0665683144192,45.0329906542056,0,17.7,1.475,0,1.63303571428571,246.833026825768,-82.9605268257677,1,"centro",1,0,0,0,0,83,0,163.8725,163.8725,1,0,0,0,0,0
"4018","13603-1",4018,32.7038264285714,3.41869158878505,17.03625,0,4.46169579439252,31.1357474299065,15.34,14.761505,0,0,118.857716241656,261.699658758344,2,"centro",3,0,0,0,2,52,0,190.2786875,380.557375,2,0,0,0,2,0
"4019","13604-1",4019,7.38132142857143,0,8.555,0,1.70934579439252,0.783857142857143,7.375,0.0885,0,0,25.8930243658211,-5.24302436582109,1,"centro",1,0,0,0,0,53,0,20.65,20.65,1,0,0,0,0,0
"4020","13605-1",4020,62.7203292857143,0.051035,40.6038,48.8129034693878,0.14396,0.269925,11.327115,0.16756,0,0.104725,164.201352755102,-81.601352755102,1,"centro",1,0,0,0,0,70,0,82.6,82.6,1,0,0,0,0,0
"4021","13606-1",4021,190.441358928571,0,51.2752142857143,15.9283504081633,1.6788217623498,11.0785142857143,33.925,71.3179034567901,0,2.35157142857143,377.996734555875,-164.533259555875,4,"centro",2,0,0,0,1,42,0,53.36586875,213.463475,4,0,0,0,1,0
