"","folio","id_hogar","g.alimentos","g.vestimenta","g.cuentas","g.hogar","g.salud","g.transporte","g.comunicaciones","g.recreacion","g.educacion","g.restaurantes","total_expenses","savings","n_personas","macrozona","quintil","n_menores_0_5","n_menores_6_11","n_menores_12_17","n_trabajadores","edad_promedio","n_profesionales","income_person_week","ingreso_hogar","n_personas_cut","n_menores_0_5_cut","n_menores_6_11_cut","n_menores_12_17_cut","n_trabajadores_cut","n_profesionales_cut"
"12390","7677-1",12390,48.5801785714286,0,13.951435,1.99757142857143,1.44185393258427,0,4.5725,0.0885,0,5.31,75.9420389325843,15.5079610674157,2,"metropolitana",1,0,0,0,0,58,0,45.725,91.45,2,0,0,0,0,0
"12391","7678-1",12391,216.474371428571,4.074245,57.82354,232.523553450419,107.691004420813,100.717768626374,21.39576,356.758800978557,101.14665,143.382694725275,1341.98838863001,640.638171369991,4,"metropolitana",5,1,1,0,2,22.75,0,495.65664,1982.62656,4,1,1,0,2,0
"12392","7679-1",12392,146.183204285714,0,19.110985,24.6919889502762,0,1.26428571428571,13.6906077348066,4.99893514285714,0,2.003935,211.94394182794,128.95127317206,4,"metropolitana",3,0,0,0,1,46.25,0,85.22380375,340.895215,4,0,0,0,1,0
"12393","768-1",12393,164.697477333333,17.9691847169811,44.2450350943396,87.1855585279512,38.9299894811321,81.5822441290477,33.4594495685279,93.1076801000698,0.007375,96.1154278526847,657.299421804068,435.865263195932,3,"metropolitana",5,0,1,0,2,25,0,364.388228333333,1093.164685,3,1,1,0,2,0
"12394","7680-1",12394,143.707606428571,7.06011235955056,330.770127455859,22.4784602920284,10.9401535306828,28.4464285714286,48.3773596685083,13.4950995,0,24.0397607142857,629.315108520914,-374.179933520914,3,"metropolitana",2,0,0,0,2,43.3333333333333,0,85.0450583333333,255.135175,3,0,0,0,2,0
"12395","7681-1",12395,19.4763214285714,22.1747191011236,6.785,0,0,2.24917127071823,16.1487074585635,0.177,0,54.6213338595106,121.632253118487,-92.1322531184874,1,"metropolitana",1,0,0,0,0,50,0,29.5,29.5,1,0,0,0,0,0
"12396","7682-1",12396,50.8461578571428,0.035105,37.82195,10.7935813062352,97.4184466292135,12.0069214285714,64.0755685101053,44.1067900504815,0.2655,91.4358821428571,408.805902924607,673.317522075393,3,"metropolitana",5,1,0,0,2,24.6666666666667,0,360.707808333333,1082.123425,3,0,0,0,2,0
"12397","7683-1",12397,18.4965,0,2.721375,0,0,0,4.02600027624309,0,0,0,25.2438752762431,5.73112472375691,1,"metropolitana",1,0,0,0,1,47,0,30.975,30.975,1,0,0,0,1,0
"12398","7684-1",12398,174.983464285714,2.98314606741573,77.2646863483146,29.911437399679,22.8868131868132,103.039509702522,36.2494533149171,28.2844846802525,27.527335,33.7248214285714,536.8551514142,195.7991785858,3,"metropolitana",5,0,0,0,2,43.3333333333333,0,244.21811,732.65433,3,0,0,0,2,0
"12399","7685-1",12399,16.7517857142857,6.25963483146067,108.258215,8.32668350434096,25.005393258427,11.3576164167324,18.5165885861941,107.958608411314,0,39.1059113062352,341.54043702899,55.2994629710103,1,"metropolitana",4,0,0,0,1,28,0,396.8399,396.8399,1,0,0,0,1,0
"12400","7686-1",12400,216.072075714286,28.6426708105939,61.5620996227929,39.8755221507873,29.7754200655431,104.575913347197,31.125155,149.830770426557,60.14932,99.2021077900553,820.811054927812,-115.587299927812,3,"metropolitana",5,1,0,0,2,22,0,235.074585,705.223755,3,0,0,0,2,0
"12401","7687-1",12401,95.3682321428571,33.5096797752809,26.62021,6.37136785714286,46.3423688171379,38.7808988764045,126.560760127258,44.4182342857143,134.66278,32.1286607142857,584.763192596081,-25.2602925960814,3,"metropolitana",4,0,0,0,2,54,0,186.500966666667,559.5029,3,0,0,0,2,0
"12402","7688-1",12402,49.8460235714286,7.83992,54.197105,0.41595,13.834615,356.146646708154,32.581865,43.4919132142857,0,67.838853097869,626.192891591737,-154.192891591737,5,"metropolitana",4,0,2,1,2,25.2,0,94.4,472,5,2,3,1,2,0
"12403","7689-1",12403,41.9426785714286,5.17078651685393,106.73985,2.28707865168539,20.57448,348.080567360816,2.3305,20.3641436912156,0,47.7941910023678,595.284275794367,-360.161900794367,1,"metropolitana",2,0,0,0,1,63,0,235.122375,235.122375,1,0,0,0,1,0
"12404","769-1",12404,232.148873333333,0,28.8156,14.7160879874214,13.8095566981132,4.5725,2.065,1.65309259259259,0,2.50573,300.286440611461,5.54123938853946,3,"metropolitana",3,0,0,0,2,58,0,101.94256,305.82768,3,0,0,0,2,0
"12405","7690-1",12405,141.232092857143,0,13.0595505617978,11.8228471107544,89.1592752808989,5.4420802504631,11.2041,55.1964414125201,0,16.6480772223097,343.764464695887,-148.939974695887,2,"metropolitana",2,0,0,0,0,67.5,0,97.412245,194.82449,2,0,0,0,0,0
"12406","7691-1",12406,147.374625,15.0151685393258,29.2413014661676,66.5058131763558,2.70830992509363,97.5415055248619,36.3685943820225,12.5356790123457,0,47.2423756906077,454.533372716781,65.3920322832194,4,"metropolitana",4,0,0,0,3,41.75,0,129.98135125,519.925405,4,0,0,0,3,0
"12407","7692-1",12407,106.82835,7.39384353932584,16.3823211797753,13.6350769534333,18.2038202247191,24.0214285714286,10.915,48.6623808186196,27.3996,10.9992857142857,284.441107001587,-178.241107001587,2,"metropolitana",1,0,0,0,1,41.5,0,53.1,106.2,2,0,0,0,1,0
"12408","7693-1",12408,35.17875,0,59,0,0,3.6285,0,1.62545,0,0,99.4327,87.146245,2,"metropolitana",2,0,0,0,0,55,0,93.2894725,186.578945,2,0,0,0,0,0
"12409","7694-1",12409,181.102607142857,14.1202247191011,25.1803571428571,20.7658928571429,3.87993659711075,12.5728157142857,27.1341,4.63571428571429,0.22125,0,289.612898459069,-162.036018459069,5,"metropolitana",1,1,1,1,1,27.8,0,25.515376,127.57688,5,1,1,1,1,0
"12410","7695-1",12410,37.347,0,12.43543,0,19.8876404494382,0,0,0,0,0,69.6700704494382,45.3799295505618,4,"metropolitana",1,0,0,0,0,58.75,0,28.7625,115.05,4,0,0,0,0,0
"12411","7696-1",12411,140.592322142857,11.9927742134831,28.0579604494382,9.49900236757624,5.65767857142857,26.6342857142857,22.03945,25.1418617030409,0,87.1731207340174,356.788455896127,-76.5384558961273,5,"metropolitana",3,0,0,1,3,34.8,0,56.05,280.25,5,0,0,1,3,0
"12412","7697-1",12412,112.111715714286,55.0852439325843,9.417285,24.2616070714241,135.479326268058,369.891830749605,24.4397390449438,80.9980278094018,51.62205,53.6425448145225,916.949370404825,-321.036980404825,5,"metropolitana",4,0,0,2,2,28.8,0,119.182478,595.91239,5,0,0,3,2,0
"12413","7698-1",12413,137.43696,119.986941011236,22.790225,48.6236685140516,10.2847512038523,424.126999347338,127.611751695636,37.337093084163,76.29821,19.1021771428571,1023.59877699913,-609.051206999134,3,"metropolitana",4,0,0,0,1,35,0,138.182523333333,414.54757,3,0,0,0,1,0
"12414","7699-1",12414,55.1418214285714,8.02770131086142,22.957674670947,14.2002724719101,0.620660112359551,7.96078571428571,56.1806617977528,5.00888928571429,0,3.02164285714286,173.120109649545,-35.3586496495452,2,"metropolitana",1,0,0,1,1,33.5,0,68.88073,137.76146,2,0,0,1,1,0
"12415","77-1",12415,117.491040714286,4.12027472527472,151.925,13.872965,0,51.9060507142857,8.85,7.40391,0,173.403269230769,528.972510384615,-292.972510384615,3,"metropolitana",2,0,0,0,1,40.3333333333333,0,78.6666666666667,236,3,0,0,0,1,0
"12416","770-1",12416,72.3960876666667,0.559052830188679,22.773115,16.1086586792453,6.48420761006289,5.9,19.09535,20.5307790415407,0,0,163.847250827704,54.7530591722958,2,"metropolitana",2,0,0,0,1,62,0,109.300155,218.60031,2,0,0,0,1,0
"12417","7700-1",12417,51.5193057142857,0.110035,20.53141,12.032913792423,10.3959197993579,0.581445,21.11256,12.0097955248619,0,1.93729596685083,130.230680797779,135.126244202221,3,"metropolitana",2,0,0,0,0,46.3333333333333,0,88.4523083333333,265.356925,3,0,0,0,0,0
"12418","7701-1",12418,112.820432142857,20.7597134831461,29.590176717496,23.1670855122623,24.4241438202247,34.7804491167315,22.56455,74.6091938289028,0,47.5162576953433,390.232002316964,22.6597326830362,3,"metropolitana",4,0,0,0,2,51,0,137.630578333333,412.891735,3,0,0,0,2,0
"12419","7702-1",12419,9.41892857142857,4.97191011235955,8.401895,1.3275,0.298314606741573,0,2.94705,0,0,0,27.3655982905297,81.7844017094703,2,"metropolitana",1,0,0,0,0,59.5,0,54.575,109.15,2,0,0,0,0,0
"12420","7703-1",12420,76.282575,29.8185994475655,40.625925,62.3164780869168,10.4028695826645,9.68470797158642,38.1580929682165,3.23221224719101,25.97357,5.37321428571429,301.868244589855,-6.46999458985511,3,"metropolitana",3,1,0,1,1,16.6666666666667,0,98.4660833333333,295.39825,3,0,0,1,1,0
"12421","7704-1",12421,246.830292857143,14.5375635393258,115.378925,1.43223162921348,37.0452902889246,28.6487142857143,37.3985752808989,20.0944398392761,2.949705,8.85,513.165737720496,-102.169082720496,7,"metropolitana",4,0,1,2,1,27.7142857142857,0,58.7138078571429,410.996655,7,1,1,3,1,0
"12422","7705-1",12422,15.5785285714286,36.2949438202247,59,0,1.89010714285714,29.5210714285714,6.19205,26.5234831460674,20.931135,0.972527472527473,196.903846581677,83.3461534183233,1,"metropolitana",3,0,0,0,0,24,0,280.25,280.25,1,0,0,0,0,0
"12423","7705-2",12423,11.3027142857143,2.28707865168539,33.608465,0,0,0,15.3161714569495,2.36,94.846335,0,159.720764394349,-12.2207643943492,1,"metropolitana",1,0,0,0,0,22,0,147.5,147.5,1,0,0,0,0,0
"12424","7706-1",12424,72.0326785714286,4.97191011235955,51.1775280898876,1.95580110497238,12.0135553772071,14.7418508287293,7.50758426966292,0.177,0,2.41506511444357,166.992973468691,-78.492973468691,1,"metropolitana",1,0,0,0,1,46,0,88.5,88.5,1,0,0,0,1,0
"12425","7707-1",12425,159.654885,26.0941553932584,149.648528089888,70.10881957557,18.7703253451043,41.4245321428571,23.1781930898876,278.167298112146,30.845495,40.2308778571429,838.123109605854,-328.346884605854,2,"metropolitana",4,0,0,0,1,34.5,0,254.8881125,509.776225,2,0,0,0,1,0
"12426","7708-1",12426,256.18095,27.6420634831461,35.2254537560193,50.4765992291354,86.143741717496,169.423482800963,47.846345,13.6132164685315,166.78592,125.154045,978.491817455291,52.9296625447086,2,"metropolitana",5,0,0,0,1,40,0,515.71074,1031.42148,2,0,0,0,1,0
"12427","7709-1",12427,329.290842142857,21.4674019101124,92.8978633146067,117.277002631448,45.7770885714286,76.6790971428571,69.8939175445403,11.802655,0.245735,5.96549,771.29709325785,-292.41002325785,4,"metropolitana",4,0,1,0,2,32.75,0,119.7217675,478.88707,4,1,1,0,2,0
"12428","771-1",12428,118.264143,31.5356419339623,175.792368333333,155.468179705009,89.634338308752,89.6216140183093,55.5874939086294,89.6693540617896,121.21491,61.3128768697124,988.100920139497,469.197014860503,4,"metropolitana",5,0,2,0,1,23,0,364.32448375,1457.297935,4,2,3,0,1,0
"12429","7710-1",12429,50.9382821428571,10.1719679213483,151.899925,114.079438321701,31.3931386603284,27.4359707585822,11.4118908287293,143.141607134964,143.76825,4.41162232044199,688.652093088953,-286.475643088953,2,"metropolitana",4,0,0,0,1,25.5,0,201.088225,402.17645,2,0,0,0,1,0
"12430","7711-1",12430,124.846907857143,14.0031064044944,152.883183202247,40.6061807221784,44.9573972150883,46.7568564483031,17.6459970718232,45.5292030622215,81.368375,23.4358349447514,592.03304192825,-277.77603192825,3,"metropolitana",3,1,1,0,1,17.3333333333333,0,104.752336666667,314.25701,3,1,1,0,1,0
"12431","7712-1",12431,185.590821428571,6.46348314606742,63.1721428571429,18.9010714285714,0,50.5714285714286,11.0035,34.6414285714286,70.0566,12.3267857142857,452.727261717496,-26.378511717496,3,"metropolitana",4,0,1,0,0,25,0,142.11625,426.34875,3,1,1,0,0,0
"12432","7713-1",12432,465.176228571429,9.7889054494382,114.833259285714,24.2431014205457,72.4319935072231,35.34926,26.88925,21.1806220009957,22.124115,19.3028614285714,811.319596663917,-309.859716663917,8,"metropolitana",4,1,1,0,3,26.75,0,62.682485,501.45988,7,1,1,0,3,0
"12433","7714-1",12433,262.662310714286,12.377520505618,47.7902746388443,24.3438214285714,46.3392861235955,38.35,39.33235,89.8995748592524,1.228675,31.2910714285714,593.614884698739,-58.7621846987387,5,"metropolitana",4,0,1,1,2,31.2,0,106.97054,534.8527,5,1,1,1,2,0
"12434","7715-1",12434,59.622745,10.5603536516854,67.8402962903949,11.1224995523017,93.5951041011236,12.2010768131868,25.5160266298343,12.296991187801,0,41.610780753749,334.365873980077,-68.8658739800767,4,"metropolitana",2,0,1,1,2,21.5,0,66.375,265.5,4,1,1,1,2,0
"12435","7716-1",12435,11.4689257142857,0.696067415730337,16.9044943820225,5.95074325966851,23.8651685393258,0,16.2591735955056,11.9136076725522,0,19.7685483820047,106.826728961095,163.098271038905,3,"metropolitana",2,0,0,0,3,42.3333333333333,0,89.975,269.925,3,0,0,0,3,0
"12436","7717-1",12436,102.256060714286,14.9137415730337,5.9,15.0377552166934,5.56498796147672,16.4357142857143,103.537288686449,8.09492410648573,0,10.2849642857143,282.025436829852,-176.031936829852,2,"metropolitana",1,0,0,0,1,44,0,52.99675,105.9935,2,0,0,0,1,0
"12437","7718-1",12437,25.0644642857143,0,12.6819207303371,0,0,3.79285714285714,7.04755,0.59,0,3.91928571428571,53.0960778731942,148.978922126806,2,"metropolitana",2,0,0,0,0,72,0,101.0375,202.075,2,0,0,0,0,0
"12438","7719-1",12438,267.685823571429,18.9663005216693,230.353637022472,74.4391030120116,159.148276098284,62.4766310233137,36.782075,32.4875709456237,172.07645,81.2378905027472,1135.65375769755,557.90702230245,5,"metropolitana",5,0,0,0,4,40.8,0,338.712156,1693.56078,5,0,0,0,3,0
"12439","772-1",12439,73.4154503333333,0,29.2435596540881,15.1797406260575,72.5034895597484,37.1310377358491,23.59115,23.5913136596737,0,0,274.65574156875,254.75479843125,2,"metropolitana",4,0,0,0,1,60,0,264.70527,529.41054,2,0,0,0,1,0
"12440","7720-1",12440,112.081667857143,2.41533404494382,28.163554823435,35.1620614285714,19.2412921348315,26.3846314285714,19.4592577624309,12.7123928571429,0,4.78834220994475,260.408534547015,-171.908534547015,2,"metropolitana",1,0,0,0,0,47,0,44.25,88.5,2,0,0,0,0,0
"12441","7721-1",12441,398.154546428571,31.4994576844683,233.08422,59.4545926324238,96.6748632884314,116.988519061669,39.01139,59.7738514535895,0,128.273461148382,1162.91490169754,-73.6442166975353,3,"metropolitana",5,0,0,0,1,51.3333333333333,0,363.090228333333,1089.270685,3,0,0,0,1,0
"12442","7722-1",12442,29.8327178571429,12.0461535874799,32.573015,20.1385315569823,12.364622423756,5.73716,36.279395,7.75909,149.94968,9.91604571428571,316.596411139647,-162.311411139647,4,"metropolitana",1,0,0,0,0,47.75,0,38.57125,154.285,4,0,0,0,0,0
"12443","7723-1",12443,123.529353571429,33.7996879775281,29.3524436516854,118.405668563403,147.641419906367,23.2771052166934,66.2242647790055,145.064171582889,25.56352,61.7014414285714,774.559076677572,882.956538322428,4,"metropolitana",5,1,0,0,2,41.75,0,414.37890375,1657.515615,4,0,0,0,2,0
"12444","7724-1",12444,100.307585714286,30.9078526966292,271.109554269663,14.2347656195738,0.860416666666667,95.5588009970026,41.2432004253612,33.2119362880998,0,118.912867604578,706.346980281859,-279.481980281859,2,"metropolitana",4,0,0,0,0,28,0,213.4325,426.865,2,0,0,0,0,0
"12445","7725-1",12445,235.008842142857,43.5982356179775,121.045285,324.468917106542,313.473701187801,231.998907423756,112.328706125458,85.4227409991898,0,218.689426212085,1686.03476181567,829.019303184333,3,"metropolitana",5,0,0,0,3,42.3333333333333,0,838.351355,2515.054065,3,0,0,0,3,0
"12446","7726-1",12446,180.168805714286,14.2511043338684,524.19966,3.68054642857143,10.938202247191,41.4779948448721,19.0042380898876,6.5129702247191,0,170.142619920466,970.376141803861,599.908858196138,1,"metropolitana",5,0,0,0,1,54,0,1570.285,1570.285,1,0,0,0,1,0
"12447","7727-1",12447,55.0138335714286,27.9264767161172,291.39923,60.1814895501798,96.2210946629213,99.0187264489364,78.9589879272456,54.8747625304146,120.43906,81.9436578295185,965.977319236762,328.741395763238,3,"metropolitana",5,0,0,1,2,35.6666666666667,0,431.572905,1294.718715,3,0,0,1,2,0
"12448","7728-1",12448,67.5362464285714,5.66598876404494,27.8808709550562,14.2116841894061,80.3347314606741,34.7518428571429,67.7520268539326,21.5904951184549,0,18.1235357142857,337.847422341569,488.581507658431,3,"metropolitana",5,0,0,0,3,49.3333333333333,0,275.47631,826.42893,3,0,0,0,3,0
"12449","7729-1",12449,13.9956428571429,0,22.9119626779997,0,25.1578651685393,0,12.9741,4.425,0,0,79.4645707036818,-30.1995707036818,1,"metropolitana",1,0,0,0,0,64,0,49.265,49.265,1,0,0,0,0,0
"12450","773-1",12450,119.743843333333,6.33625490566038,99.10053,4.77791833333333,28.2344091823899,34.0558649685535,77.3079271621492,22.9791624981462,1.720145,0,394.256055383566,56.5340346164342,4,"metropolitana",4,0,0,2,1,31.5,0,112.6975225,450.79009,4,0,0,3,1,0
"12451","7730-1",12451,84.1930842857143,4.39902011235955,61.2279242857143,34.1586209076559,54.0406853932584,121.445124308151,13.82075,70.1096938111888,0,4.86016248618785,448.25506559023,-105.64501559023,2,"metropolitana",3,0,0,0,2,47.5,0,171.305025,342.61005,2,0,0,0,2,0
"12452","7731-1",12452,38.9789821428571,6.411825,22.940085,3.87693214285714,14.7301057303371,4.25722928571429,5.991155,0.559141011235955,0,0.96819,98.7136453130016,51.8838546869984,2,"metropolitana",1,0,0,0,0,65.5,0,75.29875,150.5975,2,0,0,0,0,0
"12453","7732-1",12453,26.6764285714286,0,164.185398488261,76.3471709649286,0,1.01142857142857,14.514,0.2655,0,0,282.999926596046,-159.040926596046,1,"metropolitana",1,0,0,0,1,65,0,123.959,123.959,1,0,0,0,1,0
"12454","7733-1",12454,81.4457071428571,0.06785,35.289375,26.674641190018,68.9605050080257,406.056400137675,14.6621551933702,19.1022329695,20.33022,18.4747163338595,691.063802975305,129.845972024695,5,"metropolitana",5,1,0,1,0,25.4,0,164.181955,820.909775,5,0,0,1,0,0
"12455","7734-1",12455,156.031821428571,3.2814606741573,8.71725,30.1892886917695,13.6736761637239,0,11.718875,3.75071428571429,0,0,227.363086243936,-95.4980862439364,1,"metropolitana",1,0,0,0,0,83,0,131.865,131.865,1,0,0,0,0,0
"12456","7735-1",12456,109.69575,5.16780337078652,43.0433235714286,15.802586543015,1.77,10.1142857142857,18.28705,16.1090238977072,0,6.95357142857143,226.943394525794,67.5374054742056,3,"metropolitana",3,0,0,0,2,51.6666666666667,0,98.1602666666667,294.4808,3,0,0,0,2,0
"12457","7736-1",12457,118.507315714286,9.27205992509363,37.5275864044944,60.902065019643,206.284121229164,32.8587857142857,31.0128235635359,63.3981736734806,0,45.307575,605.070506243983,393.927228756017,3,"metropolitana",5,1,0,0,2,24.3333333333333,0,332.999245,998.997735,3,0,0,0,2,0
"12458","7737-1",12458,463.023697857143,20.4966066292135,155.618134831461,75.9995031604338,224.169796720583,64.8985755517273,19.3337132596685,195.129792042148,65.090865,85.0704166140489,1368.83110166643,-822.927406666426,9,"metropolitana",4,2,0,1,2,20.6666666666667,0,60.6559661111111,545.903695,7,0,0,1,2,0
"12459","7738-1",12459,24.5271428571429,2.08720786516854,7.08,6.17795345104334,14.8453256614241,30.975,5.015,0.0885,0,0,90.7961298347788,-37.9911298347789,2,"metropolitana",1,0,0,0,0,66,0,82.305,52.805,2,0,0,0,0,0
"12460","7739-1",12460,160.403215714286,5.309115,36.3374702247191,22.9199407142857,7.40521690208668,2.90642149171271,62.878063480663,57.2643350142069,0,5.18833287292818,360.612111414888,-129.922111414888,4,"metropolitana",2,0,1,1,1,28,0,57.6725,230.69,4,1,1,1,1,0
"12461","774-1",12461,60.0889433333333,1.032205,89.936945,26.4532509813875,21.1424347798742,26.8253333333333,16.51115,12.1645216666667,15.585145,24.612145,294.352074094595,-74.879449094595,4,"metropolitana",2,0,1,0,1,32.25,0,54.86815625,219.472625,4,1,1,0,1,0
"12462","7740-1",12462,65.1561442857143,0.59944,13.70039,5.05297071428571,66.8236107142857,47.193422883488,13.298305,2.507205,0,42.5108485714286,256.842337169202,61.4676778307977,5,"metropolitana",4,0,0,1,0,38.5,0,116.45250375,318.310015,5,0,0,1,0,0
"12463","7741-1",12463,17.6367857142857,3.67722471910112,32.32905,0,3.77765730337079,7.58571428571429,13.71455,1.94335802469136,0.110625,25.2857142857143,106.060679332878,31.0464706671224,3,"metropolitana",1,0,1,0,1,31.3333333333333,0,45.7023833333333,137.10715,3,1,1,0,1,0
"12464","7742-1",12464,57.6716571428571,0,34.7551764044944,3.47678571428571,0,3.16071428571429,22.125,9.59512174780311,0,2.97107142857143,133.755526723726,100.652948276274,5,"metropolitana",2,0,1,0,4,39.6,0,46.881695,234.408475,5,1,1,0,3,0
"12465","7743-1",12465,117.338947142857,3.38778,30.0933775842697,8.73756285714286,5.54907642857143,12.81048117206,19.11128,29.3777978037156,0.61419,8.16148955801105,235.181982546628,-20.3594425466277,4,"metropolitana",2,0,0,2,3,23.25,0,53.705635,214.82254,4,0,0,3,3,0
"12466","7744-1",12466,91.4081521428571,13.564818164794,54.768815,31.2838235556433,0.28202,50.4934926197559,34.16041,7.26325693370166,1.96647,6.48483854775059,291.676096964503,-112.168596964503,5,"metropolitana",2,2,1,0,1,14.4,0,35.9015,179.5075,5,1,1,0,1,0
"12467","7745-1",12467,14.5862328571429,0.002065,8.36856,4.45041881511747,0.005605,0.01062,14.8216902969613,18.5718514285714,0,0.00413,60.8211733977931,86.6009466022069,2,"metropolitana",1,0,0,0,0,73,0,73.71106,147.42212,2,0,0,0,0,0
"12468","7746-1",12468,138.090725599888,0,94.8905617977528,0.145392857142857,89.0221286918138,7.51468699839486,0,0.177,0,36.3671785714286,366.207674516421,-323.550674516421,2,"metropolitana",1,0,0,0,0,71,0,124.5195,42.657,2,0,0,0,0,0
"12469","7747-1",12469,52.5261828571428,2.41369,40.2240085714286,89.7411587560193,0,50.2762178571429,20.9096,5.796455,0,4.95895,266.846263041734,-48.6893380417335,2,"metropolitana",2,0,0,0,0,60.5,0,109.0784625,218.156925,2,0,0,0,0,0
"12470","7748-1",12470,88.7907857142857,0.795505617977528,95.226,10.7906785714286,0,28.6480545036936,8.22755,30.983595868215,0,0,263.4621702756,-104.4571702756,2,"metropolitana",1,0,0,0,1,57.5,0,79.5025,159.005,2,0,0,0,1,0
"12471","7749-1",12471,45.4510714285714,5.73900481540931,265.864812247191,10.7885714285714,68.2656608035971,124.24631238314,57.1299983146067,12.0991063242376,17.282575,2.44475138121547,609.31186412654,-326.58386412654,3,"metropolitana",3,1,1,0,0,15.6666666666667,0,94.2426666666667,282.728,3,1,1,0,0,0
"12472","775-1",12472,69.77635,0.49147,136.27247254717,0,10.4757468553459,95.7892050943396,29.1660377358491,15.7235,12.61066,70.0202166666667,440.325658899371,-100.218978899371,4,"metropolitana",3,0,0,2,2,25,0,85.02667,340.10668,4,0,0,3,2,0
"12473","7750-1",12473,155.535842142857,9.10299730337079,37.8399350561798,18.2983864285714,53.9809230337079,74.28976734412,33.567177967033,47.2106378140463,19.6293,105.975929455406,555.430896545293,505.005603454707,5,"metropolitana",5,1,0,2,1,21.2,0,212.0873,1060.4365,5,0,0,3,1,0
"12474","7751-1",12474,12.7610678571429,0,9.553575,28.8975107082997,0,0,4.71511049723757,0,0,0,55.9272640626801,-1.94226406268014,2,"metropolitana",1,0,0,0,0,60,0,26.9925,53.985,2,0,0,0,0,0
"12475","7752-1",12475,32.725235,10.6439878089888,89.751095,4.165695,52.787699209779,5.22785681925809,13.4902870224719,15.0838609593777,11.06191,5.20885039068666,240.146477210562,-18.4873122105621,4,"metropolitana",2,1,1,0,2,21.5,0,55.41479125,221.659165,4,1,1,0,2,0
"12476","7753-1",12476,167.614575,4.97191011235955,24.4746915730337,32.4026544790844,44.1427393258427,23.7296703296703,15.300765,14.4626832770367,0,19.1539285714286,346.253617668456,-27.807017668456,3,"metropolitana",3,0,0,0,1,50,0,106.148866666667,318.4466,3,0,0,0,1,0
"12477","7754-1",12477,199.011677857143,5.46512359550562,25.8526034269663,3.85531285714286,65.7685750976458,70.1885504681944,20.294525,0.177,0,16.1765706393054,406.789938941903,-282.889938941903,2,"metropolitana",1,0,0,0,0,63,0,61.95,123.9,2,0,0,0,0,0
"12478","7755-1",12478,167.014081428571,2.0451952247191,18.308585,10.1233445345104,3.37311428571429,6.01060055248619,5.483755,11.207345,0,3.7879385359116,227.353959561913,-183.103959561913,2,"metropolitana",1,0,0,0,0,62,0,22.125,44.25,2,0,0,0,0,0
"12479","7756-1",12479,6.110925,4.82265337078652,62.72821,0.632142857142857,12.6783707865169,2.33892857142857,14.6025,0.0885,0,3.79285714285714,107.795087728732,72.1549122712681,1,"metropolitana",2,0,0,0,0,62,0,179.95,179.95,1,0,0,0,0,0
"12480","7757-1",12480,77.1296042857143,0.15399,62.7582479133226,115.186088282504,60.2819241573034,0.81479,18.5024,0.23836,0,0.316535,335.381939638844,5.44218036115573,2,"metropolitana",3,0,0,0,0,85.5,0,170.41206,340.82412,2,0,0,0,0,0
"12481","7758-1",12481,49.9696285714286,3.67921348314607,8.85,3.99990168539326,0,0.885,5.1625,19.8049598571429,0.245735,28.1935714285714,120.790510025682,84.9475049743178,2,"metropolitana",2,0,0,0,0,36,0,102.8690075,205.738015,2,0,0,0,0,0
"12482","7759-1",12482,125.415878571429,29.5855665730337,10.10375,8.880975,6.74784878277153,40.3514681652602,12.74105,16.8174864285714,0,24.64725,275.291273521065,-268.211273521065,4,"metropolitana",1,0,2,0,0,22.25,0,1.77,7.08,4,2,3,0,0,0
"12483","776-1",12483,37.89688,3.45094339622641,10.915,17.7169133333333,2.59728018867925,29.264,20.355,10.0148075,0,0,132.210824418239,416.211875581761,2,"metropolitana",4,0,0,0,1,47.5,0,274.21135,548.4227,2,0,0,0,1,0
"12484","7760-1",12484,164.723237857143,25.4075592295345,44.9576017736758,23.5884891137607,11.9325842696629,15.6967068681319,25.4886584530387,24.2271493212067,39.33176,3.76327285714286,379.117019743297,3.79298025670309,4,"metropolitana",3,0,0,0,2,43.75,0,95.7275,382.91,4,0,0,0,2,0
"12485","7762-1",12485,47.9869335714286,13.6986962359551,18.0231741573034,21.011507715075,52.7632596308186,23.8049360576164,34.2091224861878,27.3119543744454,32.735855,2.29219214285714,273.837631371687,72.7873686283126,3,"metropolitana",3,0,0,1,1,25,0,115.541666666667,346.625,3,0,0,1,1,0
"12486","7763-1",12486,86.477775,3.14421606741573,43.740535,20.6626428571429,0.272875,24.7608704574639,14.831715,5.81107857142857,0,36.9949807142857,236.696688667737,-140.455888667737,3,"metropolitana",1,0,0,0,1,38.3333333333333,0,32.0802666666667,96.2408,3,0,0,0,1,0
"12487","7764-1",12487,62.0043642857143,4.97191011235955,10.86072,42.1553939561292,24.4467399678973,2.27571428571429,17.99205,7.4115087575,0,5.39786785714286,177.516269222457,231.490905777543,1,"metropolitana",4,0,0,0,0,52,0,409.007175,409.007175,1,0,0,0,0,0
"12488","7765-1",12488,128.007875,5.52423629213483,17.7153300561798,3.04853,15.6505035205993,62.0434882241515,21.111085,15.9522514285714,0.295,14.3873914483031,283.73569096994,81.4035090300601,3,"metropolitana",3,0,0,1,2,35.3333333333333,0,121.713066666667,365.1392,3,0,0,1,2,0
"12489","7766-1",12489,70.0578642857143,0,21.9639101123595,13.2788354735152,15.1461428571429,3.03428571428571,14.16,2.33892857142857,0,0,139.979967014446,-85.4049670144462,3,"metropolitana",2,0,0,0,0,64.5,0,115.48365,54.575,3,0,0,0,0,0
