id_hog,id_persona,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores_0_4,n_menores_5_14,n_nna,n_menores_18,n_personas_15_65,n_mayores,n_tiempo,n_trabajadores,n_profesionales,n_tercera_edad,hay_tercera_edad,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_anios,tramo_edad,NSE,nivel_escolaridad,estudia,trabaja,horas_trabajo_contratadas,horas_trabajo_habituales,dias_trabajo_semana,quintil,macrozona,region_ord,glosa_region,prop_ing_hogar,teletrabaja,jornada_laboral,cae,ocup_form,cise,ciuo_agrupada,bs1,bs2,bs3,bs4,bs5,bs6,bs7,bs8,bs9,bs10,bs11,bs12,bs13,bs14,bs15,bs16,bs17,bs18,bs19,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_t_hogar,ing_t_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,I,t_paid_work,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,t_commute2,Tw,Tf_social,Tf_hobbies,Tf_read,Tf_listen,Tf_watch,Tf_computer,Tc_meals,Tc_sleep,Tc_other,t_tcnr_0_4,t_tcnr_5_14,t_tcnr_nna,t_tcnr_15_65,t_tcnr_66,t_tcnr_psdf,t_total,temp,w,savings,total_expenses,Ef_food,Ef_recreation,Ef_restaurants,Ef_communications,Ef_clothing,Ec_cuentas,Ec_hogar,Ec_salud,Ec_transporte,Ec_educacion
11018-1,11018-1-01,0,0,1,6,1,0,0,0,0,1,3,3,1,2,2,0,3,61.333333333333336,0,1,1,0,0,0,0,73,66+,1,técnica,0,0,0,0,0,4,centro,9,Maule,0.21153846153846154,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,3,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,55,220,260,86.66666666666667,46.53846153846154,101.54,480,102.17948717948718,1100000,0,12.73,0,0,0,46.03,9.55,15.65,78.35000000000001,5.49,0.2,0,17.82,0,3.14,1.13,20.6,3.33,15.65,78.35000000000001,27.97,0,0,0,0,0,0,168.00000000000003,168,NA,9.522444758999777,92.01755524100022,18.95,5.48,6.13,10.18,1.71,17.16,9.75,11.1,10.41,1.14
11018-1,11018-1-02,1,0,1,6,4,0,0,0,0,1,3,3,1,2,2,1,3,61.333333333333336,0,0,0,0,0,0,1,42,25-44,1,universitaria,0,1,20,5,4,4,centro,9,Maule,0.5769230769230769,0,1,Ocupada(o),1,2,5,4,5,4,3,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,150,150,0,0,0,0,126.9230769230769,276.92,480,128.97435897435895,0,20,26.22,0.29,0,0,37.94,7.84,9.53,60.14999999999999,5.8,0.23,20,24.07,2.29,4.81,2.58,1.62,2.58,9.53,60.14999999999999,40.38,0,0.18,0.18,0,0.11,0.11,168,168,7.5,25.970303888181206,250.9496961118188,51.68,14.94,16.73,27.77,4.67,46.8,26.58,30.28,28.4,3.1
11018-1,11018-1-03,0,0,1,6,2,0,0,0,0,1,3,3,1,2,2,0,3,61.333333333333336,0,1,1,0,0,0,1,69,66+,1,primaria,0,0,0,0,0,4,centro,9,Maule,0.21153846153846154,0,NA,Inactiva(o),NA,NA,NA,3,4,4,NA,NA,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,55,0,0,0,46.53846153846154,101.54,480,102.17948717948718,220000,0,35.6,3.04,0,0,55.24,7.28,8.85,55.99,0,2,0,24.66,0,4.57,0,16.88,9.13,8.85,55.99,47.93,0,0,0,0,3.04,0,168,168,NA,9.522444758999777,92.01755524100022,18.95,5.48,6.13,10.18,1.71,17.16,9.75,11.1,10.41,1.14
11020-1,11020-1-01,1,0,2,6,1,0,0,0,0,1,1,1,1,0,0,0,1,47,0,1,0,0,0,0,0,47,45-65,1,primaria,0,1,48,8,6,1,sur,12,La Araucanía,1,0,4,Ocupada(o),2,1,3,4,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,0,50,50,0,50,50,50,0,48,9.25,0,0,0,14.75,18.49,8.31,50.52,14.69,3.99,48,6.98,1.81,0,0,2.9,3.05,8.31,50.52,46.42,0,0,0,0,0,0,168.00000000000003,168,1.0416666666666667,-28.257170732571574,78.25717073257158,17.58,3.67,1.96,7.67,2.69,27.06,4.43,4.98,7.79,0.43
11021-1,11021-1-01,0,0,4,6,1,0,0,0,0,2,4,3,2,2,2,0,4,52,1,1,1,0,0,0,0,68,66+,2,técnica,0,0,0,0,0,5,centro,8,Libertador General Bernardo O´Higgins,0.28368794326241137,0,NA,Desocupada(o),NA,NA,NA,4,85,85,NA,NA,85,85,1,2,85,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,450,352.5,88.125,127.65957446808513,227.66,802.5,120.03989361702128,2200000,0,17.2,0,2.2,0,50.4,12.66,11.91,73.63,0,0,0,29.88,0,0.55,0,19.97,0,11.91,73.63,32.06,0,0,0,0,0,0,167.99999999999997,168,NA,25.202443709109733,202.45755629089027,35.11,16.22,19.15,20.08,3.79,28.05,21.84,22.08,28.38,7.76
11022-1,11022-1-01,1,0,3,6,1,0,1,1,1,3,3,1,2,0,0,0,4,25.25,1,0,0,0,0,0,1,48,45-65,1,primaria,0,1,45,9,5,2,sur,13,Los Ríos,0.6621621621621623,0,3,Ocupada(o),1,3,5,4,4,3,1,NA,1,1,2,1,3,3,3,5,5,2,1,NA,NA,NA,122.5,122.5,0,55,240,60,36.41891891891892,158.92,240,55.35472972972973,220000,45,39.81,10.69,0.34,0,19.2,4.72,3.35,37.720000000000006,6.15,1.02,45,2.26,0.08,0,0.35,15.1,1.4,3.35,37.720000000000006,62.73,0,8.02,8.02,2.67,0,2.67,168,168,2.7222222222222223,-13.512840521560786,172.43284052156076,44.1,9.54,5.11,17.98,6.8,41.4,7.94,9.19,25.82,4.56
11023-1,11023-1-01,0,0,4,7,1,0,0,0,0,0,1,1,0,0,1,0,1,75,0,0,0,0,0,0,0,75,66+,2,primaria,0,0,0,0,0,4,norte,5,Coquimbo,1,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,175,350,175,175,350,525,525,525,2100000,0,22.72,0,5.02,0,70.44,3.01,10.88,51.84000000000001,0,4.09,0,23.96,0,0,16.34,29.91,0.22,10.88,51.84000000000001,34.84,0,0,0,0,0,0,168.00000000000003,168,NA,167.46829099738665,357.53170900261335,96.95,22.11,17.91,28.78,7.87,66.12,29.51,51.61,35.42,1.25
11027-1,11027-1-03,0,0,5,6,3,0,0,0,2,3,1,3,1,0,0,0,3,28.666666666666668,0,0,0,0,0,0,1,15,12-24,2,primaria,1,0,0,0,0,4,norte,2,Tarapacá,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,2,2,85,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,500,166.66666666666666,0,0,3.33,0,0,30.08,54.9,15.33,5.24,55.07,4.05,0,0,29.77,10.65,1.75,0.81,1.53,10.38,5.24,55.07,52.79,0,0,0,0,0,0,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
11028-1,11028-1-02,0,0,2,6,2,1,0,1,1,3,3,1,1,0,0,0,4,30.25,1,1,1,0,0,0,1,47,45-65,2,secundaria,0,0,0,0,0,1,sur,13,Los Ríos,0,0,NA,Inactiva(o),NA,NA,NA,5,5,5,NA,NA,1,2,2,1,2,2,NA,NA,NA,NA,NA,3,NA,1,0,0,0,0,0,0,0,0,42.5,9.375,0,0,18.17,23.76,0.57,0.02,24.88,13.88,20.48,66.23,0,0.01,0,15.47,0.01,0.12,0.06,4.32,4.9,20.48,66.23,56.41,23.63,3.05,23.76,0,0,3.05,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
11030-1,11030-1-01,0,0,5,6,1,0,3,3,3,2,2,1,1,2,0,0,5,22.8,1,1,1,0,0,0,1,41,25-44,2,técnica,0,0,0,0,0,3,norte,2,Tarapacá,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,2,2,2,2,2,5,1,1,1,1,NA,NA,NA,0,0,0,0,300,60,0,0,300,60,0,0,29.9,40.25,0,0,23.26,5.32,8.14,53.93999999999999,0,7.19,0,3.77,1.77,4.16,0.09,11.36,2.11,8.14,53.93999999999999,82.65,0,43.55,43.55,0,0,36.53,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
11033-1,11033-1-01,0,0,2,7,1,0,0,0,0,3,4,4,0,0,2,0,4,63.5,1,0,0,0,0,0,1,81,66+,1,ninguna,0,0,0,0,0,2,centro,11,Biobío,0.5586592178770949,0,NA,Inactiva(o),NA,NA,NA,2,2,4,NA,NA,85,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,179,89.5,22.375,100,150,268.5,47.375,916000,0,1.57,0,0,0,75.03,12.35,11.43,67.55,0.07,0,0,10.67,0,0.1,9.98,53.99,0.29,11.43,67.55,13.99,0,0,0,0,0,0,168.00000000000003,168,NA,27.428539296949648,122.57146070305035,55.78,3.72,2.63,10.28,2.31,16.48,6.1,13.49,10.84,0.94
11033-1,11033-1-02,0,0,2,7,3,0,0,0,0,3,4,4,0,0,2,1,4,63.5,0,1,1,0,0,0,1,57,45-65,1,primaria,0,0,0,0,0,2,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,0,0,0,0,0,0,0,0,268.5,22.375,0,0,30.48,19.97,0,0,52.65,4.47,13.49,46.94000000000001,0,0,0,12.63,4.2,0,0,27.33,8.49,13.49,46.94000000000001,54.91,0,0,0,0,19.97,19.97,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
11033-1,11033-1-03,0,0,2,7,7,0,0,0,0,3,4,4,0,0,2,0,4,63.5,0,1,1,0,0,0,0,60,45-65,1,primaria,0,0,0,0,0,2,centro,11,Biobío,0.441340782122905,0,NA,Inactiva(o),NA,NA,NA,4,4,85,NA,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39.5,0,0,0,79,118.5,268.5,42.125,158000,0,17.6,0,0.17,0,52.38,9.83,12.38,75.15,0,0.49,0,9.56,0.62,0,0.37,33.03,8.8,12.38,75.15,28.08,0,0,0,0,0,0,168,168,NA,21.668546044590222,96.83145395540978,44.07,2.94,2.08,8.12,1.83,13.02,4.82,10.66,8.56,0.74
11033-1,11033-1-04,0,0,2,7,3,0,0,0,0,3,4,4,0,0,2,1,4,63.5,0,0,0,0,0,0,0,56,45-65,1,primaria,0,0,0,0,0,2,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,268.5,22.375,0,0,7.27,7.7,0.13,0,60.32,6.06,13.31,72.57,0,0.64,0,7.11,0.08,0,0.13,47.8,5.19,13.31,72.57,21.8,0,0,0,0,7.7,7.7,168.00000000000003,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
11034-1,11034-1-01,0,0,5,6,1,0,0,0,0,3,3,3,2,1,0,0,3,44.666666666666664,0,0,0,0,0,0,0,23,12-24,2,secundaria,1,0,0,0,0,3,sur,12,La Araucanía,0,0,NA,Inactiva(o),NA,NA,NA,5,5,85,NA,2,2,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,300,100,0,0,300,100,0,0,8.49,2.22,0,29.44,49.29,24.73,6.28,42.470000000000006,5.08,0,0,2.22,0.55,0.74,14.4,14.77,16.61,6.28,42.470000000000006,69.96,0,0,0,2.22,0,0,167.99999999999997,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
11034-1,11034-1-03,1,0,5,6,5,0,0,0,0,3,3,3,2,1,0,0,3,44.666666666666664,0,1,1,0,0,0,1,56,45-65,2,técnica,0,1,16,3,5,3,sur,12,La Araucanía,0.16666666666666666,1,1,Ocupada(o),2,2,3,4,2,85,2,NA,2,85,2,1,2,85,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,50,300,100,0,16,32.23,0,0,0,51.09,3.14,11.08,54.18000000000001,0,0.28,16,34.44,0,0.15,0.75,14.5,1.25,11.08,54.18000000000001,35.64,0,0,0,0,0,0,168.00000000000003,168,3.125,1.4209494934674822,48.57905050653252,10.9,3.15,1.92,5.43,1.31,11.11,2.98,3.49,7.42,0.86
11036-1,11036-1-01,0,0,3,7,1,0,0,0,0,1,2,1,1,1,1,0,2,49.5,1,0,0,0,0,0,1,67,66+,2,primaria,0,0,0,0,0,3,norte,3,Antofagasta,0.40298507462686567,0,NA,Inactiva(o),NA,NA,NA,5,5,NA,NA,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,67.5,135,167.5,83.75,54.40298507462686,121.9,302.5,110.95149253731343,810000,0,31.4,0,0,0,33.44,9.57,8.95,84.64000000000001,0,0,0,10.64,0,0.07,0.93,11.17,10.64,8.95,84.64000000000001,40.96,0,0,0,0,0,0,168.00000000000003,168,NA,9.514050752392853,112.38594924760716,29.15,7.41,8.35,11.32,2.84,23.47,7.54,8.22,12.7,1.39
11037-1,11037-1-02,0,0,1,6,3,0,0,0,0,4,4,4,2,2,0,0,4,39,0,0,0,0,1,1,1,24,12-24,2,secundaria,1,0,0,0,0,5,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,2,1,85,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,687.5,171.875,0,0,2.03,0,0,61.95,53.51,7.49,9.09,30.09,3.84,0,0,10.11,0.67,9.76,0.34,6.7,25.93,9.09,30.09,75.31,0,0,0,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
11038-1,11038-1-02,0,0,1,7,2,0,1,1,1,4,4,2,2,0,2,0,5,36.4,1,1,1,0,0,0,1,61,45-65,1,primaria,0,0,0,0,0,3,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Inactiva(o),NA,NA,NA,2,2,2,NA,NA,3,2,2,2,1,2,5,5,5,5,5,NA,NA,NA,0,0,0,0,0,0,0,0,376.25,52.75,0,0,45.73,0.03,0,0,32.86,28.39,9.14,45.73,3.68,2.44,0,0.23,0.02,6.44,0.23,19.43,6.51,9.14,45.73,80.28,0,0.03,0.03,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
11038-1,11038-1-03,1,0,1,7,3,0,1,1,1,4,4,2,2,0,2,1,5,36.4,0,0,0,0,0,0,1,30,25-44,1,secundaria,0,1,48,8,6,3,metropolitana,7,Región Metropolitana de Santiago,0.4075829383886256,0,4,Ocupada(o),1,3,3,4,4,4,1,NA,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,107.5,107.5,0,0,0,0,45.85308056872037,153.35,376.25,61.920616113744074,0,48,10.4,0.52,0,0.06,28.87,8.92,7.96,61.03,1.81,0.43,48,0.65,0.67,0.19,0.34,5.75,21.27,7.96,61.03,22.14,0,0.42,0.42,0,0.1,0.1,168,168,2.2395833333333335,-2.362823500971895,155.7128235009719,59.57,8.15,7.71,12.24,4.12,25.08,7.12,10.62,17.42,3.68
11040-1,11040-1-01,0,0,4,6,1,0,0,0,0,2,2,1,1,2,0,0,2,57.5,0,1,1,1,0,1,1,57,45-65,3,universitaria,0,0,0,0,0,3,sur,13,Los Ríos,0.2,0,NA,Inactiva(o),NA,NA,NA,4,4,NA,NA,NA,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,100,250,125,20,70,350,135,600000,0,30.91,2.54,17.89,0,53.98,4.56,9.66,48.44,0,0.02,0,17.74,2.89,4.43,1.38,9.26,18.28,9.66,48.44,55.92,0,0.47,0.47,2.07,0,0,168.00000000000003,168,NA,7.509303537637209,62.49069646236279,10.16,3.87,2.97,7.93,1.21,16.55,5.88,5.38,7.73,0.82
11041-1,11041-1-01,0,0,5,7,1,0,0,0,0,2,3,1,1,0,2,0,3,59,1,1,1,0,0,0,1,65,45-65,2,primaria,0,0,0,0,0,4,centro,6,Valparaíso,0.18518518518518517,0,NA,Inactiva(o),NA,NA,NA,4,4,5,NA,NA,1,1,1,1,3,3,5,5,5,5,5,NA,NA,NA,0,0,50,250,270,90,46.29629629629629,96.3,520,105.43209876543209,1200000,0,53.56,25.17,0,0,26.47,5.74,11.39,28.999999999999982,0,16.67,0,3.64,3.12,1.14,1.56,16.5,0.52,11.39,28.999999999999982,101.14,0,0,0,0,28.2,28.2,167.99999999999997,168,NA,20.48507008882802,75.81492991117197,22.79,4.61,3,6.44,1.96,11.32,5.09,9.86,9.94,0.8
11043-1,11043-1-01,0,0,3,6,1,0,0,0,0,2,3,1,2,0,1,0,3,55.666666666666664,0,0,0,0,0,0,1,67,66+,1,primaria,0,0,0,0,0,2,centro,10,Ñuble,0.26865671641791045,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45,90,167.5,55.833333333333336,24.17910447761194,69.18,257.5,63.89303482587065,540000,0,35.38,0,0,0,36.46,10.19,10.85,73.41999999999999,0,1.7,0,16.07,0,0,12.81,7.58,0,10.85,73.41999999999999,47.26,0,0,0,0,0,0,168.00000000000003,168,NA,11.484509640553595,57.69549035944641,21.57,2.52,1.83,5.34,1.6,10.12,3.01,5.02,6.42,0.26
11045-1,11045-1-02,0,0,2,7,2,0,0,0,0,3,3,3,1,1,0,0,3,46,0,1,1,0,0,0,1,56,45-65,2,primaria,0,0,0,0,0,1,centro,8,Libertador General Bernardo O´Higgins,0,0,NA,Inactiva(o),NA,NA,NA,4,2,85,NA,NA,1,85,2,2,3,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,150,50,0,0,39.84,0,0,0,27.37,23.71,15.72,56.51,4.85,0,0,7.84,0,0,5.96,1.66,11.91,15.72,56.51,68.4,0,0,0,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
11045-1,11045-1-03,0,0,2,7,12,0,0,0,0,3,3,3,1,1,0,0,3,46,0,0,0,0,0,0,1,26,25-44,2,universitaria,0,0,0,0,0,1,centro,8,Libertador General Bernardo O´Higgins,0,0,NA,Desocupada(o),NA,NA,NA,3,2,85,NA,NA,2,85,2,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,150,50,0,0,29.29,0,0,0,59.06,13.16,8.54,57.95,0,0,0,24.2,19.58,0,0,6.78,8.5,8.54,57.95,42.45,0,0,0,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
11047-1,11047-1-01,1,0,4,7,1,0,0,0,0,1,2,1,1,1,1,0,2,67.5,0,0,0,0,0,0,0,52,45-65,2,técnica,0,1,42,7,6,2,sur,14,Los Lagos,0.6896551724137931,0,2,Ocupada(o),NA,1,5,4,85,NA,3,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,90,145,72.5,62.06896551724138,162.07,235,103.5344827586207,360000,42,22.07,0,0,0,39.54,4.36,6.04,50.34,3.64,0.01,42,29.89,1.82,1.09,0.9,5.75,0.1,6.04,50.34,30.07,0,0,0,0,0,0,168,168,2.380952380952381,37.97151805438311,124.09848194561688,31.43,5.12,3.01,13.14,2.81,33.94,9.55,12.83,11.92,0.35
11049-1,11049-1-01,0,0,3,7,1,1,1,2,2,1,2,2,0,0,1,0,4,26.25,1,0,0,0,0,0,1,73,66+,2,ninguna,0,0,0,0,0,2,centro,9,Maule,1,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,70,140,70,17.5,140,210,210,52.5,840000,0,7.7,6.74,0,0,58.51,25.34,19.77,49.87,0,0.07,0,4.28,0.17,0.59,0.87,3.25,49.35,19.77,49.87,39.85,6.74,0,6.74,0,0,0,168,168,NA,-32.526991884807614,242.52699188480761,72.23,11.54,7.14,21.5,10,53.53,16.64,18.66,27.45,3.83
11049-1,11049-1-02,0,0,3,7,3,1,1,2,2,1,2,2,0,0,1,0,4,26.25,0,0,0,0,0,0,1,25,25-44,2,primaria,1,0,0,0,0,2,centro,9,Maule,0,0,NA,Desocupada(o),NA,NA,NA,4,4,4,NA,1,3,1,2,3,2,2,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,0,0,0,0,210,17.5,0,0,68.97,32.73,0.12,0,23.95,5.08,19.85,17.3,0,0,0,1.88,0.15,0.06,6.12,2.82,12.93,19.85,17.3,106.9,20.03,12.7,32.73,0,0,0.03,167.99999999999997,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
11051-1,11051-1-01,0,0,4,7,1,0,2,2,2,2,2,1,1,0,0,0,4,26,1,1,1,0,0,0,1,41,25-44,1,primaria,0,0,0,0,0,1,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,100,25,0,0,100,25,0,0,47.56,4.51,2.21,0,31.14,3.08,9.37,60.45,0,9.68,0,2.21,1.01,0.88,2.83,14.6,9.6,9.37,60.45,67.04,0,8.29,8.29,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
11053-1,11053-1-01,1,1,1,7,1,0,0,0,0,4,4,4,4,3,0,0,4,36.5,1,1,1,0,0,0,0,48,45-65,3,secundaria,0,1,46,8,6,5,centro,11,Biobío,0.410958904109589,0,4,Ocupada(o),1,3,5,5,5,4,2,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,375,375,0,0,912.5,228.125,0,375,912.5,228.125,0,46,7.1,0,0,0,36.57,7.46,14.29,50.75,5.09,0.74,46,3.93,0,0.33,0.14,18.62,13.54,14.29,50.75,20.4,0,0,0,0,0,0,168,168,8.152173913043478,52.71891389217948,322.2810861078205,45.03,31.15,37.39,31.1,6.86,41.51,26.3,23.66,55.45,23.83
11055-1,11055-1-02,1,0,5,7,7,0,0,0,0,3,3,2,3,3,0,0,3,35.333333333333336,0,1,1,0,0,0,1,25,25-44,2,universitaria,0,1,45,9,5,4,sur,12,La Araucanía,0.3783783783783784,0,3,Ocupada(o),1,3,1,4,4,85,1,NA,2,85,2,1,2,85,NA,NA,NA,NA,NA,NA,NA,NA,175,175,0,0,0,0,0,175,462.5,154.16666666666666,0,45,14.04,0,0,0,56.02,3.89,5.01,40.24,2.35,1.45,45,35.27,0,0.01,0,7.28,13.45,5.01,40.24,21.73,0,0,0,0,0,0,168,168,3.888888888888889,1.8527558143695082,173.14724418563048,21.34,14.68,12.7,20.69,4.08,39.91,12.2,10.27,31.23,6.05
11056-1,11056-1-02,1,1,1,6,2,0,0,0,0,3,3,3,1,2,0,0,3,46,1,1,1,0,0,0,1,57,45-65,2,técnica,0,1,45,8,5,3,norte,5,Coquimbo,0.375,0,3,Ocupada(o),1,4,2,4,4,5,1,NA,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,150,150,0,0,0,0,0,150,400,133.33333333333334,0,45,14.45,0.52,0,0,37.94,5.06,8.03,49.18,7.82,0,45,17.17,0.58,2.15,3.13,10.92,4,8.03,49.18,27.85,0,0,0,0.52,0,0.52,168,168,3.3333333333333335,12.134624531096165,137.86537546890384,32.08,8.64,13.66,16.44,2.35,24.8,9.15,8.53,17.16,5.05
11056-1,11056-1-03,0,0,1,6,3,0,0,0,0,3,3,3,1,2,0,0,3,46,0,0,0,0,0,0,1,23,12-24,2,técnica,1,0,0,0,0,3,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,5,4,5,NA,2,2,85,2,2,3,2,1,1,1,2,3,NA,NA,NA,0,0,0,0,0,0,0,0,400,133.33333333333334,0,0,1.45,10.87,0,34.41,43.5,4.17,6.17,62.900000000000006,4.53,0,0,13.06,0,0,0,2.18,28.27,6.17,62.900000000000006,55.43,0,0,0,10.87,0,10.87,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
11058-1,11058-1-02,0,0,2,7,2,0,1,1,2,4,3,1,1,1,0,0,5,29.8,1,1,1,0,0,0,1,49,45-65,2,técnica,0,0,0,0,0,1,centro,10,Ñuble,0,0,NA,Inactiva(o),NA,NA,NA,4,4,3,NA,NA,1,1,1,1,2,2,3,3,1,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,126.25,20,0,0,28.2,58.33,0,0,10.2,2.57,5.2,57.51,0,5.99,0,6.17,0,0.11,0.49,0.97,2.46,5.2,57.51,95.09,0,64.32,64.32,0,0,63.59,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
11060-1,11060-1-02,0,0,3,6,2,0,0,0,0,3,3,1,1,1,1,0,3,43,1,1,1,0,0,0,1,49,45-65,1,primaria,0,0,0,0,0,1,sur,14,Los Lagos,0,0,NA,Inactiva(o),NA,NA,NA,4,4,3,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,115,38.333333333333336,0,0,46.12,0,12.41,0,1.03,18.63,19.75,65.8,3.57,0.69,0,0,0,0,0,0.52,0.52,19.75,65.8,81.41,0,0,0,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
11061-1,11061-1-02,0,0,3,6,3,0,0,0,1,2,1,2,1,0,0,0,2,28,0,0,0,1,0,1,0,16,12-24,2,primaria,1,0,0,0,0,2,norte,2,Tarapacá,0,0,NA,Inactiva(o),NA,NA,NA,4,5,NA,NA,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,237.5,118.75,0,0,2.77,0,0,29.92,68.58,2.6,12.11,50.34000000000001,1.68,0,0,18.67,3.44,0,0,12.52,33.95,12.11,50.34000000000001,36.95,0,0,0,0,0,0,168.00000000000003,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
11062-1,11062-1-01,1,0,1,7,1,0,0,0,0,1,1,1,1,0,1,0,1,60,0,0,0,0,0,0,1,60,45-65,2,primaria,0,1,40,8,5,1,centro,8,Libertador General Bernardo O´Higgins,1,0,2,Ocupada(o),1,3,3,5,NA,NA,2,NA,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,122.5,0,0,122.5,122.5,0,122.5,122.5,122.5,0,40,19.49,0,4.24,0,28.02,5.81,12.68,47.80999999999999,4.5,5.45,40,6.43,0,5.94,1.09,13.66,0.9,12.68,47.80999999999999,39.5,0,0,0,0,0,0,168.00000000000003,168,3.0625,23.57647762958994,98.92352237041005,32.58,4.22,2.89,9.04,3.01,23.92,5.74,8.24,8.99,0.3
11063-1,11063-1-03,0,0,5,6,3,0,1,1,3,4,2,3,1,1,0,0,5,28,0,0,0,0,0,0,1,17,12-24,1,primaria,1,0,21,3,7,2,centro,8,Libertador General Bernardo O´Higgins,0.02097902097902098,1,1,Ocupada(o),2,2,3,4,4,3,2,2,2,85,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3.75,3.75,0,0,0,0,0,3.75,178.75,35.75,0,21,19.41,5.74,0,0,46.52,8.4,11.03,55.89999999999999,0,0,21,15.29,9.72,8.27,0.64,6.79,5.81,11.03,55.89999999999999,33.55,0,5.73,5.73,0.01,0,0,168,168,0.17857142857142858,-1.895850838011139,5.645850838011139,1.88,0.26,0.23,0.59,0.17,0.96,0.29,0.35,0.69,0.25
