id_hog,id_persona,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores_0_4,n_menores_5_14,n_nna,n_menores_18,n_personas_15_65,n_mayores,n_tiempo,n_trabajadores,n_profesionales,n_tercera_edad,hay_tercera_edad,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_anios,tramo_edad,NSE,nivel_escolaridad,estudia,trabaja,horas_trabajo_contratadas,horas_trabajo_habituales,dias_trabajo_semana,quintil,macrozona,region_ord,glosa_region,prop_ing_hogar,teletrabaja,jornada_laboral,cae,ocup_form,cise,ciuo_agrupada,bs1,bs2,bs3,bs4,bs5,bs6,bs7,bs8,bs9,bs10,bs11,bs12,bs13,bs14,bs15,bs16,bs17,bs18,bs19,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_t_hogar,ing_t_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,I,t_paid_work,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,t_commute2,Tw,Tf_social,Tf_hobbies,Tf_read,Tf_listen,Tf_watch,Tf_computer,Tc_meals,Tc_sleep,Tc_other,t_tcnr_0_4,t_tcnr_5_14,t_tcnr_nna,t_tcnr_15_65,t_tcnr_66,t_tcnr_psdf,t_total,temp,w,savings,total_expenses,Ef_food,Ef_recreation,Ef_restaurants,Ef_communications,Ef_clothing,Ec_cuentas,Ec_hogar,Ec_salud,Ec_transporte,Ec_educacion
01662-1,01662-1-06,0,0,5,7,3,1,1,2,3,4,4,4,3,2,1,0,7,30.142857142857142,0,0,0,0,0,0,1,13,12-24,2,primaria,1,0,0,0,0,5,centro,11,Biobío,0,0,NA,Menor de 15 años,NA,NA,NA,4,4,4,NA,2,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,798.75,99.46428571428571,0,0,3.27,1.33,0.2,37.15,53.67,3,5.99,56.73999999999999,6.53,0.12,0,40.17,1.66,3.73,0.48,5.89,1.74,5.99,56.73999999999999,51.61,1.29,0.08,1.33,0,0,0,168.00000000000003,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
01665-1,01665-1-01,0,0,2,7,1,0,0,0,0,0,1,1,0,1,1,0,1,70,0,0,0,0,0,0,1,70,66+,3,universitaria,0,0,0,0,0,2,metropolitana,7,Región Metropolitana de Santiago,1,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,63.75,127.5,63.75,63.75,127.5,191.25,191.25,191.25,765000,0,24.84,0,0.54,0,51.86,14.5,13.51,61.68000000000001,0,1.07,0,2.74,7.67,30.2,0.1,10.11,1.03,13.51,61.68000000000001,40.95,0,0,0,0,0,0,168,168,NA,7.193726384651029,184.05627361534897,49.54,8.49,8.04,15.4,3.85,47.69,14.69,22.84,13.03,0.48
01666-1,01666-1-01,1,1,5,7,1,0,0,0,0,4,4,3,1,1,1,0,4,37.5,1,1,1,0,0,0,0,64,45-65,3,universitaria,0,1,12,4,3,3,centro,6,Valparaíso,1,0,1,Ocupada(o),2,2,5,3,3,3,3,NA,3,85,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,375,375,0,0,375,93.75,0,375,375,93.75,0,12,28.88,31.93,1.96,0.05,29.33,3.18,16.31,42.51,0.01,1.84,12,2.87,0,0.53,0,13.53,12.38,16.31,42.51,67.86,0.29,0,0.29,31.64,0,0.09,168,168,31.25,17.646402605152815,357.35359739484716,104.7,20.88,18.23,36.6,9.48,57.45,20.36,26.89,47.83,14.92
01666-1,01666-1-02,0,0,5,7,2,0,0,0,0,4,4,3,1,1,1,0,4,37.5,1,1,1,0,0,0,1,47,45-65,3,secundaria,0,0,0,0,0,3,centro,6,Valparaíso,0,0,NA,Inactiva(o),NA,NA,NA,2,2,2,NA,NA,3,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,375,93.75,0,0,35.71,0.01,21.75,0,49.27,4.67,15.26,40.13,0.24,0.96,0,1.35,0.03,11.77,0.37,12.6,23.15,15.26,40.13,63.33,0,0,0,0,0.01,0.01,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
01666-1,01666-1-03,0,0,5,7,3,0,0,0,0,4,4,3,1,1,1,0,4,37.5,0,0,0,0,0,0,1,19,12-24,3,secundaria,1,0,0,0,0,3,centro,6,Valparaíso,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,1,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,375,93.75,0,0,5.75,0,0,25.81,50.37,7.45,14.02,64.58,0.01,0.01,0,10.88,0.74,5.76,1.48,8.61,22.89,14.02,64.58,39.04,0,0,0,0,0,0,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
01667-1,01667-1-03,0,0,1,7,5,0,1,1,1,3,4,2,3,3,1,0,5,43.2,0,0,0,0,0,0,1,75,66+,2,primaria,0,0,0,0,0,5,sur,14,Los Lagos,0.09090909090909091,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,3,2,2,1,2,NA,NA,NA,NA,NA,1,NA,1,0,0,52.5,0,0,0,9.545454545454547,62.05,682.5,117.4090909090909,210000,0,29.03,0,0.08,0,42.27,5.83,24.44,66.34,0,0.01,0,29.04,0.81,0,0.02,11.61,0.79,24.44,66.34,34.95,0,0,0,0,0,0,168,168,NA,0.17935051167489294,61.87064948832511,9.41,5,4.23,6.67,1.27,10.45,6.14,5.06,10.55,3.07
01669-1,01669-1-01,1,1,5,7,1,0,1,1,1,4,4,4,2,3,0,0,5,31.6,1,1,1,0,0,0,0,47,45-65,3,universitaria,0,1,45,9,5,4,sur,14,Los Lagos,0.7111111111111111,1,3,Ocupada(o),1,3,2,4,4,5,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,2,1,400,400,0,0,562.5,112.5,0,400,562.5,112.5,0,45,9.26,4.04,0.82,0,54.95,2.74,12.17,38.55,0.23,0.24,45,42.21,0,0.14,0.82,7.26,4.52,12.17,38.55,17.33,0,3.92,3.92,0.22,0,0.11,168.00000000000003,168,8.88888888888889,22.461364782459363,377.5386352175406,62.02,24.39,21.56,45.3,8.59,79.51,28.85,24.29,58.96,24.08
01669-1,01669-1-02,1,1,5,7,2,0,1,1,1,4,4,4,2,3,0,0,5,31.6,1,1,1,0,0,0,1,49,45-65,3,universitaria,0,1,30,6,5,4,sur,14,Los Lagos,0.28888888888888886,0,1,Ocupada(o),1,3,1,4,5,5,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,2,1,100,162.5,0,0,0,0,0,162.5,562.5,112.5,0,30,3.35,4.1,0,0,55.47,11.05,13.72,43.06,6.85,0.4,30,40.92,0,0.09,0,8.23,6.23,13.72,43.06,25.75,0,3.8,3.8,0.45,0,0.05,168,168,5.416666666666667,9.124929442874116,153.3750705571259,25.19,9.91,8.76,18.4,3.49,32.3,11.72,9.87,23.95,9.78
01669-1,01669-1-03,0,0,5,7,4,0,1,1,1,4,4,4,2,3,0,0,5,31.6,0,0,0,0,0,0,0,28,25-44,3,técnica,1,0,0,0,0,4,sur,14,Los Lagos,0,0,NA,Inactiva(o),NA,NA,NA,4,4,5,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,562.5,112.5,0,0,13.35,0,0,0,59.09,7.14,16.4,72.02,0,0,0,31.63,6.77,0.71,4.01,3.36,12.59,16.4,72.02,20.49,0,0,0,0,0,0,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
01670-1,01670-1-02,0,0,2,6,3,0,0,0,0,2,2,2,0,0,0,0,2,43,0,0,0,0,0,0,1,28,25-44,2,ninguna,0,0,0,0,0,1,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,5,4,NA,NA,NA,2,85,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,120,20,0,0,22.33,0.42,22.63,0,38.1,11.18,21.34,52,0,0,0,14.52,0.25,0,0.15,22.85,0.33,21.34,52,56.56,0.42,0,0.42,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
01671-1,01671-1-01,1,0,2,7,1,0,2,2,3,2,1,3,1,0,0,0,4,20.75,1,0,0,0,0,0,1,45,25-44,1,secundaria,0,1,45,9,5,1,norte,1,Arica y Parinacota,1,0,3,Ocupada(o),1,3,3,3,3,4,2,NA,1,2,2,3,3,2,NA,NA,NA,NA,NA,3,3,1,137.5,137.5,0,0,137.5,34.375,0,137.5,137.5,34.375,0,45,28.5,0.38,2.2,0,27.32,7.93,11.45,42.03,3.09,0.1,45,3.78,0.1,0,13.77,0.9,8.76,11.45,42.03,42.2,0,0.38,0.38,0,0,0,168,168,3.0555555555555554,-64.50438532129682,202.0043853212968,72.94,8.63,8.87,18.3,7.57,43.65,8.11,7.49,20.12,6.32
01671-1,01671-1-03,0,0,2,7,3,0,2,2,3,2,1,3,1,0,0,0,4,20.75,0,0,0,0,0,0,0,12,12-24,1,primaria,1,0,0,0,0,1,norte,1,Arica y Parinacota,0,0,NA,Menor de 15 años,NA,NA,NA,3,3,3,NA,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,137.5,34.375,0,0,5.87,0,0,37.7,59.4,2.1,9.44,51.78,1.71,0,0,21.72,16.03,0.48,5.72,6.87,8.59,9.44,51.78,47.38,0,0,0,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
01673-1,01673-1-01,0,0,5,7,1,0,2,2,2,1,2,2,1,1,1,0,4,30.5,1,0,0,0,0,0,1,31,25-44,1,técnica,0,0,0,0,0,3,norte,1,Arica y Parinacota,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA,3,0,0,0,100,200,50,0,0,300,50,400000,0,15.57,2.71,0,0,73.42,18.37,11.78,46.15,0,0,0,48.6,0,0.54,16.67,0,7.61,11.78,46.15,36.64,0,2.71,2.71,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
01674-1,01674-1-02,0,0,3,7,2,2,0,2,2,2,2,1,1,0,0,0,4,14.75,1,1,1,0,0,0,1,28,25-44,2,primaria,0,0,0,0,0,2,centro,9,Maule,0,0,NA,Inactiva(o),NA,NA,NA,4,3,4,NA,NA,1,1,1,1,2,2,NA,NA,NA,NA,NA,3,NA,3,0,0,0,0,0,0,0,0,187.5,46.875,0,0,21.83,62.42,0,0,17.35,4.47,4.89,56.54999999999999,0,0.49,0,9.11,0.24,0.37,0.17,4.34,3.11,4.89,56.54999999999999,89.22,62.42,0,62.42,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
01675-1,01675-1-01,0,0,4,6,1,0,0,0,0,1,4,2,0,0,3,0,4,74.75,0,0,0,0,0,0,0,72,66+,2,secundaria,0,0,0,0,0,4,sur,14,Los Lagos,0.3333333333333333,0,NA,Inactiva(o),NA,NA,NA,3,4,85,NA,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51.5,309,154.5,38.625,103,154.5,463.5,64.375,1442000,0,23.38,0,2.08,0,61.46,8.63,12.65,59.8,0,0,0,38.59,0,0,7.43,14.76,0.69,12.65,59.8,34.09,0,0,0,0,0,0,168,168,NA,34.80510874539708,119.69489125460292,38.08,4.37,2.31,9.95,2.16,22.15,9.87,19.57,10.68,0.56
01675-1,01675-1-02,0,0,4,6,9,0,0,0,0,1,4,2,0,0,3,0,4,74.75,0,0,0,0,0,0,0,81,66+,2,primaria,0,0,0,0,0,4,sur,14,Los Lagos,0.3333333333333333,0,NA,Inactiva(o),NA,NA,NA,3,3,85,NA,NA,2,85,2,2,3,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51.5,0,0,0,103,154.5,463.5,64.375,206000,0,24.74,0,0.19,0,64.22,10.52,14.7,53.63,0,0,0,37.87,0,0.52,0,25.48,0.35,14.7,53.63,35.45,0,0,0,0,0,0,168,168,NA,34.80510874539708,119.69489125460292,38.08,4.37,2.31,9.95,2.16,22.15,9.87,19.57,10.68,0.56
01676-1,01676-1-02,0,0,1,7,2,1,1,2,2,2,3,1,2,1,2,0,5,33.4,1,1,1,0,0,0,1,62,45-65,1,ninguna,0,0,0,0,0,3,sur,14,Los Lagos,0,0,NA,Inactiva(o),NA,NA,NA,3,3,3,NA,NA,1,1,1,2,2,3,NA,NA,NA,NA,NA,3,NA,5,0,0,0,0,0,0,0,0,351.25,47.25,0,0,28.56,0.07,0,0,36.12,44.3,10.29,44.58,0,4.08,0,23.99,1.24,0.84,0.26,5.95,3.84,10.29,44.58,77.01,0.07,0,0.07,0,0,0,167.99999999999997,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
01677-1,01677-1-02,0,0,5,6,3,0,0,0,0,1,2,1,0,1,1,0,2,49.5,0,0,0,0,0,0,0,33,25-44,2,técnica,0,0,0,0,0,1,centro,6,Valparaíso,0,0,NA,Desocupada(o),NA,NA,NA,5,5,NA,NA,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,150,25,0,0,29.25,3.35,0.46,0,50.94,6.06,9.56,67.24,0,1.14,0,16.74,0,0,0.16,32.96,1.07,9.56,67.24,40.27,0,3.35,3.35,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
01678-1,01678-1-01,1,1,1,6,1,0,2,2,2,2,3,2,1,0,1,0,5,31.4,1,1,1,0,0,0,0,35,25-44,2,secundaria,0,1,60,10,6,2,centro,8,Libertador General Bernardo O´Higgins,0.7142857142857143,0,4,Ocupada(o),1,3,5,2,85,4,1,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,2,1,1,125,125,0,100,175,35,71.42857142857143,196.43,275,49.285714285714285,400000,60,10.56,4.86,0,0,32.4,3.67,7.86,44.91,2.14,1.6,60,6.9,0.18,0.03,20.09,3.07,2.13,7.86,44.91,22.82,0,5.93,5.93,0,0,4.05,168,168,2.0833333333333335,-11.810130663046644,208.24013066304664,78.14,8.87,5.99,19.16,7.83,35.25,11,14.2,23.25,4.53
01679-1,01679-1-01,1,1,3,7,1,0,0,0,0,3,3,3,3,2,0,0,3,46,1,1,1,0,0,0,0,56,45-65,2,secundaria,0,1,77,11,7,4,norte,5,Coquimbo,0.21621621621621623,1,4,Ocupada(o),NA,2,5,4,4,85,2,NA,2,85,2,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,0,462.5,154.16666666666666,0,100,462.5,154.16666666666666,0,77,9.8,0.36,0,0,13.33,2.85,5.37,56.08999999999999,0.25,2.95,77,3.79,0.01,0,2.93,6.23,0.36,5.37,56.08999999999999,16.22,0,0,0,1.35,0,0,168,168,1.2987012987012987,3.787711241803706,96.2122887581963,18.78,7.51,12.12,10.73,1.75,16.04,6.1,5.83,15.16,2.18
01683-1,01683-1-01,1,1,3,7,1,0,1,1,1,2,2,2,2,2,0,0,3,22.666666666666668,1,1,1,0,0,0,1,31,25-44,3,universitaria,0,1,44,8,5,4,norte,4,Atacama,0.6188340807174888,0,3,Ocupada(o),1,4,1,5,4,4,2,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,1,1,1,345,345,0,0,557.5,185.83333333333334,0,345,557.5,185.83333333333334,0,44,20.58,0.93,0,0,28.82,4.36,11.58,50.71999999999999,3.32,3.69,44,9.42,0,0.16,0,11.81,7.44,11.58,50.71999999999999,32.89,0,4.62,4.62,0,0,0,168,168,7.840909090909091,18.85280261236165,326.14719738763836,42.5,29.5,44.67,33.74,8.26,59.95,20.72,14.38,48.79,23.64
01683-1,01683-1-03,1,1,3,7,2,0,1,1,1,2,2,2,2,2,0,0,3,22.666666666666668,1,1,1,0,0,0,0,28,25-44,3,técnica,0,1,48,8,6,4,norte,4,Atacama,0.3811659192825112,0,4,Ocupada(o),1,3,6,5,5,4,2,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,1,2,1,212.5,212.5,0,0,0,0,0,212.5,557.5,185.83333333333334,0,48,3.93,0,0,0,41.2,3.54,7.68,56.84000000000001,3.69,3.12,48,6.02,0,0.03,0,4.7,30.44,7.68,56.84000000000001,14.28,0,0,0,3.12,0,0,168,168,4.427083333333333,11.612233493121305,200.8877665068787,26.18,18.17,27.52,20.78,5.09,36.93,12.76,8.86,30.05,14.56
01684-1,01684-1-04,0,0,4,7,3,0,1,1,1,3,3,4,1,1,0,0,4,29,0,0,0,0,0,0,0,12,12-24,1,ninguna,1,0,0,0,0,1,centro,10,Ñuble,0,0,NA,Menor de 15 años,NA,NA,NA,4,5,5,NA,2,2,85,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,162.5,40.625,0,0,1.16,0,0.08,43.94,42.98,3.45,4.55,68.48,3.36,0,0,3.5,25.53,0.02,0.49,12.53,0.93,4.55,68.48,51.99,0,0,0,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
01685-1,01685-1-02,1,0,5,7,3,0,0,0,0,1,2,1,1,2,1,0,2,69,0,0,0,0,0,0,0,52,45-65,2,universitaria,0,1,35,5,7,3,norte,1,Arica y Parinacota,0.4827586206896552,1,2,Ocupada(o),NA,2,1,5,4,NA,2,NA,2,2,2,1,2,3,4,4,2,4,1,NA,NA,NA,70,70,0,0,0,0,72.41379310344827,142.41,295,108.70689655172414,0,35,19.01,0.03,0.01,0,54.7,3.97,6.38,45.12,0,3.78,35,28.84,0.09,4.85,3.4,13.93,3.6,6.38,45.12,26.8,0,0,0,0,0.03,0.03,168,168,2,9.636438385034646,132.77356161496536,33.08,7.09,10.62,15.34,2.03,27.25,12.16,11.73,12.65,0.83
01689-1,01689-1-01,1,1,1,6,1,0,0,0,1,4,3,2,2,2,0,0,4,31.75,1,1,1,0,0,0,0,43,25-44,2,técnica,0,1,40,8,5,4,centro,6,Valparaíso,0.631578947368421,1,2,Ocupada(o),2,2,1,4,5,85,2,NA,2,85,2,2,85,85,NA,NA,NA,NA,NA,NA,NA,NA,300,300,0,0,475,118.75,0,300,475,118.75,0,40,17.88,0.17,0,0,38.38,3.39,13.27,53.39999999999999,1.48,0.03,40,9.46,0,4.61,3.78,16.91,3.62,13.27,53.39999999999999,22.95,0,0,0,0.17,0,0.17,168,168,7.5,-10.551202478360883,310.5512024783609,53.44,23.32,28.72,34.71,7.03,50.66,21.18,20.82,49.08,21.59
01689-1,01689-1-04,0,0,1,6,2,0,0,0,1,4,3,2,2,2,0,0,4,31.75,1,1,1,0,0,0,1,43,25-44,2,secundaria,0,0,0,0,0,4,centro,6,Valparaíso,0,0,NA,Inactiva(o),NA,NA,NA,5,3,5,NA,NA,1,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,475,118.75,0,0,36.28,0,0,0,28.46,9.46,19.25,59.47,3.77,11.31,0,15.36,0.17,0.47,0,5.92,6.54,19.25,59.47,60.83,0,0,0,5.66,0,0,168.00000000000003,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
01692-1,01692-1-02,1,0,4,6,3,0,0,0,0,2,2,1,2,1,0,0,2,38.5,0,0,0,0,0,0,0,24,12-24,2,universitaria,0,1,45,9,5,2,centro,9,Maule,1,0,3,Ocupada(o),NA,1,5,5,5,NA,2,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,175,175,0,0,0,0,0,175,175,87.5,0,45,16.44,0,0,0,20.92,11.65,17.13,52.64000000000001,1.82,2.4,45,0.58,0,0,1.74,2.46,16.14,17.13,52.64000000000001,32.3,0,0,0,0,0,0,168,168,3.888888888888889,-38.80471425637258,213.80471425637256,50.8,14.25,11.65,23.18,7.49,47.04,12.2,14.4,29.98,2.81
01694-1,01694-1-01,0,0,4,6,1,0,0,0,0,0,2,1,0,1,2,0,2,83.5,0,0,0,0,0,0,1,69,66+,3,técnica,0,0,0,0,0,4,metropolitana,7,Región Metropolitana de Santiago,0.75,0,NA,Inactiva(o),NA,NA,NA,1,85,NA,NA,NA,2,1,1,1,3,3,5,5,99,5,5,NA,NA,NA,0,0,150,400,200,100,300,450,600,250,2200000,0,60.3,8.53,0,0,33.48,5.55,11.65,48.49000000000001,0,0,0,2.56,0,0.18,0,21.83,8.9,11.65,48.49000000000001,74.37,0,0,0,0,8.53,8.53,168,168,NA,125.9591220551138,324.04087794488623,88.89,15.33,14.25,23.41,5.03,61.38,31.13,60.44,23.37,0.82
01696-1,01696-1-01,0,0,1,7,1,0,0,0,0,0,1,1,0,0,1,0,1,79,0,0,0,0,0,0,1,79,66+,2,primaria,0,0,0,0,0,2,sur,13,Los Ríos,1,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,52,141.5,89.5,89.5,141.5,193.5,193.5,193.5,774000,0,50.68,0,0,0,25.46,16.78,20.61,52,2.47,0,0,0.7,0,2.16,9.62,10.85,2.13,20.61,52,69.93,0,0,0,0,0,0,168,168,NA,74.98584524921166,118.51415475078834,30.95,4.48,2.02,10.73,2.74,32.33,9.64,16,9.46,0.15
01698-1,01698-1-01,1,0,3,7,1,0,0,0,0,3,3,1,3,3,0,0,3,30,0,1,1,0,0,0,1,32,25-44,3,universitaria,0,1,40,8,5,5,metropolitana,7,Región Metropolitana de Santiago,0.49230769230769234,1,2,Ocupada(o),1,3,1,4,1,85,1,NA,1,85,2,2,3,85,NA,NA,NA,NA,NA,NA,NA,NA,320,320,0,100,750,250,49.23076923076923,369.23,750,233.0769230769231,400000,40,27.77,0,0,0,33.67,1.83,11.08,53.65,0,0,40,4.98,0,0,0,15.34,13.35,11.08,53.65,29.6,0,0,0,0,0,0,168,168,8,4.146619503818982,365.083380496181,37.75,42.09,61.56,28.41,7.21,54.15,25.19,22.11,54.77,31.85
01699-1,01699-1-02,0,0,5,7,2,0,0,0,0,2,2,2,0,0,0,0,2,50,0,1,1,0,0,0,1,48,45-65,2,secundaria,0,0,0,0,0,1,sur,15,Aysén del General Carlos Ibañez del Campo,0,0,NA,Inactiva(o),NA,NA,NA,5,4,NA,NA,NA,2,2,2,3,3,3,3,1,1,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,95,47.5,0,0,54.33,8.78,0,0,51.45,7.36,11.58,28.83999999999999,0,5.66,0,15.85,0,0.01,0.08,19.77,15.74,11.58,28.83999999999999,76.14,0,0,0,8.78,0,8.78,168.00000000000003,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
01700-1,01700-1-02,0,0,2,7,3,1,1,2,3,4,3,1,1,0,0,0,6,19.333333333333332,0,0,0,0,0,0,1,21,12-24,1,secundaria,1,0,0,0,0,2,sur,14,Los Lagos,0,0,NA,Desocupada(o),NA,NA,NA,4,4,4,NA,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,190,8.333333333333334,0,0,13,9.83,4.08,21.41,59.69,3.03,7.38,43.56000000000001,6.02,0,0,14.2,1,0.68,20.13,3.54,20.13,7.38,43.56000000000001,57.36,9.83,0,9.83,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
01702-1,01702-1-01,1,0,2,7,1,0,0,0,0,1,1,1,1,1,0,0,1,41,0,0,0,0,0,0,0,41,25-44,2,técnica,1,1,12,4,3,3,norte,3,Antofagasta,1,0,1,Ocupada(o),1,3,5,4,NA,NA,3,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,325,0,0,325,325,0,325,325,325,0,12,19.13,0,0,16.6,40.8,6.46,8.62,60.20000000000001,0.18,4.01,12,7.24,4.98,1.48,11.28,8.76,7.07,8.62,60.20000000000001,46.39,0,0,0,0,0,0,168,168,27.083333333333332,33.179576568603046,291.82042343139693,57.18,24.73,25.98,29.34,8.82,65.97,18.76,18.4,37.37,5.26
01704-1,01704-1-02,0,0,5,7,2,1,2,3,3,2,2,2,2,1,0,0,5,18.4,1,1,1,0,1,1,1,38,25-44,3,universitaria,0,1,0,0,0,4,centro,8,Libertador General Bernardo O´Higgins,0,0,NA,Inactiva(o),NA,NA,NA,4,4,5,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,3,NA,2,0,0,0,0,0,0,0,0,500.75,75,0,0,11.31,28.73,5.67,0,43.53,10.47,10.62,49.16,0,8.51,0,24.71,0,0.63,0,4.35,13.84,10.62,49.16,64.69,22.78,20.16,33.93,0,0,0,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
01705-1,01705-1-01,1,0,5,7,1,0,0,0,0,2,3,3,1,2,1,0,3,58.666666666666664,0,1,1,0,0,0,0,46,45-65,3,universitaria,0,1,40,8,5,2,centro,9,Maule,0.7702182284980744,1,2,Ocupada(o),1,2,3,4,5,5,2,NA,2,85,1,1,2,85,NA,NA,NA,NA,NA,NA,NA,NA,150,150,0,89.5,194.75,64.91666666666666,68.93453145057767,218.93,284.25,87.89484381685922,358000,40,30.67,0,1.3,0,23.38,6.92,10.68,45.86,0.07,9.12,40,4.92,3.7,2.67,2.67,6.68,2.73,10.68,45.86,48.07,0,0,0,0,0,0,167.99999999999997,168,3.75,12.080504380645023,206.849495619355,56.17,9.1,10.55,25.64,3.87,42.39,16.85,19.02,21.26,2.01
01705-1,01705-1-03,0,0,5,7,2,0,0,0,0,2,3,3,1,2,1,0,3,58.666666666666664,0,1,1,0,0,0,1,50,45-65,3,técnica,0,0,0,0,0,2,centro,9,Maule,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,284.25,64.91666666666666,0,0,61.11,3.26,2.58,0,39.81,7.17,7.87,43.56999999999999,0,2.63,0,22.62,0.02,0.33,3.17,8.79,4.87,7.87,43.56999999999999,76.76,0,0,0,0,3.26,0,167.99999999999997,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
01707-1,01707-1-01,1,0,1,6,1,0,0,0,0,2,2,2,1,0,1,0,2,58,0,1,1,0,0,0,1,54,45-65,1,primaria,0,1,48,8,6,3,centro,11,Biobío,0.7051282051282052,1,4,Ocupada(o),1,2,3,5,5,NA,1,NA,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,137.5,137.5,0,115,195,97.5,81.08974358974359,218.59,310,138.04487179487182,460000,48,6.73,0.07,0,0,45.1,6.52,8.88,51.68,1.02,0,48,26.78,10.99,0.21,6.63,0.17,0.31,8.88,51.68,14.34,0,0,0,0.07,0,0.07,168,168,2.8645833333333335,35.09821042315143,183.4917895768486,55.42,11.43,7.01,16.88,5.26,31.41,11.75,19.49,23.32,1.52
01707-1,01707-1-02,0,0,1,6,2,0,0,0,0,2,2,2,1,0,1,0,2,58,0,1,1,0,0,0,0,62,45-65,1,primaria,0,0,0,0,0,3,centro,11,Biobío,0.2948717948717949,0,NA,Inactiva(o),NA,NA,NA,5,5,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,57.5,0,0,0,33.910256410256416,91.41,310,114.4551282051282,230000,0,47.99,0,0,0,31.45,11.91,10.98,65.62,0,0.05,0,21.87,3.5,0,4.39,1.4,0.28,10.98,65.62,59.95,0,0,0,0,0,0,168,168,NA,14.677433449681505,76.7325665503185,23.17,4.78,2.93,7.06,2.2,13.13,4.92,8.15,9.75,0.63
