"asc_alimentos","bnpersonas_alimentos","bnmenores_0_4_alimentos","bnmenores_5_14_alimentos","bnpersonas_15_65_alimentos","bntrabajadores_alimentos","bnprofesionales_alimentos","bedadpromedio_alimentos","bq2_alimentos","bq3_alimentos","bq4_alimentos","bq5_alimentos","bnorte_alimentos","bcentro_alimentos","bsur_alimentos","asc_cuentas","bnpersonas_cuentas","bnmenores_0_4_cuentas","bnmenores_5_14_cuentas","bnpersonas_15_65_cuentas","bntrabajadores_cuentas","bnprofesionales_cuentas","bedadpromedio_cuentas","bq2_cuentas","bq3_cuentas","bq4_cuentas","bq5_cuentas","bnorte_cuentas","bcentro_cuentas","bsur_cuentas","asc_hogar","bnpersonas_hogar","bnmenores_0_4_hogar","bnmenores_5_14_hogar","bnpersonas_15_65_hogar","bntrabajadores_hogar","bnprofesionales_hogar","bedadpromedio_hogar","bq2_hogar","bq3_hogar","bq4_hogar","bq5_hogar","bnorte_hogar","bcentro_hogar","bsur_hogar","asc_salud","bnpersonas_salud","bnmenores_0_4_salud","bnmenores_5_14_salud","bnpersonas_15_65_salud","bntrabajadores_salud","bnprofesionales_salud","bedadpromedio_salud","bq2_salud","bq3_salud","bq4_salud","bq5_salud","bnorte_salud","bcentro_salud","bsur_salud","asc_transporte","bnpersonas_transporte","bnmenores_0_4_transporte","bnmenores_5_14_transporte","bnpersonas_15_65_transporte","bntrabajadores_transporte","bnprofesionales_transporte","bedadpromedio_transporte","bq2_transporte","bq3_transporte","bq4_transporte","bq5_transporte","bnorte_transporte","bcentro_transporte","bsur_transporte","asc_comunicaciones","bnpersonas_comunicaciones","bnmenores_0_4_comunicaciones","bnmenores_5_14_comunicaciones","bnpersonas_15_65_comunicaciones","bntrabajadores_comunicaciones","bnprofesionales_comunicaciones","bedadpromedio_comunicaciones","bq2_comunicaciones","bq3_comunicaciones","bq4_comunicaciones","bq5_comunicaciones","bnorte_comunicaciones","bcentro_comunicaciones","bsur_comunicaciones","asc_recreacion","bnpersonas_recreacion","bnmenores_0_4_recreacion","bnmenores_5_14_recreacion","bnpersonas_15_65_recreacion","bntrabajadores_recreacion","bnprofesionales_recreacion","bedadpromedio_recreacion","bq2_recreacion","bq3_recreacion","bq4_recreacion","bq5_recreacion","bnorte_recreacion","bcentro_recreacion","bsur_recreacion","asc_educacion","bnpersonas_educacion","bnmenores_0_4_educacion","bnmenores_5_14_educacion","bnpersonas_15_65_educacion","bntrabajadores_educacion","bnprofesionales_educacion","bedadpromedio_educacion","bq2_educacion","bq3_educacion","bq4_educacion","bq5_educacion","bnorte_educacion","bcentro_educacion","bsur_educacion","asc_restaurantes","bnpersonas_restaurantes","bnmenores_0_4_restaurantes","bnmenores_5_14_restaurantes","bnpersonas_15_65_restaurantes","bntrabajadores_restaurantes","bnprofesionales_restaurantes","bedadpromedio_restaurantes","bq2_restaurantes","bq3_restaurantes","bq4_restaurantes","bq5_restaurantes","bnorte_restaurantes","bcentro_restaurantes","bsur_restaurantes","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34448.9755762895
0.0747348180618581,0.0182030077896353,0.0512841058068595,0.0305296811682638,0.0300788385868428,0.0417706171409947,0.111210029212297,0.00137254629391687,0.0682127833591477,0.0753338967365227,0.0850643193689655,0.108628964605281,0.0642926308138174,0.0726366122527477,0.0821139615973192,0.0739684644566742,0.0211865477990629,0.0470877372628263,0.0286059459134324,0.0325603496801019,0.0427255547364572,0.0340425940700844,0.00145409685831415,0.0698544711678099,0.0735024259777419,0.0799387597538436,0.0818927446826661,0.0668085297794517,0.0740015157650905,0.0693886258060813,-0.157907829702986,-0.0488715880875875,-0.0940558618942834,-0.0741187638051437,-0.0840335594403989,-0.105781491305574,0.00442559030612618,-0.00245249017266339,-0.155028951142167,-0.170719161277169,-0.170493152462168,-0.124529707925822,-0.178742974069822,-0.146684211986172,-0.112240564734483,-0.0314047096732021,-0.0130192000585197,-0.0699004700531593,-0.0486018690757192,-0.02445306712372,-0.0331251774978165,0.000161538278350954,-0.000130194925040482,-0.0242655930402578,-0.0427775409219303,-0.0131427876986221,0.0116269755044575,-0.0786978587624804,-0.0188794688275239,-0.0322218034307102,0.025220686569085,0.00923615766697624,0.0366733946036603,0.0192143222777939,0.0170903311389456,0.0258049232952736,0.0288968733076422,0.000245763039525951,0.015272692588824,0.031161602774346,0.0506527019288539,0.0738261277073488,0.0290578531070956,0.0283501267397114,0.029919221526742,-0.0875138042553483,-0.0289999897133579,-0.106469140256112,-0.0523085486303774,-0.0408102363435663,-0.059389847425163,-0.0411731405097206,-0.00164804544762309,-0.0397196969740626,-0.0708293368257343,-0.134857347991142,-0.27230935666811,-0.0565419624366188,-0.0485797042196261,-0.0139529658068298,-0.139879287876666,-0.0423177469631217,-0.0831947234530156,-0.0600309657146263,-0.0578514825464588,-0.0592750252806894,0.00960687178943966,-0.00303543513335769,-0.171887525620432,-0.126776795243385,-0.0844992883277062,0.053537074254358,-0.139665056615357,-0.152832809839091,-0.150209165367046,-0.204127218208891,-0.0487169478078213,-0.14950267969357,-0.0545869350412244,-0.0742334090476401,-0.115076093325773,-0.0834102312858291,-0.0045717805295123,-0.209609338507625,-0.198750922321336,-0.190384675427471,-0.131420723091147,-0.183829610632022,-0.20502983874832,-0.193172925115045,-0.183180385325858,-0.0540443803125134,-0.167030213951293,-0.0976850186349134,-0.078001791869668,-0.0931763260935464,-0.0384574316484563,-0.00350199169366602,-0.183837938694829,-0.173116243399089,-0.175658855367776,-0.125111621564592,-0.116776237412472,-0.211368257130241,-0.231633512341719,-31758.5491262242
0.216996002426199,0.0565845273885552,0.141461862113386,0.0858156434646299,0.0890065843849379,0.118750871176738,-0.0433203478311417,0.00407694215457425,0.223191750823625,0.233229328952928,0.195999970318853,0.042834360714056,0.202188367398188,0.219407205261079,0.16000342033209,0.135427500351158,0.0222512513720378,0.0597831978719509,0.0118832182826907,0.0362897041154811,0.0399889371055534,0.0236613738682385,0.00286416499858659,0.148059337919263,0.0838743022518432,0.0294871514260816,-0.116478517106054,0.0612406357893054,0.0818147617175168,0.19640994588682,-0.0799805555592465,-0.00608912468604947,0.105932038805213,0.0347069009192545,-0.0275391895515512,-0.00466655134360115,0.179012415233558,-0.00141864029261638,-0.100463993303372,-0.020669929851283,0.0383196520190215,0.188264637486687,-0.107629146431126,-0.0317182880462276,0.00632210510092573,-0.0832624835002811,-0.0327995113530033,-0.189652418592805,-0.132805656590934,-0.0658480887128748,-0.0870997859797019,0.0175569064137434,-0.000185204555384761,-0.0679507444859554,-0.110932764526437,0.00930930397799649,0.0999315595068188,-0.206719953015379,-0.0481627025626864,-0.0964719180872471,-0.0289862499127374,-0.00387022868968883,0.0303230928010594,0.00325702860768616,0.00431912625534066,0.0194581772146849,0.0346055899322225,-0.00142864275039545,-0.0608226560137611,0.00253808178266702,0.0768806512534943,0.121630184251156,-0.0447606779826012,0.00150504622842266,0.0287409728196519,0.0309380581717737,0.023670425828685,0.0829586173634788,0.0742550141306146,0.0423990778691645,0.0730343425742332,0.0463791921360777,-0.000136805653461169,0.0732830851895506,0.123595126878177,0.0907556574742398,-0.00804931461458752,0.117623492194531,0.104937163672068,0.163751398076911,-0.0913491587313026,-0.0103815680699192,0.0650811493692499,0.0533335760392366,0.00562158998410719,0.0606882737421724,0.156074624943464,-0.00377056020729147,-0.185556806409385,0.0305299374140596,0.190659047336013,0.4103910908319,-0.0899549398595487,-0.0998994704473697,-0.0872734945604516,-0.392998708646593,-0.0603247414271715,-0.218681043463024,0.00581648108060324,-0.0844662269881389,-0.169157325754439,0.0711582946214697,-0.0126918307463224,-0.566333525135588,-0.342708781338846,-0.207402642459864,0.117286567564306,-0.27613172843582,-0.394462855060784,-0.367534956973694,-0.149383776178546,-0.0227947607109053,0.0119529987193803,-0.0134964328788458,-0.0171177529050895,0.0148282921627311,0.193598364662087,-0.00433870774408167,-0.224448433993116,-0.0494665058236902,0.078630327761749,0.256472893096542,-0.00492799646420937,-0.256631906686936,-0.468295442506556,-31246.9626001177
0.349954964957023,0.0903542476476167,0.157654757223745,0.106138061704515,0.129265271351254,0.143285863591064,-0.434475536932387,0.00794275468903796,0.397348092031723,0.325755800418382,0.128650400146952,-0.201343988248718,0.38860763563007,0.360922807997142,0.0804128409283774,0.246636994856066,0.0380692000446584,0.15487592238776,0.035542724557674,0.0630740424428038,0.0742744530733425,0.067791835971602,0.00543133782513016,0.292754319432006,0.167475703243293,0.0620166880397154,-0.233034580197658,0.120491622139338,0.158326924859187,0.436157529857503,-0.0856118785403067,0.00142296403033076,0.257171181936815,0.0934253661254387,-0.0253955632287635,0.0215491531840988,0.282067009909944,-0.00144080653244365,-0.0742976999673233,0.0927362223331028,0.201498960865417,0.442852214204283,-0.0974218164082327,0.0239937613984525,0.0944305802369948,0.0187269701762219,0.00678198892504941,-0.0706232338879562,-0.0863440545810686,-0.0200268143545403,-0.0110725180774389,0.123323695601184,0.00212353020788322,0.0358300702904484,0.0508329853828117,0.250219299150677,0.420238370426395,-0.167704045595733,0.0715377164820481,-0.0180902061614787,0.0143657888675426,0.0130106345724273,0.124750313255926,0.0463636454471087,0.0409832289154492,0.0816874604320566,0.0975579862837615,-0.00129907964017005,-0.0035175284010962,0.114235726803411,0.239038236532517,0.300258839160968,0.0295817916555287,0.0929828544187912,0.124927359544915,-0.160213676487483,-0.0245656588730142,-0.0997046021549454,-0.0161835824310548,-0.0323558568762962,-0.0263015970572198,0.161136496086445,-0.00446423627684791,-0.145092219344518,-0.149822799689925,-0.174425353842832,-0.225880688854122,-0.0611312339430857,-0.0400512428384983,0.0601170930804,-0.113745528739322,-0.0117930187507305,0.0946668834490272,0.0916038183908555,0.022045241180881,0.122836132622233,0.183059025453816,-0.00568797767379049,-0.138361711395239,0.210410549213411,0.457252185889764,0.792721744944807,-0.0892922296381094,-0.0846922004868828,-0.0624900565775171,-0.364376829106165,-0.0303114249762534,-0.0493176895273538,0.140697720803537,-0.0314919327430654,-0.10313893626053,0.320565865996442,-0.0142051879374549,-0.607509195061769,-0.174703547852847,0.0381795042395018,0.553162736944709,-0.109202356003847,-0.309142534402271,-0.300299336434059,-0.118445283361848,-0.00325093532215943,0.194457336418774,0.0662287492897606,0.0237077725505142,0.103437176341114,0.607870604905231,-0.00472517671699521,-0.154755685597168,0.163281501691159,0.410478636189643,0.735621499429754,0.152210756824706,-0.248649012960697,-0.599964613500764,-30955.3603682195
0.396395821271397,0.101479279101787,0.140236358388765,0.0934668112839789,0.132976286976027,0.122863554616021,-0.680977810221677,0.0105756236257407,0.362889653305435,0.227116030809181,-0.0368346336468961,-0.52194324864999,0.464736187208162,0.359192722148824,-0.049576132909848,0.411278092358897,0.0578958686439736,0.320431885800105,0.0832272843713068,0.0985976676760674,0.126253861074816,0.238571055674131,0.00907149703744061,0.426643200555157,0.264175041773541,0.121323940142114,-0.269335581759109,0.220354208369156,0.271231481293193,0.738865216528125,-0.113395103054162,0.000664361413390044,0.303130388497748,0.10726814223579,-0.0425660276767609,0.032633407358057,0.274388510582954,-0.00120327007704174,0.110026113200019,0.295709829173674,0.370710681160736,0.603537943941141,-0.0580245175159538,0.151186218633011,0.218579259392807,0.0912339110942349,0.0384379729563618,0.107368647329565,-0.0235379494317408,0.00852579263449724,0.0461236202266999,0.266524507148448,0.00469321609763005,0.235054439047094,0.320556825623157,0.590366591951922,0.845589574219098,-0.116090605793734,0.209669250771363,0.0843956962296926,0.0919149842543702,0.0403702271504507,0.282193540617188,0.119545724046875,0.0994754659544651,0.180539398498054,0.220870831339798,-0.000596888064431037,0.180744455886033,0.341084562506135,0.514870633611179,0.61130224014473,0.210526164763935,0.265495738691249,0.30113806697011,-0.0122360636495873,0.0152985648030215,0.089118690529893,0.0772079236464109,0.0365944384789137,0.0780554426794523,0.376622831775034,-0.000663364007248773,0.242979850943578,0.211343254533366,0.187932722656922,0.0801341967804299,0.289120781923774,0.325607153587592,0.449265392850915,-0.145471678282473,-0.0251395153433886,0.0411941895913673,0.0793730787811572,0.035678062818154,0.187172670155713,0.0680073693714341,-0.00839834140700043,0.205764095505639,0.563885777217575,0.787936905326769,1.06266335154432,-0.0115237724937517,0.0399846016632327,0.010403797794278,-0.349787383052544,0.00461150458926819,0.108558420173633,0.323938904976913,0.0352338135371439,-0.0329791690380481,0.683176964607573,-0.0166075517100365,-0.619300631337722,0.0674770192976093,0.367477036887689,1.23790508608657,0.0738625348024615,-0.203534005166521,-0.231496663528185,-0.182021203615232,-0.0135455711908036,0.0173783926946547,0.0157052957692559,0.029728091365172,0.15242958801383,0.582923786064273,-0.00765907769875625,0.00793809483633415,0.362640152807414,0.582156860923059,0.848050255398424,0.192708596849139,-0.341974095157581,-0.800052657912825,-30135.569069441
0.486703227479704,0.131845180352486,0.313628345281359,0.128949609900505,0.16117834874462,0.144004400206681,0.0927022416316685,0.0142104882978797,0.218959780833391,0.0894962445439087,-0.0366692770777815,-0.158282992406758,0.438791808210349,0.324470231218535,0.17104583123931,0.530747614870289,0.039356895614509,0.390288337179621,0.119851102075536,0.0857038877504684,0.132967870121897,0.577200798814517,0.00983906350901517,0.132671255211168,0.0390932769500676,0.0150585085805519,0.0303333631929136,0.271311256487314,0.206155785815104,0.483211296818268,-0.163177126387577,-0.00852570715303115,0.0695437629607412,0.0240028766572491,-0.0917141513112478,0.0218430657273398,0.483617731921891,0.000767066632968109,0.622148733703484,0.629895632218276,0.551111085557725,0.606058585413075,0.300364198423,0.377481403940147,0.375742932186204,0.00278126150107741,0.0358077968502886,0.0719169192520356,-0.00222068460468276,-0.0532316159355626,-0.0413096426518617,0.05457591219575,0.0064360279940534,0.659379041458278,0.651034528370579,0.630145972364324,0.310850975400599,0.0691753276702869,0.174642376915975,0.211517568370465,0.124221718848825,0.0494351338117158,0.253065730975424,0.118599975425765,0.147561782467674,0.255085607228824,0.282969830767006,-0.00115106223023456,0.590426945669267,0.650545025994212,0.717205534910053,0.691339424389364,0.458436933707892,0.483929118335853,0.504474044126347,0.0220660180240038,0.0257207659496029,0.0964353435448824,0.0626223988467272,0.0580511686268121,0.114161643646459,0.198658761237134,0.000456635100799119,0.529119614773766,0.463315390159311,0.283161028931555,-0.183644344607183,0.49801756111461,0.53963242092218,0.641273709749064,-0.132477387441185,-0.0666201537843495,-0.0684024325052195,-0.0620614480864398,0.0360169660671284,0.189709676846884,0.0987047591467033,-0.00951327048955581,1.03689227629154,1.05463327799587,0.974934725583909,1.15062672778167,0.428480827275594,0.457302375097924,0.367996190240695,-0.379702944935607,0.0326254744465218,-0.329579839744939,0.296332101391792,0.118456412893689,-0.0159383740366844,0.486153755156153,-0.0209859296542201,-0.147723610898801,0.546942709076097,0.831887994875722,1.49166718268149,0.146180514043385,0.114049756847933,0.00238886725403437,-0.16208909498106,-0.0115777757602529,-0.252331496890206,-0.0722710741568492,0.0681894533448704,0.241624999880309,-0.0227152500443425,-0.00869111736794378,0.712169778849421,0.848259973663983,0.847420894548722,0.858316029614856,0.286676154626602,-0.0160117437402309,-0.424259806214022,-30110.2835081464
0.501906173476476,0.139359030852415,0.263113455304584,0.109971498783075,0.16072939213876,0.135451456053345,1.68669310853495,0.0156133395284027,0.135975503798671,0.0156630263756869,-0.112456507572776,-0.217032923761722,0.370439155114864,0.244799675675441,0.157207306151457,0.619133364487512,0.0422488386265422,0.418963812935512,0.163159089621939,0.100842383448753,0.168043571334181,0.519692343207912,0.0109841847795864,0.17221794753938,0.117845295806906,0.0915513199702044,0.0528993256023021,0.368717503196464,0.287117296795019,0.456500967571949,-0.150774730794513,0.0101585298005916,0.225412615648376,0.0741289823188246,-0.0815257640340872,0.0661883337935399,0.788529420417517,0.00237418516199246,0.757868394294076,0.747663443345479,0.727679749267649,0.837348988223448,0.432934227362638,0.495560056757404,0.528133222528416,0.00890651963869481,0.0550107003750817,0.159625393117757,0.057377439379357,-0.0423136573009525,-0.0119773393703002,-0.0685708199915102,0.00803316170812872,0.75466451226926,0.755242042440663,0.75602768353685,0.472592628946447,0.205393752853385,0.263946469851692,0.269049653587522,0.0547693727220644,0.0228775388828704,0.115603675730027,0.0443738510154566,0.119339633916408,0.209768830248863,0.272356581379207,-0.00309541736321683,0.610050902454975,0.607909159418077,0.631182185742487,0.580914648838365,0.394222052759491,0.465179659883514,0.508085552898669,0.0210286262196333,0.027427825503212,0.054149829211943,0.0359519169903011,0.063284306677056,0.127558643732003,0.190646935550468,0.000600266947874704,0.499955431162901,0.427646011597242,0.259892053362187,-0.0670332892323138,0.570897788320069,0.539205936608906,0.542553589314738,-0.102381011569046,-0.0729266490583587,0.110768169649742,0.0221042118749528,0.0467157049571444,0.194322854512503,0.589748339366165,-0.00966715167098015,0.939215216167588,1.05962435847744,1.19660410727099,1.41722610556207,0.516868160156597,0.492806643342923,0.48769468624892,-0.45402125517326,0.0285501274929742,-0.651625005452577,0.139268341584122,0.13919499935333,-0.0780913539509355,-1.07628366829936,-0.0248336319975578,0.221824035806309,0.690665846117969,0.869858159728089,1.21652311015909,0.157364687056645,0.197609648723272,0.112098832409647,-0.176913467691245,-0.0200108947677501,-0.216287381776752,-0.126082364640579,0.0654574591867372,0.239917764730457,-0.438169504178862,-0.00961955532523122,0.842631523542785,0.806405092002474,0.768269309525435,0.929621227962315,0.393151008313328,0.0625499021946818,-0.168667189922056,-29994.5169960977
0.502850657051103,0.140586414439568,0.221012434902321,0.100908466034694,0.159632815481037,0.133140944463265,1.67095572561427,0.0158779648736207,0.182987635552818,0.0662184718686356,-0.119737131356972,-0.347406591559119,0.401671083367161,0.260495540274495,0.0987902746822056,0.618999546497252,0.0324950247068341,0.324720326572068,0.119649031962159,0.0903870321693295,0.150541966308727,0.0188788124528994,0.0108065412297605,0.22513347014351,0.122764146932555,0.0258893586419721,-0.232348022966236,0.290223156014469,0.243543629396177,0.495336286765149,-0.211031002077693,0.000748499654099805,0.25306205288838,0.0640932335531185,-0.103881478408147,0.0388660692754398,0.5825324190719,0.00144058899028007,0.436519560994329,0.533153143940528,0.616994445681386,0.87446469383066,0.257894843534334,0.338050104138119,0.41249097732996,-0.0190808447035903,0.0521322737268921,0.121378466616183,0.00956379082711669,-0.0477796912877475,-0.00832587418993523,0.546300695076735,0.00793787746135116,0.574567584752057,0.554824883005104,0.728551853302676,0.693605247443076,0.111871808668202,0.264604728100781,0.20644638270421,0.0637928691789312,0.0237851855120036,0.131753357220377,0.0477509112233609,0.122782312977504,0.212985320677624,0.195880561007432,-0.00286449876285771,0.608024466783752,0.616413296677403,0.658765767099773,0.651317839792819,0.440678958545992,0.49062314328243,0.527640610656379,0.0294740984815841,0.0314969003659713,0.120606597198823,0.0533834558093483,0.0694208732594946,0.139800168092756,0.675909623339063,0.000857080912192885,0.455748549806476,0.402732559890194,0.312628370403108,0.145675948404062,0.580663100942023,0.526295515003763,0.568531025499582,-0.128368426880204,-0.0839611527300749,0.0641170120488303,0.0532549382749255,0.0283887989591041,0.156095093269765,1.5496574696793,-0.0100925691679577,0.709072164614983,0.908431230458369,1.09176568076471,1.4282421872828,0.362657640030219,0.341152370372075,0.303144291939966,-0.440995406485883,0.0394723191281743,-0.510803873050714,0.14552305319908,0.161327277513437,-0.0682677261749675,-2.09739597458793,-0.0251884133726921,0.334697444250717,0.747306467309574,0.911236386226584,1.33706238243042,0.277342829733257,0.262319044820588,0.191912917998711,-0.161108816058862,-0.0144513561842017,-0.0201511572019972,-0.071942935404647,0.0716890845554318,0.244910412166356,0.464116515334259,-0.0094500941033244,0.682091006618744,0.748353242237673,0.851330141893256,1.11020787871917,0.469764538276662,0.0805017385332521,-0.165155494515807,-29843.7428568909
0.498978064308723,0.140043312146948,0.202220131939699,0.094287611770604,0.157571260631889,0.130051896929516,1.62073054650076,0.0158562048496449,0.187424010803315,0.0680078618979899,-0.127777505027596,-0.394115865824324,0.403343906399211,0.2587524651061,0.0716966199857368,0.622357207850538,0.0306547266856168,0.310144186418694,0.111052276925968,0.089042603623357,0.148443766570509,0.0388882967466189,0.01078812858665,0.238787378127831,0.120707168811314,0.0140289430287971,-0.26354097209904,0.275513660275265,0.232603735084465,0.512358273850381,-0.194360439209586,0.00803252274512633,0.302286850354246,0.0895014872306854,-0.0939748077894084,0.0550614329954403,0.718018661710621,0.00195608533490388,0.462725416494145,0.577144985373126,0.657963567218631,0.903139687669819,0.294439883188971,0.372424868799395,0.442993568984448,-0.0316767877783492,0.0499662401475796,0.085247691695738,-0.0116368731810278,-0.0516310654662485,-0.0108052975995621,0.701247860879762,0.00787960533251733,0.528327368608187,0.510992907571582,0.70005044051442,0.742060718058445,0.0792914206017375,0.254319227849145,0.184083029453699,0.0709108537923586,0.025408941702934,0.152170993721363,0.0550343824936409,0.125854233596244,0.217155289094232,0.274863732118013,-0.00268347585228306,0.606889651053621,0.627524807278227,0.682122982908348,0.691218618019171,0.468673431969885,0.505382162080973,0.539800463731208,0.0221478711337988,0.0293826442499139,0.0806267162443178,0.0424140996850272,0.0658386387933823,0.133850282728675,0.823213303840651,0.000734549464939069,0.415798176879048,0.360749696723262,0.274748001714815,0.127824464696499,0.533127805719603,0.493275045877476,0.540784861153106,-0.085895053456189,-0.072804181610621,0.110720426700949,0.0900640634893087,0.0477888688168356,0.181435378033761,1.48419156011192,-0.00902166957230352,0.764390981424615,0.989990969756626,1.14951888113471,1.44431778530587,0.414282155698063,0.392841918718059,0.349541470872646,-0.444588340780555,0.0411264044488505,-0.463076637486482,0.144256390541027,0.165361368661987,-0.0711305350951913,-1.99754718656792,-0.0255383821640657,0.326701324507761,0.723043869590055,0.898301990678312,1.39134490756409,0.29841508706021,0.257186538858249,0.187199924384479,-0.182366524011621,-0.0221058025709753,-0.0797195544313876,-0.0881959851894293,0.0586006054947189,0.220973088430191,0.706212195725692,-0.00988733637386345,0.585148003841497,0.682988017200237,0.795449662402392,1.04714215716459,0.428581329095159,0.0310450718612454,-0.25557827736954,-29790.4994133747
0.493546261147047,0.140386599805139,0.183572486077405,0.0855468974744885,0.154791282813569,0.126963563023117,1.51891470864399,0.0158822845130559,0.186692324946213,0.0644651846152855,-0.128772894747979,-0.441394033336061,0.403733495862761,0.256514658019775,0.0398049853155194,0.635637030255681,0.0277251221216121,0.303780175801371,0.101307806340203,0.0882176298630182,0.148310451823939,0.0903362021750915,0.0107718169268643,0.249273555091177,0.111769597415561,0.00558363044749225,-0.243206474754386,0.264846769940424,0.216705148524102,0.537898723823766,-0.178101583823288,0.0160535823277552,0.286083905469655,0.10859896636891,-0.08309174022715,0.0727304668384534,1.02502601537782,0.00269516336188508,0.530446252677848,0.638828309874981,0.682518779393174,0.850227395099386,0.348825476357398,0.419941395023781,0.46394908457482,-0.0437232276201244,0.0515804301187541,0.0581790428114498,-0.0282738840939668,-0.0518111414664447,-0.00400851278098287,0.874552805953473,0.00817951702703171,0.497327000472963,0.51062741279383,0.680035120903588,0.808532421641974,0.076740786113711,0.257089950740777,0.18551489120668,0.0703341191190109,0.0237822534072245,0.153038828012164,0.0534303142068713,0.124762409724021,0.213885806775795,0.42258148036901,-0.00268266483509896,0.560715170945972,0.609439862103324,0.695982279438887,0.733438876103065,0.475087004158053,0.500538621670874,0.525825772462507,0.0207168394842692,0.0293282142719032,0.0497461055800995,0.0386389728597831,0.0652185036415712,0.132403821263151,1.04405276110118,0.000846806371803863,0.392681042438742,0.342442202308053,0.250067868432844,0.0999750328885463,0.490679363277662,0.468898579892184,0.53276469100947,-0.0923055915507366,-0.0817091146876124,-0.0356948280734972,0.0250592784748216,0.0395169996768261,0.159269662728726,1.29949810922951,-0.008751674654038,0.783632503825599,0.949116517819011,1.04474023792525,1.21398616446841,0.333733158249048,0.344518981550535,0.286364752491231,-0.463614297674381,0.0423032932411065,-0.391272357907158,0.127527191415844,0.171601088309673,-0.0872906750208153,-1.72672837622421,-0.0266859717510352,0.285955958702198,0.653726037237338,0.860854392986254,1.49546712473735,0.315684133900143,0.228902136360631,0.157793878272845,-0.169049484904579,-0.0204443343490564,-0.0789420668146831,-0.0623122333376906,0.0606148906166028,0.217489305997098,1.09973966363195,-0.00947558598137501,0.557648100687761,0.718745080280291,0.822970558476693,1.02899445251278,0.450006224191847,0.0582933921259887,-0.287276554009222,-29775.1012284031
